Dates,PNL,DD,_rolling_12m
2011-05-31,4.913060902499882,0.0,56.050146413623814
2011-06-30,5.020510836499877,0.0,56.15386071487377
2011-07-31,4.840049580624881,0.0,56.281173214498736
2011-08-31,5.163738407374881,0.0,56.883376684123704
2011-09-30,5.094021127874878,0.0,57.39516566287367
2011-10-31,4.310973138624887,0.0,57.02816162787365
2011-11-30,4.8344959787498825,0.0,57.282359163248636
2011-12-31,5.3310395658748755,0.0,57.836429060623615
2012-01-31,5.49121992574987,0.0,58.74292927637358
2012-02-29,5.505778004999879,0.0,59.378422971123555
2012-03-31,6.155392203249865,0.0,60.62015197712353
2012-04-30,5.075933096749874,0.0,61.7362127688735
2012-05-31,5.5236841742498575,0.0,62.34683604062347
2012-06-30,5.179246450624861,0.0,62.50557165474845
2012-07-31,5.621230148749856,0.0,63.28675222287343
2012-08-31,5.484141996624861,0.0,63.60715581212341
2012-09-30,5.395343478499863,0.0,63.908478162748395
2012-10-31,5.7145265603748525,0.0,65.31203158449836
2012-11-30,5.1542973712498545,0.0,65.63183297699833
2012-12-31,5.3059172679998525,0.0,65.6067106791233
2013-01-31,5.747224897374827,0.0,65.86271565074824
2013-02-28,4.914071193999847,0.0,65.2710088397482
2013-03-31,4.69630699762485,0.0,63.81192363412318
2013-04-30,5.038054773249839,0.0,63.774045310623144
2013-05-31,5.87704629012481,0.0,64.12740742649811
2013-06-30,5.005758985749835,0.0,63.953919961623086
2013-07-31,5.673982334624807,0.0,64.00667214749804
2013-08-31,5.12953003274983,0.0,63.652060183623
2013-09-30,5.2655675562498265,0.0,63.52228426137297
2013-10-31,5.667921619624812,0.0,63.47567932062293
2013-11-30,5.383852194999821,0.0,63.705234144372895
2013-12-31,5.419721270874808,0.0,63.819038147247845
2014-01-31,5.873579511624786,0.0,63.94539276149781
2014-02-28,4.96238529412482,0.0,63.99370686162278
2014-03-31,5.7961153916248,0.0,65.09351525562273
2014-04-30,5.042392554249826,0.0,65.09785303662272
2014-05-31,5.970934737624796,0.0,65.19174148412272
2014-06-30,5.963407315874795,0.0,66.14938981424767
2014-07-31,6.139024560749772,0.0,66.61443204037263
2014-08-31,5.037359904874797,0.0,66.5222619124976
2014-09-30,6.016711590249764,0.0,67.27340594649755
2014-10-31,4.811515306249805,0.0,66.41699963312254
2014-11-30,5.184328903749804,0.0,66.21747634187253
2014-12-31,6.514420311499761,0.0,67.31217538249749
2015-01-31,5.7829687606247715,0.0,67.22156463149747
2015-02-28,5.581645830999781,0.0,67.84082516837243
2015-03-31,5.735294641124766,0.0,67.7800044178724
2015-04-30,5.451866106624784,0.0,68.18947797024737
2015-05-31,5.315081533749768,0.0,67.53362476637233
2015-06-30,5.557096901499744,0.0,67.12731435199728
2015-07-31,6.059867579624732,0.0,67.04815737087225
2015-08-31,5.374777746374745,0.0,67.3855752123722
2015-09-30,5.360960353749749,0.0,66.72982397587218
2015-10-31,5.1883321984997455,0.0,67.10664086812213
2015-11-30,5.123667334874757,0.0,67.04597929924708
2015-12-31,6.195463830749719,0.0,66.72702281849703
2016-01-31,5.917840616499744,0.0,66.86189467437201
2016-02-29,6.19749793887473,0.0,67.47774678224697
2016-03-31,5.964100227499741,0.0,67.70655236862194
2016-04-30,5.500778019249767,0.0,67.75546428124693
2016-05-31,6.545462496499711,0.0,68.98584524399688
2016-06-30,6.338042874499708,0.0,69.76679121699684
2016-07-31,5.712051687499731,0.0,69.41897532487182
2016-08-31,6.0091050257496965,0.0,70.05330260424677
2016-09-30,5.183808740499725,0.0,69.87615099099675
2016-10-31,4.405888872124733,0.0,69.09370766462173
2016-11-30,4.9648578788747075,0.0,68.93489820862169
2016-12-31,5.168450694999693,0.0,67.90788507287166
2017-01-31,5.1143529178747045,0.0,67.10439737424662
2017-02-28,4.910225380124732,0.0,65.81712481549661
2017-03-31,5.765063556499685,0.0,65.61808814449655
2017-04-30,4.715970163499741,0.0,64.83328028874654
2017-05-31,5.922301517999681,0.0,64.21011931024651
2017-06-30,5.7113432521246965,0.0,63.5834196878715
2017-07-31,5.854773276874694,0.0,63.72614127724646
2017-08-31,6.123323338874696,0.0,63.840359590371456
2017-09-30,6.180535841124695,0.0,64.83708669099643
2017-10-31,6.071898919249708,0.0,66.5030967381214
2017-11-30,6.974186104249675,0.0,68.51242496349636
2017-12-31,6.253613891249703,0.0,69.59758815974637
2018-01-31,7.173498259249669,0.0,71.65673350112132
2018-02-28,6.402841895124714,0.0,73.1493500161213
2018-03-31,6.351146133374715,0.0,73.73543259299633
2018-04-30,6.639390803624685,0.0,75.65885323312126
2018-05-31,7.193364026749673,0.0,76.92991574187126
2018-06-30,6.655480959374685,0.0,77.87405344912125
2018-07-31,7.097058507999664,0.0,79.11633868024622
2018-08-31,7.131765194374674,0.0,80.1247805357462
2018-09-30,6.227149302749719,0.0,80.17139399737123
2018-10-31,7.817724951874671,0.0,81.91722002999619
2018-11-30,7.365205009499687,0.0,82.30823893524621
2018-12-31,7.269621151749683,0.0,83.3242461957462
2019-01-31,7.872742117374627,0.0,84.02349005387116
2019-02-28,6.83740902424967,0.0,84.45805718299611
2019-03-31,6.885163895124683,0.0,84.99207494474608
2019-04-30,6.664389432874681,0.0,85.01707357399609
2019-05-31,7.486908411249631,0.0,85.31061795849604
2019-06-30,6.624732567374678,0.0,85.27986956649603
2019-07-31,8.121398448624609,0.0,86.30420950712097
2019-08-31,7.207149236999655,0.0,86.37959354974595
2019-09-30,5.905595493874668,0.0,86.0580397408709
2019-10-31,5.901049602499647,0.0,84.14136439149588
2019-11-30,6.055157750999644,0.0,82.83131713299584
2019-12-31,6.021191015124627,0.0,81.58288699637077
2020-01-31,6.189456396874585,0.0,79.89960127587074
2020-02-29,5.560684346749639,0.0,78.62287659837071
2020-03-31,8.27353469487462,0.0,80.01124739812066
2020-04-30,6.652160022749665,0.0,79.99901798799564
2020-05-31,4.068472722999796,0.0,76.58058229974581
