Dates,PNL,DD
2000-06-30,-0.016967799999999908,0.0
2000-07-31,0.12900190000000014,0.0
2000-08-31,-0.016131250000000208,-0.016131250000000208
2000-09-30,0.12364814999999997,0.0
2000-10-31,0.024591200000000167,0.0
2000-11-30,-0.015953899999999542,-0.01595389999999955
2000-12-31,0.07461154999999992,0.0
2001-01-31,0.0519157499999999,0.0
2001-02-28,0.0323686999999999,0.0
2001-03-31,0.0317753999999999,0.0
2001-04-30,0.03692825000000013,0.0
2001-05-31,-0.0691713999999996,-0.0691713999999996
2001-06-30,0.018967199999999847,-0.050204199999999755
2001-07-31,-0.0776763000000001,-0.12788049999999984
2001-08-31,-0.012922400000000124,-0.14080289999999995
2001-09-30,0.18010600000000004,0.0
2001-10-31,0.065312,0.0
2001-11-30,0.06872555000000016,0.0
2001-12-31,0.011512849999999915,0.0
2002-01-31,-0.016562099999999833,-0.016562099999999802
2002-02-28,-0.02731954999999979,-0.04388164999999955
2002-03-31,-0.04655400000000063,-0.0904356500000002
2002-04-30,0.017242500000000008,-0.07319315000000015
2002-05-31,0.05788520000000001,-0.015307950000000181
2002-06-30,0.008605500000000143,-0.0067024500000000264
2002-07-31,0.06855204999999985,0.0
2002-08-31,-0.03633155000000009,-0.0363315500000001
2002-09-30,-0.014449850000000021,-0.05078140000000009
2002-10-31,-0.024155199999999835,-0.07493659999999991
2002-11-30,0.09953710000000002,0.0
2002-12-31,0.044247800000000004,0.0
2003-01-31,-8.090000000034181e-05,-8.090000000038344e-05
2003-02-28,-0.07523350000000034,-0.07531440000000078
2003-03-31,0.019123400000000335,-0.056191000000000435
2003-04-30,-0.015864700000000072,-0.0720557000000005
2003-05-31,0.037615699999999946,-0.03444000000000058
2003-06-30,0.12320104999999992,0.0
2003-07-31,0.021634849999999855,0.0
2003-08-31,0.09894794999999988,0.0
2003-09-30,0.055062750000000035,0.0
2003-10-31,0.08814810000000022,0.0
2003-11-30,0.05774850000000005,0.0
2003-12-31,0.16477554999999994,0.0
2004-01-31,0.05821415000000009,0.0
2004-02-29,0.03214404999999997,0.0
2004-03-31,-0.007474500000000158,-0.0074745000000000505
2004-04-30,0.00861940000000012,0.0
2004-05-31,0.01129850000000017,0.0
2004-06-30,-0.11808429999999961,-0.11808429999999959
2004-07-31,0.035864199999999916,-0.08222009999999957
2004-08-31,0.02453690000000009,-0.05768319999999938
2004-09-30,0.0377513,-0.019931899999999336
2004-10-31,-0.015923600000000045,-0.035855499999999374
2004-11-30,0.07876959999999997,0.0
2004-12-31,0.05078529999999995,0.0
2005-01-31,0.07982800000000026,0.0
2005-02-28,-0.01057865000000022,-0.010578650000000245
2005-03-31,0.04395459999999983,0.0
2005-04-30,-0.030659599999999954,-0.030659599999999898
2005-05-31,0.030749649999999996,0.0
2005-06-30,0.03887109999999997,0.0
2005-07-31,-0.008453699999999538,-0.008453699999999564
2005-08-31,-0.04825710000000008,-0.05671079999999962
2005-09-30,0.025212699999999852,-0.03149809999999986
2005-10-31,0.06779694999999983,0.0
2005-11-30,0.08298229999999991,0.0
2005-12-31,0.011015999999999694,0.0
2006-01-31,0.03680760000000001,0.0
2006-02-28,-0.04478249999999983,-0.044782499999999725
2006-03-31,0.08828995000000003,0.0
2006-04-30,-0.12707330000000008,-0.12707330000000017
2006-05-31,0.041637899999999915,-0.08543540000000016
2006-06-30,0.12689920000000002,0.0
2006-07-31,-0.023202699999999916,-0.02320269999999991
2006-08-31,0.04745065000000004,0.0
2006-09-30,-0.0419974000000002,-0.041997400000000296
2006-10-31,-0.07609359999999983,-0.11809100000000017
2006-11-30,0.05355420000000003,-0.06453680000000017
2006-12-31,0.0006803999999999502,-0.06385640000000015
2007-01-31,-0.04363829999999988,-0.10749469999999994
2007-02-28,0.024456599999999933,-0.0830381
2007-03-31,-0.046975749999999865,-0.13001384999999988
2007-04-30,-0.04160355000000013,-0.17161739999999992
2007-05-31,0.007870600000000132,-0.16374679999999975
2007-06-30,-0.03577439999999997,-0.19952119999999973
2007-07-31,0.0018481000000000886,-0.1976730999999996
2007-08-31,-0.048397899999999834,-0.24607099999999948
2007-09-30,0.13590090000000019,-0.11017009999999927
2007-10-31,0.10415539999999981,-0.006014699999999484
2007-11-30,-0.08432225000000013,-0.09033694999999953
2007-12-31,-0.016829499999999838,-0.10716644999999936
2008-01-31,0.11630180000000004,0.0
2008-02-29,-0.09626550000000017,-0.09626550000000011
2008-03-31,0.023424500000000244,-0.07284099999999993
2008-04-30,0.04660354999999977,-0.026237450000000218
2008-05-31,-0.00836720000000017,-0.03460465000000035
2008-06-30,0.1509695,0.0
2008-07-31,-0.18151014999999984,-0.18151014999999981
2008-08-31,0.03955110000000008,-0.14195904999999964
2008-09-30,-0.02160269999999968,-0.16356174999999928
2008-10-31,0.24853809999999987,0.0
2008-11-30,0.07410380000000007,0.0
2008-12-31,-0.00433850000000033,-0.004338500000000245
2009-01-31,0.01394935000000025,0.0
2009-02-28,-0.04395245000000017,-0.043952450000000365
2009-03-31,0.11527465000000013,0.0
2009-04-30,0.01033339999999986,0.0
2009-05-31,0.14832125000000038,0.0
2009-06-30,-0.03843344999999983,-0.03843344999999987
2009-07-31,0.018246100000000043,-0.020187349999999604
2009-08-31,-0.07631445000000003,-0.09650179999999953
2009-09-30,0.049476750000000194,-0.04702504999999935
2009-10-31,0.009763099999999685,-0.037261949999999544
2009-11-30,-0.023707799999999717,-0.060969749999999046
2009-12-31,-0.05964450000000019,-0.12061424999999915
2010-01-31,0.05038679999999983,-0.07022744999999952
2010-02-28,0.0016946999999998512,-0.0685327499999997
2010-03-31,0.06706009999999998,-0.0014726499999997422
2010-04-30,-0.06904599999999975,-0.07051864999999946
2010-05-31,-0.018798600000000346,-0.08931724999999968
2010-06-30,-0.041108950000000324,-0.13042620000000005
2010-07-31,-0.023089799999999962,-0.1535160000000002
2010-08-31,-0.03326070000000014,-0.18677670000000024
2010-09-30,0.08779275,-0.09898395000000004
2010-10-31,-0.05719725000000009,-0.15618120000000024
2010-11-30,0.05225190000000013,-0.10392929999999989
2010-12-31,-0.02152455000000021,-0.12545384999999998
2011-01-31,0.056298999999999995,-0.06915484999999988
2011-02-28,0.026235550000000156,-0.04291929999999988
2011-03-31,-0.061707950000000185,-0.10462725000000006
2011-04-30,-0.043755450000000466,-0.14838270000000042
2011-05-31,0.04137514999999991,-0.1070075500000005
2011-06-30,0.029156099999999813,-0.07785145000000071
2011-07-31,-0.027126749999999835,-0.10497820000000058
2011-08-31,0.1148919500000002,0.0
2011-09-30,-0.1571350500000001,-0.15713504999999994
2011-10-31,0.0774571999999999,-0.07967784999999994
2011-11-30,0.03479414999999992,-0.04488370000000019
2011-12-31,0.020655149999999997,-0.024228550000000126
2012-01-31,0.059970250000000086,0.0
2012-02-29,0.05800025000000001,0.0
2012-03-31,-0.045553249999999865,-0.04555324999999977
2012-04-30,-0.08912069999999979,-0.13467394999999938
2012-05-31,0.04330899999999986,-0.09136494999999956
2012-06-30,0.004313600000000136,-0.08705134999999942
2012-07-31,0.0024164999999999022,-0.0846348499999996
2012-08-31,0.03654719999999989,-0.048087649999999815
2012-09-30,0.05584329999999983,0.0
2012-10-31,-0.0676794000000001,-0.06767940000000028
2012-11-30,0.03698435000000015,-0.03069505000000028
2012-12-31,-0.05945140000000002,-0.09014645000000021
2013-01-31,-0.029275049999999886,-0.11942150000000007
2013-02-28,0.02444550000000003,-0.09497599999999995
2013-03-31,0.005354999999999745,-0.08962100000000017
2013-04-30,0.02476564999999997,-0.0648553500000002
2013-05-31,-0.05709879999999991,-0.1219541500000001
2013-06-30,0.02553210000000005,-0.09642205000000015
2013-07-31,0.024691799999999875,-0.07173025000000033
2013-08-31,0.0017286999999998366,-0.07000155000000063
2013-09-30,0.06364509999999991,-0.006356450000000624
2013-10-31,-0.00029710000000002755,-0.006653550000000674
2013-11-30,-0.05239939999999982,-0.059052950000000326
2013-12-31,0.0118439999999998,-0.04720895000000036
2014-01-31,0.0045586999999998575,-0.042650250000000334
2014-02-28,0.024354149999999943,-0.018296100000000592
2014-03-31,0.04086919999999988,0.0
2014-04-30,-0.005549999999999864,-0.005549999999999944
2014-05-31,0.028408900000000042,0.0
2014-06-30,-0.03260340000000024,-0.03260340000000017
2014-07-31,0.021405399999999932,-0.011198000000000263
2014-08-31,-0.031818650000000004,-0.04301665000000021
2014-09-30,-0.0046749999999999535,-0.047691649999999974
2014-10-31,0.042680249999999996,-0.005011399999999888
2014-11-30,0.03341574999999995,0.0
2014-12-31,-0.021620900000000085,-0.021620900000000276
2015-01-31,-0.02274229999999992,-0.04436320000000027
2015-02-28,-0.007421900000000236,-0.05178510000000047
2015-03-31,0.007939800000000118,-0.04384530000000053
2015-04-30,0.06338769999999982,0.0
2015-05-31,-0.12457069999999998,-0.12457070000000003
2015-06-30,0.02504515,-0.09952555000000007
