,ADSEZ IS Equity,APNT IS Equity,AXSB IS Equity,BAF IS Equity,BHARTI IS Equity,BJAUT IS Equity,BJFIN IS Equity,BPCL IS Equity,CIPLA IS Equity,COAL IS Equity,DIVI IS Equity,DRRD IS Equity,EIM IS Equity,GAIL IS Equity,GRASIM IS Equity,HCLT IS Equity,HDFC IS Equity,HDFCB IS Equity,HDFCLIFE IS Equity,HMCL IS Equity,HNDL IS Equity,HUVR IS Equity,ICICIBC IS Equity,IIB IS Equity,INFO IS Equity,IOCL IS Equity,ITC IS Equity,JSTL IS Equity,KMB IS Equity,LT IS Equity,MM IS Equity,MSIL IS Equity,NEST IS Equity,NTPC IS Equity,ONGC IS Equity,SBILIFE IS Equity,SBIN IS Equity,SUNP IS Equity,TATA IS Equity,TCS IS Equity,TECHM IS Equity,TTAN IS Equity,TTMT IS Equity,UPLL IS Equity,UTCEM IS Equity,VEDL IS Equity,WPRO IS Equity
2000-01-31,0.0,0.19124375999999982,0.20884066000000012,-0.10633467999999993,0.0,0.0,0.0,0.0,-0.021369469999999967,0.0,0.0,-0.1763982300000001,0.17745280000000013,-0.09810359999999996,-0.010839039999999973,0.25222047999999986,0.04328588999999998,0.2961010599999999,0.0,-0.07335939,0.028451949999999917,0.06377048999999996,0.8261752000000001,0.15094818,-0.13363956,-0.10484902999999998,0.1063539999999999,0.0,0.04524324000000006,-0.07314642000000002,0.038827799999999975,0.0,-0.10348960000000001,0.0,-0.11599908000000006,0.0,-0.06193854000000011,0.1312654200000001,0.03954600000000001,0.0,0.0,0.0,-0.04074299999999992,-0.1061945999999999,0.0,-0.06498180000000006,0.22999304999999998
2000-02-29,0.0,0.13765042000000005,0.05732460000000006,-0.06646508000000022,0.0,0.0,0.0,0.03666863999999999,-0.19061904000000018,0.0,0.0,-0.13172228000000008,0.1846072600000001,-0.07120913000000009,-0.015578249999999974,0.016175580000000023,-0.04089359999999978,0.015298780000000074,0.0,0.3017156200000001,-0.10731921,0.1256314199999998,0.06741540000000001,0.0007258000000000472,0.3543652599999999,-0.02722408999999986,0.08960300999999979,-0.02681791000000012,-0.01390851000000002,-0.08389331999999987,-0.12814373,0.0,-0.015527399999999865,0.0,0.1117727999999999,0.0,0.020303819999999986,0.12424103999999977,0.14632101999999994,0.0,0.0,0.20268216000000003,-0.09368964000000006,-0.5081966400000001,0.0,0.28355269000000005,0.8289926000000001
2000-03-31,0.0,-0.07782528999999971,0.18030628000000012,-0.1765187599999999,0.0,0.0,0.0,0.19613020999999992,-0.05666396000000008,0.0,0.0,-0.31447619999999993,0.21431732999999994,0.02847554000000005,-0.16857552000000017,-0.15683781999999982,-0.07776328000000024,-0.19865664000000016,0.0,0.07392299999999993,0.0902052000000001,-0.18759977,-0.17855375999999992,0.07319672999999992,-0.11745486999999996,0.07990126999999994,-0.18947611000000003,-0.002422139999999984,-0.03267233000000026,0.1718047800000002,0.27642272000000007,0.0,0.08764635000000001,0.0,0.141097,0.0,0.022082079999999813,-0.03666805999999995,0.14866631,0.0,0.0,-0.02780267000000014,-0.11740500000000001,-1.3620682299999995,0.0,0.051136290000000056,-0.1303215400000001
2000-04-30,0.0,-0.09972750999999998,-0.19898494000000003,-0.1286172,0.0,0.0,0.0,0.20967861000000004,0.28082976999999987,0.0,0.0,-0.21155217999999992,-0.06489120999999984,-0.35018367999999983,0.07001441999999987,-0.4037252800000002,-0.23402960000000006,0.14894949000000016,0.0,-0.1473458000000002,-0.13279379000000002,-0.35830079000000004,-0.3177533699999999,0.2132988899999999,-0.3628854700000001,0.029789159999999815,-0.0777615700000005,-0.20204652999999984,-0.004432969999999984,0.029501869999999944,-0.18901918999999995,0.0,0.06364449999999999,0.0,-0.004049289999999945,0.0,-0.25297436999999984,0.39558567999999983,-0.08543141999999997,0.0,0.0,0.017031510000000034,-0.13279689999999994,-0.3703702000000002,0.0,-0.11956524999999987,-0.10267569999999988
2000-05-31,0.0,0.018235940000000034,-0.15104287999999985,-0.08008986000000007,0.0,0.0,0.0,0.30163437000000004,0.0692933800000002,0.0,0.0,-0.12875732,-0.21759092000000002,0.17653236000000003,0.29017508999999986,-0.10561334999999986,0.003030240000000045,0.11722956000000007,0.0,-0.013099909999999982,0.02835231999999986,-0.20369974000000013,-0.016057000000000016,-0.12345981,-0.08514069999999993,0.1538514900000001,0.30549890000000024,0.19452738000000003,0.11290559999999984,0.01263028000000007,0.05496479999999984,0.0,0.12961890000000023,0.0,0.13131280999999997,0.0,0.09375520000000001,-0.24161674000000002,0.12109093999999992,0.0,0.0,0.25606499,0.03644103999999994,-0.6600000000000001,0.0,0.12142844999999997,0.46374335
2000-06-30,0.0,-0.026965820000000237,0.06770006000000002,-0.019067279999999937,0.0,0.0,0.0,-0.0816742800000002,0.10220100000000004,0.0,0.0,-0.32169926000000015,-0.09479913999999999,0.09402730000000009,0.05860512000000004,-0.12174349999999988,0.04666812000000003,-0.05657039000000008,0.0,-0.012334799999999996,0.06267078000000005,-0.017313959999999993,-0.1753396399999999,-0.11367659999999989,0.17016980000000007,0.02989735000000005,-0.0767601,-0.5420636400000002,-0.12497575999999987,0.3139289999999999,-0.13243328000000001,0.0,-0.09086220000000003,0.0,0.06420185000000014,0.0,0.1211646599999999,0.18793773000000014,0.11408547999999993,0.0,0.0,-0.1223322599999998,-0.005301830000000115,-0.6623375599999999,0.0,0.05909816999999985,0.4544803800000001
2000-07-31,0.0,0.08122892000000011,0.11859385999999984,-0.3344947200000001,0.0,0.0,0.0,-0.12296738000000007,0.0886119799999997,0.0,0.0,0.10961731000000019,-0.046419799999999865,0.024972709999999815,0.08937226999999992,0.22808373999999995,-0.17755050000000017,0.11983970000000006,0.0,-0.01749883999999996,-0.0635204799999999,0.06203342999999972,-0.05468390999999972,-0.025889999999999986,0.17558518000000015,0.07431574000000003,0.03746706000000011,0.06061954999999987,-0.0307691999999999,0.31202004000000017,-0.005280940000000012,0.0,0.19296405000000022,0.0,0.03885212000000006,0.0,0.07298465999999984,-0.27575172000000003,-0.07813946000000024,0.0,0.0,0.046974919999999885,0.2239266600000001,-0.34143759000000007,0.0,-0.02968673000000019,0.11517170999999987
2000-08-31,0.0,-0.036305199999999996,-0.01267420000000007,-0.023178750000000095,0.0,0.0,0.0,0.0961788500000001,0.05343556,0.0,0.0,0.13812496000000005,0.039344160000000065,-0.006640120000000019,-0.28503275999999994,0.17568,-0.05184636000000012,-0.2422776500000001,0.0,0.09292469999999992,-0.1073610899999997,-0.1543341799999999,-0.07026873000000002,0.17128871999999984,0.011936299999999844,0.08272631999999994,-0.07175541999999993,-0.17998551999999995,0.09403943999999997,-0.2368266599999999,0.11514623999999987,0.0,-0.045425200000000054,0.0,0.15994472999999984,0.0,-0.006472939999999864,-0.03816866000000021,0.03263655000000007,0.0,0.0,0.22255460000000013,0.10556484000000017,-0.28765650000000004,0.0,0.05472345000000024,0.2762552199999998
2000-09-30,0.0,0.14914506999999985,-0.03388931999999999,0.020192610000000014,0.0,0.0,0.0,-0.2678009600000002,0.11643397999999995,0.0,0.0,0.013058690000000064,-0.04379555999999988,0.08532664000000012,0.05432992999999994,-0.007374930000000059,0.0965816,-0.041418130000000095,0.0,-0.0867463800000001,0.036693870000000295,0.10072680999999992,0.15822722000000009,0.025589900000000148,0.03929178000000008,0.04841512000000002,-0.08852551999999984,0.19525662000000005,0.09569387000000001,0.12533602000000005,0.034705120000000166,0.0,-0.17468199999999995,0.0,-0.02183658000000003,0.0,0.10497434000000011,0.18610026000000002,0.08251629000000009,0.0,0.0,-0.018453149999999856,0.06533613,-1.89230703,0.0,0.06282465000000008,0.1356204799999999
2000-10-31,0.0,0.11125560000000004,0.05546638000000003,0.09818172000000003,0.0,0.0,0.0,0.08946196999999995,0.1536865,0.0,0.0,0.008798599999999926,-0.05993355999999986,-0.2515974899999998,0.20462558999999997,0.20747199000000002,0.017540319999999946,0.039479660000000125,0.0,-0.08349530999999975,0.12263483999999995,0.16540642999999994,0.08641055000000004,0.02532329999999995,0.02771472999999987,0.06347723999999996,-0.039116419999999714,0.13743256999999987,-0.23698033000000004,-0.029763570000000038,0.30856575999999986,0.0,-0.13771524999999984,0.0,0.018688559999999885,0.0,0.10400328,0.03146964000000006,-0.13294542,0.0,0.0,0.03608996999999977,0.11779679999999998,0.8868686799999999,0.0,0.054545400000000015,0.1267425599999999
