,Total Trades,Profit Factor,Total Profit,Average Profit,Max Profit,Min Profit,Average Duration,Hit Ratio,Profitability,Max DD in Trade,Max Profit in Trade,Max Loss in Trade,Max Recovery in Trade,Max DD Duration in Trade
HUVR IS Equity,604.0,0.9800698694435781,-0.17491785039436825,-0.0002895990900569011,0.27311522048364156,-0.15140171366774813,10.41225165562914,0.304635761589404,2.2371160063386024,-0.17433791698497592,0.34591084591084587,-0.15140171366774835,0.34591084591084575,13.0
ICICIBC IS Equity,608.0,1.1008822753544523,1.1896495900929207,0.001956660510021251,1.1455172413793102,-0.24935920908092268,10.149671052631579,0.2894736842105263,2.7021655849609276,-0.24935920908092268,1.2655172413793103,-0.24935920908092268,1.274930747922438,14.0
IIB IS Equity,581.0,1.222312392670955,2.943071144573368,0.005065526926976537,0.7336734693877551,-0.20764331210191078,10.507745266781411,0.270223752151463,3.3010220031368465,-0.22730923694779115,0.7437925170068027,-0.20764331210191078,0.7530347067874852,11.0
INFO IS Equity,613.0,0.8919137713998715,-1.122809668620267,-0.0018316634072108762,0.4297502714440826,-0.18930779972072598,9.952691680261012,0.2936378466557912,2.145548127867469,-0.2697214734950585,0.5479755962285078,-0.18930779972072598,0.547975596228508,18.0
IOCL IS Equity,571.0,1.3835868660045871,3.471824535260679,0.006080253126551102,0.4975868725868726,-0.16990291262135915,11.087565674255691,0.3134851138353765,3.029977941194403,-0.17176870748299322,0.584942084942085,-0.16990291262135915,0.5972762645914398,14.0
ITC IS Equity,604.0,0.9257334221177309,-0.6805511665370337,-0.0011267403419487313,0.2823813354786806,-0.10273081924577365,10.364238410596027,0.2781456953642384,2.4024986431150634,-0.15945827872433405,0.37233589087809027,-0.10273081924577387,0.38443345517093097,14.0
JSTL IS Equity,517.0,1.6154988492543747,7.025554739503337,0.013589080734049009,2.0466926070038913,-0.3665559246954597,11.9284332688588,0.2862669245647969,4.027831590370704,-0.3665559246954597,2.1342412451361867,-0.3665559246954597,2.1342412451361867,14.0
KMB IS Equity,579.0,1.1628089271795492,1.9151521774296199,0.0033076894256124697,0.5777310924369747,-0.15405405405405392,10.630397236614852,0.2918825561312608,2.8210157404947642,-0.21900826446280997,0.7481128979323923,-0.15405405405405392,0.7481128979323926,17.0
LT IS Equity,555.0,1.4565191528603167,4.117619723970124,0.007419134637784008,0.5649229853411715,-0.10673494677436213,10.913513513513514,0.3081081081081081,3.2707798520372022,-0.1349064889439967,0.6393332837264678,-0.10673494677436213,0.639333283726468,13.0
MM IS Equity,545.0,1.3071995120381397,3.0305287835788484,0.00556060327262174,0.5873925501432664,-0.10948905109489049,11.240366972477064,0.3211009174311927,2.7637932540234953,-0.19026061421754548,0.7177650429799425,-0.1094890510948906,0.7227011494252875,13.0
MSIL IS Equity,430.0,1.4630974571590556,3.096701811160818,0.007201632118978647,0.3204749920448957,-0.08879320949686309,11.962790697674418,0.34186046511627904,2.816711431129338,-0.14285714285714302,0.4230630630630632,-0.08879320949686309,0.4230630630630632,14.0
NEST IS Equity,427.0,0.8039250452778741,-1.100053502924525,-0.0025762377117670376,0.18126081107053627,-0.09737827715355807,10.021077283372366,0.25995316159250587,2.288651480250525,-0.12626591099135942,0.2773037542662118,-0.09737827715355785,0.3118427641462196,13.0
NTPC IS Equity,479.0,1.0028102496704132,0.018006736121755518,3.759235098487582e-05,0.28750122153816093,-0.117412574741801,10.004175365344468,0.2985386221294363,2.3562534537710413,-0.1446466730528333,0.34779634515782254,-0.117412574741801,0.34779634515782254,10.0
ONGC IS Equity,614.0,1.0795687255293427,0.8319340281087788,0.0013549414138579459,0.6945432977461448,-0.12538461538461543,10.096091205211726,0.2947882736156352,2.5826146859348365,-0.14956149159804544,0.7117437722419928,-0.12538461538461554,0.7117437722419928,15.0
SBILIFE IS Equity,92.0,0.8247721951307495,-0.26297980596268034,-0.0028584761517682646,0.300676412830024,-0.11381226433816227,9.869565217391305,0.2391304347826087,2.6242751663251123,-0.11381226433816227,0.41173903556622293,-0.11381226433816227,0.41173903556622293,13.0
SBIN IS Equity,549.0,1.4711981113022006,4.3286059948262885,0.0078845282237273,0.3843234323432343,-0.11926171320397538,11.2040072859745,0.3242258652094718,3.066373591534362,-0.15469453747545925,0.44038529308117025,-0.11926171320397538,0.44038529308117025,17.0
SUNP IS Equity,606.0,1.0557615247875771,0.5333551572561576,0.0008801240218748475,0.24974966622162875,-0.17904534306018494,10.202970297029703,0.3118811881188119,2.3293786023090988,-0.17904534306018483,0.4527757750540735,-0.17904534306018483,0.48270787343635013,16.0
TATA IS Equity,538.0,1.5201410810471407,5.64006313808056,0.010483388732491748,0.6305418719211824,-0.12311523658591805,11.70817843866171,0.31970260223048325,3.23471881199566,-0.16655198638322533,0.754543143982717,-0.12311523658591805,0.754543143982717,18.0
TCS IS Equity,460.0,0.8631621906859136,-0.926341907350554,-0.0020137867551099,0.2833770319874148,-0.14761238976123903,10.63695652173913,0.29782608695652174,2.0350466247558403,-0.14761238976123903,0.40503408495018356,-0.14761238976123903,0.4125151563076601,13.0
TECHM IS Equity,408.0,1.2398036076171368,1.6759913600660292,0.00410782196094615,1.0742191872831075,-0.12153762597308537,10.036764705882353,0.2769607843137255,3.236655435814649,-0.17682332658721212,1.2096720026866672,-0.12153762597308537,1.2096720026866672,14.0
TTAN IS Equity,571.0,1.2950153447718558,3.475064608487827,0.006085927510486562,0.5450255603617775,-0.14551115723923203,10.514886164623467,0.29597197898423816,3.080450701765006,-0.1760408326661329,0.6197404640188751,-0.14551115723923203,0.6384248210023864,16.0
TTMT IS Equity,540.0,1.5259864310399354,5.403702964000303,0.0100068573407413,0.6046966731898238,-0.17582718074924808,11.457407407407407,0.32407407407407407,3.18277169902615,-0.17800000000000016,0.9273356401384083,-0.17582718074924797,0.9273356401384085,16.0
UPLL IS Equity,570.0,0.3977113623540428,-19.539783678213407,-0.03428032224247966,1.1851851851851851,-11.731034482758622,10.80877192982456,0.2736842105263158,1.0554647693241905,-10.261904761904763,2.148148148148148,-11.731034482758623,2.148148148148148,13.0
UTCEM IS Equity,443.0,1.1686592373791909,1.2189181741729715,0.0027515082938441796,0.3554790174929756,-0.1464188177253105,10.835214446952596,0.31376975169300225,2.5559166054911797,-0.1464188177253105,0.4802552164166234,-0.1464188177253105,0.4802552164166234,13.0
VEDL IS Equity,546.0,1.7020676528177803,8.635243339124898,0.01581546399107124,1.048780487804878,-0.17836331390929816,11.293040293040294,0.3058608058608059,3.862776289927777,-0.19081094652272157,1.2647058823529411,-0.17836331390929816,1.2647058823529411,16.0
WPRO IS Equity,602.0,1.217344781294136,2.4764337975602038,0.004113677404585056,1.4562473256311512,-0.19457313037723378,10.164451827242525,0.287375415282392,3.0187335906080026,-0.28361049577236286,2.4286478391099697,-0.19457313037723378,2.42864783910997,15.0
