Dates,ADSEZ IS Equity,APNT IS Equity,AXSB IS Equity,BAF IS Equity,BHARTI IS Equity,BJAUT IS Equity,BJFIN IS Equity,BPCL IS Equity,CIPLA IS Equity,COAL IS Equity,DIVI IS Equity,DRRD IS Equity,EIM IS Equity,GAIL IS Equity,GRASIM IS Equity,HCLT IS Equity,HDFC IS Equity,HDFCB IS Equity,HDFCLIFE IS Equity,HMCL IS Equity,HNDL IS Equity,HUVR IS Equity,ICICIBC IS Equity,IIB IS Equity,INFO IS Equity,IOCL IS Equity,ITC IS Equity,JSTL IS Equity,KMB IS Equity,LT IS Equity,MM IS Equity,MSIL IS Equity,NEST IS Equity,NTPC IS Equity,ONGC IS Equity,SBILIFE IS Equity,SBIN IS Equity,SUNP IS Equity,TATA IS Equity,TCS IS Equity,TECHM IS Equity,TTAN IS Equity,TTMT IS Equity,UPLL IS Equity,UTCEM IS Equity,VEDL IS Equity,WPRO IS Equity
2000-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-05,0.0,-0.006472399999999977,-0.020715529999999892,0.0,0.0,0.0,0.0,0.0,-0.021369469999999967,0.0,0.0,-0.04046611000000005,0.08768255999999998,0.0,0.0,0.0,-0.038146080000000034,-0.041491080000000076,0.0,0.0,0.08466189999999992,0.0,0.0,-0.07270637999999997,-0.08628709999999992,0.0,0.02010350000000003,0.0,-0.08392296,-0.0848032199999999,0.05559434999999998,0.0,-0.02465120000000005,0.0,0.0,0.0,-0.044883,0.0,0.0,0.0,0.0,0.0,0.0,-0.04424774999999984,0.0,0.0,0.017569599999999935
2000-01-06,0.0,-0.014886520000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06212065999999999,0.09185792000000008,0.0,0.08185344000000004,0.0,0.01226123999999998,0.0,0.0,0.0,0.08938075999999996,0.0,0.0,0.0,-0.07939070000000001,0.0,0.08365649999999994,0.0,-0.011122319999999943,0.01165679999999989,0.021355289999999888,0.0,0.0,0.0,-0.018417520000000055,0.0,0.052961939999999985,0.0,0.07897031999999994,0.0,0.0,0.0,0.0,-0.03539820000000003,0.0,0.0,-0.021303139999999974
2000-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08799984000000001,0.09812095999999995,0.0,0.08839423999999994,0.0,-0.03371840999999995,0.0,0.0,0.0,0.05468325999999996,0.0,0.0,0.0,0.0,0.0,0.09014150000000004,0.0,-0.07785623999999997,0.0,-0.06212447999999993,0.0,0.0,0.0,-0.017580359999999923,0.0,0.052064280000000004,0.0,0.02506608000000003,0.0,0.0,0.0,0.08601300000000005,-0.026548650000000024,0.0,-0.02527069999999994,-0.08609103999999988
2000-01-10,0.0,0.07896327999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016712529999999903,0.016701440000000012,0.0,-0.025228800000000023,0.0,0.0,0.0,0.0,0.0,-0.08466189999999992,0.00795500999999993,0.0,0.0,0.0,0.0,0.09792349999999987,0.0,0.0,0.0,0.0017649000000000252,0.0,0.0,0.0,-0.03055634000000002,0.0,-0.016157879999999975,0.0,0.06960095999999999,0.0,0.0,0.0,0.09129450000000006,0.0,0.0,0.02166060000000002,0.0014275299999999501
2000-01-11,0.0,0.0006472399999998712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038074810000000105,-0.08141951999999993,0.0,-0.06428671999999996,0.0,0.0,0.0,0.0,0.0,-0.034836290000000075,0.023691150000000074,0.0,0.0,0.0,0.0,-0.044746499999999856,0.0,0.0,0.0,0.07853804999999993,0.0,-0.03623839999999997,0.0,-0.06990286000000007,0.0,-0.09111249000000005,0.0,-0.09831743999999998,0.0,0.0,0.0,-0.09984550000000014,0.0,0.0,-0.03971110000000012,-0.07928281999999999
2000-01-12,0.0,0.0064724000000000925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05010431999999986,0.0,-0.037002239999999936,0.0,0.0,0.0,0.0,0.0,-0.02581493999999999,0.07042139999999995,0.0,0.0,0.0,0.0,0.0064849999999998615,0.0,0.0,0.0,-0.09389267999999988,0.0,0.0,0.0,0.0,0.0,-0.013464900000000033,0.0,-0.01618343999999998,0.0,0.0,0.0,0.010060000000000143,0.0,0.0,0.0,0.0
2000-01-13,0.0,0.0032362000000000462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056367359999999915,0.0,-0.014202880000000096,0.08665192000000001,0.0,0.0,0.0,0.0,0.005274020000000134,0.06037982999999995,0.0,0.0,0.0,0.0,-0.012321499999999853,0.0,0.0,0.0,0.019413900000000022,0.0,0.0,0.0,0.0,0.0,-0.0013464900000000508,0.0,-0.041249520000000005,0.0,0.0,0.0,-0.023138000000000044,0.0,0.0,0.0,0.0
2000-01-14,0.0,-0.023300639999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022964480000000065,0.0,-0.040366079999999936,0.09357167999999988,0.0,0.0,0.0,0.0,-0.03733450999999997,-0.036775619999999905,-0.004414980000000037,0.0,0.0,0.0,0.01102449999999988,0.0,0.0,0.0,0.04412249999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034070400000000135,0.0,0.0,0.0,0.017353499999999942,0.0,0.0,0.0,0.0
