Dates,Open,High,Low,Close,Volume
2000-01-03,1.13,1.13,0.9,1.04,96250
2000-01-04,1.06,1.2,0.96,1.13,155000
2000-01-05,1.28,1.36,1.08,1.08,31250
2000-01-06,1.04,1.04,1.04,1.04,13750
2000-01-07,0.99,1.01,0.99,1.01,13750
2000-01-10,1.03,1.04,1.03,1.04,13750
2000-01-11,1,1.04,0.95,0.96,56250
2000-01-12,0.91,0.96,0.88,0.96,28750
2000-01-13,0.96,0.96,0.96,0.96,8750
2000-01-14,0.96,0.96,0.87,0.88,20000
2000-01-17,0.92,0.92,0.8,0.9,37500
2000-01-18,0.9,0.96,0.88,0.88,36250
2000-01-19,0.88,0.9,0.84,0.9,33750
2000-01-20,0.86,0.86,0.8,0.82,81250
2000-01-21,0.85,0.85,0.8,0.81,47500
2000-01-24,0.84,0.84,0.8,0.8,72500
2000-01-25,0.84,0.84,0.78,0.78,77500
2000-01-27,0.81,0.82,0.81,0.82,6250
2000-01-28,0.73,0.78,0.72,0.72,21250
2000-01-31,0.68,0.68,0.56,0.61,40000
2000-02-01,0.64,0.69,0.64,0.67,13750
2000-02-02,0.78,0.78,0.72,0.72,11250
2000-02-03,0.7,0.72,0.7,0.72,16250
2000-02-04,0.65,0.72,0.65,0.72,13750
2000-02-07,0.61,0.72,0.56,0.72,16250
2000-02-08,0.68,0.76,0.68,0.72,17500
2000-02-09,0.64,0.64,0.64,0.64,23750
2000-02-10,0.66,0.72,0.66,0.72,15000
2000-02-11,0.71,0.71,0.61,0.61,27500
2000-02-14,0.59,0.6,0.59,0.6,6250
2000-02-15,0.41,0.6,0.41,0.6,26250
2000-02-16,0.62,0.66,0.62,0.66,11250
2000-02-17,0.84,0.84,0.64,0.66,12500
2000-02-18,0.41,0.62,0.41,0.6,20000
2000-02-21,0.61,0.64,0.48,0.64,45000
2000-02-22,0.57,0.63,0.57,0.63,18750
2000-02-23,0.6,0.79,0.6,0.72,20000
2000-02-24,0.73,0.73,0.7,0.72,7500
2000-02-28,0.57,0.57,0.57,0.57,6250
2000-02-29,0.64,0.64,0.58,0.58,45000
2000-03-01,0.5,0.5,0.5,0.5,5000
2000-03-02,0.56,0.57,0.56,0.57,28750
2000-03-03,0.52,0.63,0.52,0.63,15000
2000-03-06,0.58,0.64,0.5,0.56,33750
2000-03-07,0.51,0.56,0.49,0.56,65000
2000-03-08,0.52,0.52,0.49,0.49,13750
2000-03-09,0.54,0.54,0.48,0.48,16250
