Dates,Open,High,Low,Close,Volume
2000-01-03,440,454,440,448.6,29078
2000-01-04,451.95,470,446,448.8,49900
2000-01-05,448.95,448.95,415,437.95,35383
2000-01-06,447.5,469,438,444.4,83400
2000-01-07,452.5,464,444.1,451.75,120834
2000-01-10,464.9,464.9,448,454.05,114994
2000-01-11,451.1,457.5,431,438.1,146672
2000-01-12,446,446,422,427.3,74592
2000-01-13,434.45,461.5,431.5,436.15,186933
2000-01-14,436.1,452.9,435,445.65,144088
2000-01-17,455,465,445,452.35,223183
2000-01-18,445.05,470,445,460.7,153616
2000-01-19,474.75,474.75,454,455.05,105054
2000-01-20,447.05,460,436,438.75,72580
2000-01-21,430.05,450,430.05,433.6,72053
2000-01-24,433,434.5,422,424.4,47303
2000-01-25,429.95,429.95,411.25,415.2,76023
2000-01-27,426,437,421,423.75,59229
2000-01-28,426.8,426.8,411,418.95,48042
2000-01-31,429,429,397.5,400.5,34385
2000-02-01,390.55,409.8,390.55,396.15,77896
2000-02-02,400,420,398.15,400.05,67377
2000-02-03,404.85,404.85,392.05,396.2,53701
2000-02-04,401,401,379.5,380.8,81551
2000-02-07,390,393,376,379.1,84648
2000-02-08,380,385,370,371.85,89669
2000-02-09,382,401.6,380,400.8,221390
2000-02-10,408.9,424.6,405,408.2,237256
2000-02-11,412.5,440.9,395,432.4,362847
2000-02-14,440,440.9,397.85,400.55,159567
2000-02-15,371.7,409,371.7,383.9,142472
2000-02-16,398,409,373.1,380.55,255925
2000-02-17,390,395,385,389.35,119249
2000-02-18,390,392,374.2,378.5,95132
2000-02-21,372.05,390.9,366.25,368.85,146608
2000-02-22,372,379,350.85,355.2,220866
2000-02-23,365,383,360,363.75,181890
2000-02-24,370,377.9,363.2,368.65,89167
2000-02-25,374.9,374.9,352,354.85,121939
2000-02-28,354.95,366,351.1,363.05,98417
2000-02-29,357.05,378,346,349.25,148548
2000-03-01,325.25,355,325.25,342.15,113569
2000-03-02,354,355,327.6,328.3,68910
2000-03-03,326.5,326.5,302.05,311.1,90782
2000-03-06,309,315,295.1,299,96739
2000-03-07,296,298.95,290,291.15,107401
2000-03-08,303,313.75,290.05,299.85,84806
2000-03-09,293.1,323.75,293.1,322.5,76661
2000-03-10,305.1,348.3,305.1,348.3,92607
2000-03-13,341.05,360,330,343.2,112934
2000-03-14,350,370,338,366.8,138298
2000-03-15,350,396.15,350,388,125449
2000-03-16,386,401,367,372.3,78969
2000-03-21,376,382,360,365.85,72680
2000-03-22,341.25,384.9,341.25,374.45,45276
2000-03-23,372.1,379,371.85,376.45,40701
2000-03-24,375,379,371.5,377,37439
2000-03-27,377.4,383,371.15,376.6,25995
2000-03-28,370,378.45,362.2,373.8,43511
2000-03-29,396.5,396.5,376.2,379.6,60844
2000-03-30,374,379.4,356.25,375.3,46100
2000-03-31,369.95,376.5,369.95,372.7,31062
2000-04-03,380,383,370,376.1,46028
2000-04-04,378,378,355.1,365,74263
2000-04-05,336.05,369,336.05,365.7,16390
2000-04-06,368,372,357,367.3,27905
2000-04-07,370,377,367,374.9,31476
2000-04-10,369,375.9,363.25,365.95,35787
2000-04-11,362.1,369.9,352.8,366.55,28372
2000-04-12,365,367,361.7,364.5,14124
2000-04-13,358.05,361.1,352,354.6,32863
2000-04-17,342,349,330,345.7,46903
2000-04-18,355,355,341,341.65,56317
2000-04-19,349.8,349.8,335,337,21911
2000-04-20,334,334.9,322,330,33444
2000-04-24,330.05,336.5,325.35,332.25,17856
2000-04-25,316.05,339,316.05,329.6,44600
2000-04-26,339,344.2,332.1,335.2,31210
2000-04-27,327,338.5,325.05,329.75,15994
2000-04-28,328.05,331.8,322.1,324.85,10809
2000-05-02,320,325,301,305.05,35349
2000-05-03,305,320,296.25,308.95,31274
2000-05-04,314.1,332,314.1,322.75,23393
2000-05-05,331,331,316.15,319.9,19353
2000-05-08,321.5,327,320,321,21376
2000-05-09,318,323.8,315.2,320.3,19907
2000-05-10,324.7,329,318.5,323.75,23123
2000-05-11,323,328,319,324.9,26193
2000-05-12,321.5,339,321.5,332.85,42419
2000-05-15,322.15,339.7,316,336.7,39402
2000-05-16,330,336,330,331.7,32563
2000-05-17,336.05,338,330,330.15,37036
2000-05-18,329,330,325.65,328.45,10779
2000-05-19,323,327.95,298,302.7,46148
2000-05-22,306.9,313,305,310.6,13415
2000-05-23,309,318,306.95,315.4,38453
2000-05-24,311,321,310,320.55,12389
2000-05-25,322.25,331,320.15,324.9,28202
2000-05-26,325,363.9,321,363.9,51328
2000-05-29,375,401,374,397.15,111514
2000-05-30,400.5,419,382.5,393.15,72539
2000-05-31,365.05,399,365.05,388.5,90405
2000-06-01,381.1,385,377.25,383.25,33266
2000-06-02,382.1,388,377.05,383.95,30767
2000-06-05,389.5,391.85,381,384.55,39659
2000-06-06,382.5,385,376,382.5,34617
2000-06-07,376.5,379,370.4,370.4,18442
2000-06-08,368,374.8,360.6,369.9,37502
2000-06-09,371,371,365.2,367.55,9735
2000-06-12,368,369,363.1,364.3,13205
2000-06-13,370,375,360,364.45,22212
2000-06-14,368,375,368,369.4,16039
2000-06-15,369,373,360,368.8,14580
2000-06-16,371,372,365.15,369.25,25378
2000-06-19,365,376,362,374.7,35342
2000-06-20,376,386,368.6,383.4,39220
2000-06-21,386,387,370,380.75,20540
2000-06-22,380,380,367,373.7,48533
2000-06-23,370,371.5,369.6,369.6,22806
2000-06-26,358,369.9,358,368.1,13006
2000-06-27,365,369.9,362.55,367.95,21021
2000-06-28,370,372,365.25,370.2,11922
2000-06-29,372,379.85,366.1,374.55,41451
2000-06-30,375,380,370,376.55,16530
2000-07-03,371,384,371,379.75,32410
2000-07-04,379,382,374.25,375.95,22234
2000-07-05,381.45,381.5,375.5,377.05,21333
2000-07-06,378.8,378.8,372.05,375.4,37448
2000-07-07,373,377,372.15,373.8,27177
2000-07-10,375.5,417,375.3,410.2,106122
2000-07-11,409.9,409.9,395.1,399.4,44537
2000-07-12,403.6,463.3,445.6,445.6,312929
2000-07-13,449,466.75,442.1,447.55,232841
2000-07-14,459,469.9,451,463.8,190062
2000-07-17,460,467,453.25,455.05,81192
2000-07-18,447,477,447,463.2,147630
2000-07-19,463.9,463.9,445.15,446.65,46124
2000-07-20,441,446,430.15,431.7,52671
2000-07-21,431,458,425,449.3,176652
2000-07-24,436,475,433,467.25,282865
2000-07-25,461,503,456.3,494.55,229577
2000-07-26,492,501.9,482,496.9,238908
2000-07-27,494,499,483.1,493.05,108834
