Dates,PNL,DD
2000-06-30,0.0,0.0
2000-07-31,0.09218879999999996,0.0
2000-08-31,-0.032626549999999935,-0.032626549999999935
2000-09-30,0.07769614999999998,0.0
2000-10-31,0.07839260000000003,0.0
2000-11-30,-0.07406050000000014,-0.07406050000000014
2000-12-31,0.00212885,-0.07193165000000015
2001-01-31,-0.08458034999999994,-0.1565120000000001
2001-02-28,0.0128583000000001,-0.1436537
2001-03-31,0.15848099999999987,0.0
2001-04-30,0.026923250000000135,0.0
2001-05-31,-0.04565710000000015,-0.045657100000000145
2001-06-30,0.045318400000000064,-0.0003387000000000806
2001-07-31,0.04099680000000004,0.0
2001-08-31,0.008511999999999959,0.0
2001-09-30,0.13896599999999992,0.0
2001-10-31,-0.057337999999999986,-0.057338
2001-11-30,-0.11022155000000002,-0.16755955
2001-12-31,0.003267250000000159,-0.16429229999999984
2002-01-31,-0.011016100000000167,-0.17530840000000003
2002-02-28,-0.06409404999999985,-0.23940244999999988
2002-03-31,-0.010933499999999999,-0.25033594999999986
2002-04-30,-0.029189999999999994,-0.27952594999999986
2002-05-31,-0.053781199999999994,-0.3333071499999999
2002-06-30,0.02397770000000005,-0.3093294499999998
2002-07-31,-0.09094785000000002,-0.40027729999999984
2002-08-31,0.037470050000000005,-0.3628072499999998
2002-09-30,-0.04515744999999998,-0.4079646999999998
2002-10-31,-0.006538400000000015,-0.41450309999999985
2002-11-30,0.09953710000000002,-0.3149659999999998
2002-12-31,0.044247800000000004,-0.2707181999999998
2003-01-31,-0.042100599999999995,-0.3128187999999998
2003-02-28,0.023513899999999997,-0.28930489999999975
2003-03-31,-0.08581099999999998,-0.3751158999999998
2003-04-30,-0.05077790000000003,-0.42589379999999977
2003-05-31,0.07402430000000004,-0.3518694999999997
2003-06-30,0.12320104999999992,-0.22866844999999983
2003-07-31,0.05523905000000001,-0.17342939999999984
2003-08-31,0.14387985000000003,-0.029549549999999813
2003-09-30,0.04330275000000003,0.0
2003-10-31,0.09681960000000002,0.0
2003-11-30,0.03826209999999999,0.0
2003-12-31,0.16477554999999994,0.0
2004-01-31,-0.039487550000000024,-0.03948755000000004
2004-02-29,-0.005420549999999975,-0.044908100000000006
2004-03-31,-0.0214907,-0.06639879999999998
2004-04-30,0.010228399999999986,-0.056170399999999954
2004-05-31,-0.1809784999999999,-0.23714889999999988
2004-06-30,0.014291900000000008,-0.22285699999999986
2004-07-31,0.09266539999999997,-0.13019159999999985
2004-08-31,0.002484099999999969,-0.12770749999999986
2004-09-30,0.0721353,-0.05557219999999985
