Trades,Total Trades,Profit Factor,Total Profit,Average Profit,Max Profit,Min Profit,Average Duration,Hit Ratio,Profitability,Max DD in Trade,Max Profit in Trade,Max Loss in Trade,Max Recovery in Trade,Max DD Duration in Trade
ALL Trades,17,5.259336792038491,3.2953401295388467,0.19384353703169688,3.1436889803423673,-0.1459936144022158,438.8235294117647,0.4117647058823529,7.5133382743407005,-0.3401525563705846,4.506107438378354,-0.1876888052186857,5.778322733642341,347
Profitable Trades,7,-inf,4.069014598225723,0.5812877997465319,3.1436889803423673,0.02033894723495977,778.0,1.0,,-0.3287574974276608,4.506107438378354,-0.1876888052186857,5.778322733642341,347
Losing Trades,10,0.0,-0.773674468686877,-0.0773674468686877,-0.020573644993365336,-0.1459936144022158,201.4,0.0,,-0.3401525563705846,0.3679039210291555,-0.14882097245730108,0.3951395177782595,219
Long Trades,8,25.192103592555846,3.666411931311119,0.45830149141388987,3.1436889803423673,-0.06581630512314851,566.75,0.625,15.115262155533507,-0.3287574974276608,4.506107438378354,-0.1876888052186857,5.778322733642341,347
Short Trades,9,0.403536989388484,-0.37107180177227195,-0.04123020019691911,0.2307096426526557,-0.1459936144022158,325.1111111111111,0.2222222222222222,1.412379462859694,-0.3401525563705846,0.4680176658284556,-0.14882097245730108,0.6469737559564732,219
