Dates,PNL,DD
2000-12-31,0.14371935000000005,0.0
2001-12-31,0.13752600000000006,0.0
2002-12-31,-0.10642590000000003,-0.10642590000000002
2003-12-31,0.5843286500000001,0.0
2004-12-31,0.12841399999999983,0.0
2005-12-31,0.33240235,0.0
2006-12-31,0.3634677,0.0
2007-12-31,0.4655997500000001,0.0
2008-12-31,0.1208124,0.0
2009-12-31,-0.36387754999999977,-0.36387754999999977
2010-12-31,0.1820202999999999,-0.18185724999999975
2011-12-31,-0.0162575499999999,-0.1981147999999997
2012-12-31,-0.15549770000000032,-0.3536125000000001
2013-12-31,-0.09623269999999999,-0.44984520000000017
2014-12-31,0.2797181000000002,-0.17012709999999998
2015-12-31,0.058908449999999744,-0.11121865000000009
2016-12-31,-0.17340304999999978,-0.28462169999999976
2017-12-31,0.0878245999999998,-0.19679709999999995
2018-12-31,-0.05454000000000007,-0.2513371
2019-12-31,-0.25222605000000003,-0.50356315
2020-12-31,-0.17114215,-0.6747052999999998
