Trade Number,Entry Date,Entry Price,Exit Date,Exit Price,Trade Position,Trade Pnl,Trade Duration,Max DD,Max DD Duration,Max Profit,Max Loss,Max Recovery,Profitable,Trade Side
112,2006-10-13,3678.4,2006-10-31,3752.35,1.0,0.0201038494997825,18,-0.0163197380252581,7,0.02628860374075681,-0.0037108525445846974,0.030111194488027904,True,Long
113,2006-11-03,3814.5,2006-11-10,3842.0,1.0,0.007209332809018143,7,-0.008143173219171795,3,0.007209332809018143,-0.006934067374491981,0.014242156254537175,True,Long
114,2006-11-24,3953.7,2006-11-27,3977.35,1.0,0.0059817386245795134,3,0.0,0,0.0059817386245795134,0.0,0.0059817386245795134,True,Long
115,2006-12-11,3839.85,2006-12-26,3938.95,-1.0,-0.025808299803377732,15,-0.05846893444582868,9,0.0346888550333998,-0.025808299803377732,0.0355633755881688,False,Short
116,2007-01-10,3839.65,2007-01-12,4058.7,-1.0,-0.05704947065487742,2,-0.05704947065487742,2,-0.0,-0.05704947065487742,0.0,False,Short
117,2007-01-22,4108.35,2007-01-29,4108.8,1.0,0.0001095330242066872,7,-0.009378691805096762,2,0.009578054450083195,-0.008567916560176303,0.018302787768680107,True,Long
118,2007-02-02,4174.2,2007-02-12,4053.6,1.0,-0.02889176369124624,10,-0.03922637529330908,3,0.0107565521537063,-0.02889176369124613,0.0107565521537063,False,Long
119,2007-02-12,4053.6,2007-03-14,3599.55,-1.0,0.11201154529307278,30,-0.046090228038039305,7,0.12454361555160842,-0.030306394316163443,0.1596896266615786,True,Short
120,2007-04-04,3706.4,2007-04-09,3825.55,1.0,0.03214709691344697,5,0.0,0,0.03214709691344697,0.0,0.03214709691344697,True,Long
121,2007-04-16,4005.15,2007-05-04,4117.65,1.0,0.02808883562413378,18,-0.024905154565147303,4,0.04311948366478169,-0.008164488221415023,0.05170612594242874,True,Long
122,2007-05-08,4066.3,2007-05-22,4277.45,-1.0,-0.05192681307330971,14,-0.05517976619366216,8,0.003442933379239066,-0.05192681307330993,0.010162777743392803,False,Short
123,2007-05-22,4277.45,2007-05-28,4260.9,1.0,-0.0038691276344551273,6,-0.01717144560427364,4,0.0,-0.01717144560427364,0.013534728829685871,False,Long
124,2007-06-04,4246.75,2007-06-20,4240.0,-1.0,0.0015894507564607752,16,-0.03437081432041589,5,0.03724024253841174,-0.009277682934008213,0.04695354558094755,True,Short
125,2007-06-28,4282.0,2007-07-27,4402.2,1.0,0.028070994862213983,29,-0.04710160613013559,2,0.07888836992059778,0.0,0.07888836992059778,True,Long
126,2007-08-01,4288.4,2007-08-27,4297.95,-1.0,-0.0022269377856543038,26,-0.05520165163341684,9,0.05606986288592475,-0.03491978360227588,0.0942819518442004,False,Short
127,2007-09-04,4442.5,2007-10-08,5078.2,1.0,0.14309510410804727,34,-0.02600790210594972,4,0.1736184580754081,-0.0023860438942037154,0.1764254608632867,True,Long
128,2007-10-10,5448.75,2007-10-17,5561.2,1.0,0.02063776095434733,7,-0.022464404992090015,2,0.04409268180775405,-0.0014406974076623946,0.045599073682662805,True,Long
129,2007-11-09,5628.4,2007-12-04,5877.35,-1.0,-0.044231042569824686,25,-0.05963535293500677,8,0.016381209579987233,-0.05880889773292575,0.0798882470645974,False,Short
130,2007-12-11,6107.3,2007-12-17,5779.8,1.0,-0.05362435118628528,6,-0.06612484953264242,3,0.013385620486958238,-0.05362435118628539,0.01338562048695846,False,Long
131,2007-12-17,5779.8,2007-12-26,6083.2,-1.0,-0.05249316585348973,9,-0.05273081081081066,3,0.00025087373265508806,-0.05249316585348973,0.00025087373265497703,False,Short
132,2007-12-26,6083.2,2007-12-27,6081.5,1.0,-0.00027945817990526756,1,-0.0002794581799053786,1,2.220446049250313e-16,-0.00027945817990515653,0.0,False,Long
133,2008-01-02,6220.1,2008-01-10,6160.6,1.0,-0.009565762608318207,8,-0.020299765435534467,3,0.010956415491712335,-0.009565762608318096,0.01781263151079604,False,Long
134,2008-01-15,6071.4,2008-02-04,5454.9,-1.0,0.10154165431366735,20,-0.07730195082917135,9,0.19382679447903273,-0.0,0.19382679447903284,True,Short
135,2008-02-25,5209.6,2008-03-03,4894.2,1.0,-0.0605420761670763,7,-0.0739626497133451,2,0.014492475429975338,-0.0605420761670763,0.014492475429975338,False,Long
136,2008-03-19,4572.7,2008-03-25,4884.9,-1.0,-0.06827476108207398,6,-0.06827476108207398,2,-0.0,-0.06827476108207398,0.0,False,Short
137,2008-04-02,4757.65,2008-04-08,4694.85,1.0,-0.013199794015953059,6,-0.027618420640145636,3,0.005717108236209301,-0.022059209904049193,0.024007565499602368,False,Long
138,2008-04-10,4722.3,2008-04-15,4897.15,-1.0,-0.037026448976134496,5,-0.037026448976134496,2,-0.0,-0.037026448976134496,0.0,False,Short
139,2008-04-15,4897.15,2008-05-08,5093.1,1.0,0.040013068825745846,23,-0.029238539979033473,4,0.07133741053469889,-0.0022768344853637545,0.07378223495702008,True,Long
140,2008-05-20,5099.55,2008-06-17,4634.7,-1.0,0.09115510192075782,28,-0.033647959848215225,5,0.12914865037111123,-0.005392632683276055,0.13527074851391463,True,Short
141,2008-06-27,4078.55,2008-07-08,3926.5,-1.0,0.037280406026651725,11,-0.05357782890705398,5,0.060315553321646176,-0.0,0.060315553321646176,True,Short
142,2008-07-14,4027.3,2008-07-16,3803.35,1.0,-0.055607975566756895,2,-0.055607975566756895,2,0.0,-0.055607975566756895,0.0,False,Long
143,2008-07-17,3925.65,2008-08-06,4526.0,1.0,0.15293008801090258,20,-0.06497873382768826,8,0.15342682103600658,0.0,0.15342682103600658,True,Long
144,2008-08-11,4633.6,2008-08-18,4409.25,1.0,-0.048418076657458675,7,-0.048418076657458675,4,0.0,-0.048418076657458675,0.0,False,Long
145,2008-08-26,4350.25,2008-09-02,4516.8,-1.0,-0.03828515602551574,7,-0.06749136297782243,3,0.03132003907821401,-0.03828515602551574,0.03132003907821401,False,Short
146,2008-09-15,4068.9,2008-10-01,3966.85,-1.0,0.02508048858413825,16,-0.06375891764876873,6,0.05148811718154778,-0.050148688834820154,0.10700285910190543,True,Short
147,2008-10-03,3838.65,2008-11-03,3045.25,-1.0,0.206687246818543,31,-0.10228109616651804,4,0.34417047659984634,-0.0,0.34417047659984634,True,Short
148,2008-11-19,2627.35,2008-11-21,2704.6,-1.0,-0.029402249414809623,2,-0.057020301002107754,1,0.029288065921936446,-0.029402249414809623,0.02928806592193678,False,Short
149,2008-12-04,2796.05,2008-12-24,2916.85,1.0,0.043203805368287274,20,-0.053708149493901014,3,0.10241233168219455,-0.03038214624202007,0.13695547932573504,True,Long
150,2008-12-26,2867.55,2009-01-01,3043.7,-1.0,-0.06142874579344726,6,-0.06142874579344704,4,0.0,-0.06142874579344726,0.007823302525289177,False,Short
151,2009-01-15,2711.75,2009-01-27,2767.2,-1.0,-0.020448050152115815,12,-0.044841891767308795,3,0.020816815709412517,-0.04484189176730902,0.0687411925950232,False,Short
152,2009-02-02,2735.35,2009-02-04,2781.35,-1.0,-0.016816860730802352,2,-0.01681686073080213,2,1.1102230246251565e-16,-0.01681686073080213,0.0,False,Short
153,2009-02-13,2946.15,2009-02-20,2723.15,1.0,-0.07569200481984961,7,-0.07569200481984961,5,0.0,-0.07569200481984961,0.011820889018012926,False,Long
154,2009-02-25,2756.9,2009-03-17,2751.75,-1.0,0.0018680401900685872,20,-0.07614487084373112,4,0.0756284232289891,-0.010428379701838963,0.08696369334530729,True,Short
155,2009-03-17,2751.75,2009-04-22,3323.4,1.0,0.20774052875442894,36,-0.04852701193850395,5,0.2693376941946035,-1.1102230246251565e-16,0.26933769419460374,True,Long
156,2009-05-28,4337.1,2009-06-01,4538.0,1.0,0.04632127458439972,4,0.0,0,0.04632127458439972,0.0,0.04632127458439972,True,Long
157,2009-06-09,4551.15,2009-06-10,4660.55,1.0,0.024037880535688894,1,0.0,0,0.024037880535688894,0.0,0.024037880535688894,True,Long
158,2009-06-19,4323.8,2009-07-20,4510.15,-1.0,-0.043098663212914445,31,-0.1163354441869654,9,0.08287848651649021,-0.043098663212914445,0.10873915154098435,False,Short
159,2009-07-23,4535.05,2009-08-07,4480.85,1.0,-0.01195135665538416,15,-0.049479221908741766,4,0.0394813728624821,-0.01195135665538416,0.044780088873128454,False,Long
160,2009-08-26,4680.85,2009-09-10,4818.45,1.0,0.029396370317356757,15,-0.031734138207606954,5,0.029396370317356757,-0.01995364089855478,0.05035477225909801,True,Long
161,2009-09-15,4899.95,2009-09-23,4963.0,1.0,0.012867478239573904,8,-0.013467176862296815,1,0.0266941499403055,0.0,0.0266941499403055,True,Long
162,2009-09-30,5073.55,2009-10-05,5008.5,1.0,-0.012821397246503996,5,-0.012821397246503996,2,0.0,-0.012821397246503996,0.0,False,Long
163,2009-10-07,4975.9,2009-11-11,5009.75,-1.0,-0.006802789445125468,35,-0.08352418659421967,10,0.08371349906549541,-0.03363210675455708,0.12142953697060443,False,Short
164,2009-11-17,5063.4,2009-11-27,4946.3,1.0,-0.02312675277481524,10,-0.03171309437581982,4,0.008867559347474074,-0.02312675277481535,0.02440540648939149,False,Long
