Trades,Total Trades,Profit Factor,Total Profit,Average Profit,Max Profit,Min Profit,Average Duration,Hit Ratio,Profitability,Max DD in Trade,Max Profit in Trade,Max Loss in Trade,Max Recovery in Trade,Max DD Duration in Trade
ALL Trades,539,1.4230581403118252,2.2789604006304955,0.004228126902839509,0.28108548360442875,-0.0605420761670763,11.287569573283859,0.3228200371057514,2.985150696631128,-0.11506198662221934,0.40567529922802714,-0.0605420761670763,0.40567529922802725,11
Profitable Trades,174,-inf,7.6658332284426045,0.04405651280714141,0.28108548360442875,0.00028261560744691216,24.028735632183906,1.0,,-0.11506198662221934,0.40567529922802714,-0.05027642801906729,0.40567529922802725,11
Losing Trades,365,0.0,-5.38687282781211,-0.014758555692635917,-7.291109706897281e-05,-0.0605420761670763,5.213698630136986,0.0,,-0.0866567570131882,0.06943482082837793,-0.0605420761670763,0.08499811138624236,7
Long Trades,268,1.8436827388671562,2.079812262602268,0.007760493517172642,0.23605963073562397,-0.0605420761670763,13.048507462686567,0.3656716417910448,3.1982251592593522,-0.0866567570131882,0.32205477382847447,-0.0605420761670763,0.32205477382847447,9
Short Trades,271,1.0681614159205621,0.1991481380282275,0.0007348639779639391,0.28108548360442875,-0.05702924156789502,9.546125461254613,0.28044280442804426,2.7406773171646,-0.11506198662221934,0.40567529922802714,-0.05702924156789502,0.40567529922802725,11
