Dates,PNL,DD
2000-06-30,-0.01785699999999988,0.0
2000-07-31,0.0905735999999999,0.0
2000-08-31,0.005505949999999996,0.0
2000-09-30,0.08074764999999996,0.0
2000-10-31,0.06231999999999981,0.0
2000-11-30,-0.004363699999999702,-0.004363699999999693
2000-12-31,0.04635824999999984,0.0
2001-01-31,0.006863850000000147,0.0
2001-02-28,0.0323686999999999,0.0
2001-03-31,0.03649860000000016,0.0
2001-04-30,-0.003349500000000123,-0.0033495000000001163
2001-05-31,0.02185010000000024,0.0
2001-06-30,-0.023718000000000197,-0.023718000000000183
2001-07-31,-0.08884395000000013,-0.1125619500000003
2001-08-31,-0.014788799999999958,-0.12735075000000026
2001-09-30,0.13320760000000004,0.0
2001-10-31,0.05049000000000012,0.0
2001-11-30,0.11022155000000002,0.0
2001-12-31,0.04974244999999988,0.0
2002-01-31,-0.009371099999999955,-0.009371099999999966
2002-02-28,-0.016450249999999958,-0.025821349999999965
2002-03-31,0.020514749999999842,-0.005306600000000161
2002-04-30,0.006002999999999757,0.0
2002-05-31,0.019489999999999882,0.0
2002-06-30,-0.06113989999999998,-0.061139900000000025
2002-07-31,0.05824809999999981,-0.002891800000000222
2002-08-31,0.012526549999999977,0.0
2002-09-30,0.0031339000000001165,0.0
2002-10-31,-0.02144079999999993,-0.021440799999999927
2002-11-30,0.07420799999999987,0.0
2002-12-31,0.023708799999999964,0.0
2003-01-31,0.029519350000000007,0.0
2003-02-28,-0.03565880000000017,-0.03565880000000021
2003-03-31,0.018609700000000166,-0.01704910000000004
2003-04-30,0.0031396499999999028,-0.013909450000000101
2003-05-31,0.03380299999999987,0.0
2003-06-30,0.12320104999999992,0.0
2003-07-31,-0.02573655000000004,-0.02573655000000008
2003-08-31,0.07867379999999992,0.0
2003-09-30,-0.008048250000000031,-0.008048249999999979
2003-10-31,0.020339250000000093,0.0
2003-11-30,-0.03515884999999995,-0.035158849999999964
2003-12-31,0.13867644999999995,0.0
2004-01-31,0.053849900000000075,0.0
2004-02-29,-0.028273099999999954,-0.02827310000000005
2004-03-31,-0.0440707000000001,-0.07234380000000007
2004-04-30,0.04806960000000004,-0.024274200000000024
2004-05-31,0.1227384999999999,0.0
2004-06-30,-0.07873289999999974,-0.07873289999999966
2004-07-31,0.02852850000000001,-0.050204399999999705
2004-08-31,-0.019465600000000076,-0.06966999999999968
2004-09-30,0.04589649999999999,-0.02377349999999967
2004-10-31,0.0032604000000000296,-0.020513099999999618
2004-11-30,0.04312560000000002,0.0
2004-12-31,-0.0018140500000000939,-0.0018140500000001225
2005-01-31,-0.002969799999999915,-0.004783850000000145
2005-02-28,-0.02583905000000004,-0.03062290000000023
2005-03-31,0.034991249999999904,0.0
2005-04-30,0.0714617,0.0
2005-05-31,0.03308604999999992,0.0
2005-06-30,0.07541309999999996,0.0
2005-07-31,-0.01968119999999967,-0.019681199999999732
2005-08-31,-0.034800300000000034,-0.05448149999999985
2005-09-30,0.004576899999999986,-0.049904599999999855
2005-10-31,0.0474304499999998,-0.002474150000000064
2005-11-30,0.03748865000000002,0.0
2005-12-31,-0.023374000000000346,-0.02337400000000045
2006-01-31,-0.0015305999999999029,-0.024904600000000388
2006-02-28,-0.0066932999999999715,-0.0315979000000004
2006-03-31,0.07135745000000006,0.0
2006-04-30,-0.10837990000000003,-0.10837990000000008
2006-05-31,0.03239300000000001,-0.07598689999999997
2006-06-30,0.0935386,0.0
2006-07-31,-0.04401869999999997,-0.04401870000000008
2006-08-31,0.09762295000000007,0.0
2006-09-30,-0.021820200000000074,-0.021820200000000067
2006-10-31,-0.0666555,-0.08847570000000005
2006-11-30,0.013885199999999955,-0.0745905
2006-12-31,-0.024406199999999982,-0.09899670000000005
2007-01-31,-0.020819699999999955,-0.11981639999999993
2007-02-28,0.053090999999999965,-0.06672539999999993
2007-03-31,0.025357450000000035,-0.04136794999999993
2007-04-30,0.017229549999999944,-0.024138400000000004
2007-05-31,-0.03986960000000003,-0.06400800000000006
2007-06-30,0.003746799999999918,-0.06026120000000024
2007-07-31,0.0018481000000000886,-0.05841310000000011
2007-08-31,0.009725099999999962,-0.048688000000000065
2007-09-30,0.13590090000000019,0.0
2007-10-31,-0.006704800000000114,-0.006704800000000066
2007-11-30,-0.0681320500000001,-0.07483685000000007
2007-12-31,-0.06581509999999986,-0.14065194999999986
2008-01-31,0.15850280000000005,0.0
2008-02-29,-0.17112040000000006,-0.17112039999999995
2008-03-31,-0.0987927499999999,-0.2699131499999998
2008-04-30,0.04849200000000012,-0.22142114999999962
2008-05-31,-0.009999200000000178,-0.23142034999999983
2008-06-30,0.1711060000000002,-0.06031434999999963
2008-07-31,-0.0068015999999999155,-0.06711594999999959
2008-08-31,0.028741100000000082,-0.038374849999999405
2008-09-30,-0.05612190000000024,-0.09449674999999957
2008-10-31,0.24853809999999987,0.0
2008-11-30,-0.13082259999999996,-0.1308225999999999
2008-12-31,0.007578399999999931,-0.12324420000000003
2009-01-31,0.003620300000000064,-0.1196238999999999
2009-02-28,-0.040785650000000034,-0.16040955
2009-03-31,0.09410465000000014,-0.06630489999999978
2009-04-30,0.07828769999999992,0.0
2009-05-31,-0.0029851499999999573,-0.002985149999999992
2009-06-30,-0.019107200000000036,-0.022092350000000094
2009-07-31,0.007399950000000202,-0.014692399999999939
2009-08-31,-0.10558669999999995,-0.12027909999999986
2009-09-30,0.037974750000000196,-0.08230434999999958
2009-10-31,0.021198949999999897,-0.061105399999999754
2009-11-30,-0.05487619999999989,-0.11598159999999957
2009-12-31,-0.006620099999999968,-0.12260169999999948
2010-01-31,0.06991319999999997,-0.05268849999999947
2010-02-28,0.015286200000000073,-0.037402299999999444
2010-03-31,0.06706009999999998,0.0
2010-04-30,-0.006422000000000039,-0.006421999999999928
2010-05-31,0.029355000000000006,0.0
2010-06-30,0.014198749999999889,0.0
2010-07-31,-0.047441799999999895,-0.04744179999999987
2010-08-31,-0.04073789999999994,-0.08817969999999975
2010-09-30,0.06946849999999996,-0.018711199999999817
2010-10-31,0.012960750000000026,-0.0057504499999998515
2010-11-30,-0.018945599999999882,-0.024696049999999747
2010-12-31,-0.03549240000000016,-0.06018844999999984
2011-01-31,0.023283399999999815,-0.036905050000000106
2011-02-28,0.004986550000000024,-0.03191850000000018
2011-03-31,-0.0072442000000000305,-0.039162700000000106
2011-04-30,-0.02551830000000007,-0.06468100000000021
2011-05-31,0.06557784999999985,0.0
2011-06-30,-0.018921900000000096,-0.018921900000000047
2011-07-31,-0.0466586999999999,-0.06558059999999988
2011-08-31,0.08709165000000006,0.0
2011-09-30,-0.08344534999999989,-0.08344534999999986
2011-10-31,0.044662499999999994,-0.03878284999999981
2011-11-30,0.046341399999999915,0.0
2011-12-31,-0.06990609999999989,-0.06990609999999986
2012-01-31,0.09196225000000012,0.0
2012-02-29,0.030362550000000044,0.0
2012-03-31,-0.03244129999999993,-0.032441299999999895
2012-04-30,-0.0830058,-0.11544709999999991
2012-05-31,0.04330900000000003,-0.07213809999999987
2012-06-30,0.04224415000000003,-0.029893949999999947
2012-07-31,-0.004173600000000137,-0.03406755000000006
2012-08-31,0.03227220000000006,-0.0017953500000000844
2012-09-30,0.047148299999999824,0.0
2012-10-31,-0.01910730000000016,-0.01910730000000016
2012-11-30,-0.01890339999999984,-0.038010700000000064
2012-12-31,-0.021116550000000123,-0.05912725000000019
2013-01-31,-0.04604039999999987,-0.10516765000000006
2013-02-28,0.03921299999999989,-0.06595465000000011
2013-03-31,-0.02683625000000007,-0.09279090000000023
2013-04-30,0.024485649999999907,-0.06830525000000032
2013-05-31,-0.013481999999999845,-0.08178725000000009
2013-06-30,0.02553210000000005,-0.05625515000000014
2013-07-31,0.027290999999999996,-0.02896415000000019
2013-08-31,0.013407300000000007,-0.015556850000000289
2013-09-30,0.02363674999999989,0.0
2013-10-31,-0.04165839999999997,-0.041658399999999984
2013-11-30,-0.01704689999999997,-0.05870529999999996
2013-12-31,-0.042916000000000065,-0.10162130000000014
2014-01-31,-0.03267385000000009,-0.13429515000000025
2014-02-28,0.035470750000000065,-0.09882440000000026
2014-03-31,0.07149259999999995,-0.02733180000000024
2014-04-30,-0.008065999999999863,-0.035397800000000146
2014-05-31,0.0053726999999999525,-0.03002510000000025
2014-06-30,0.016483199999999986,-0.013541900000000329
2014-07-31,-0.023672100000000067,-0.0372140000000003
2014-08-31,-0.03097384999999986,-0.06818785000000016
2014-09-30,0.008387500000000048,-0.05980035000000017
2014-10-31,0.046599000000000036,-0.013201350000000112
2014-11-30,0.01507729999999987,0.0
2014-12-31,0.005870749999999709,0.0
2015-01-31,0.019419400000000007,0.0
2015-02-28,-0.03645040000000008,-0.036450400000000105
2015-03-31,0.003938250000000002,-0.03251215000000007
2015-04-30,0.016558450000000037,-0.01595369999999985
2015-05-31,-0.025546799999999953,-0.04150049999999972
2015-06-30,-0.003982850000000003,-0.04548334999999981
2015-07-31,-0.016722199999999993,-0.06220554999999983
2015-08-31,0.021820999999999598,-0.040384550000000186
