Dates,PNL,DD
2000-12-31,0.26328474999999985,0.0
2001-12-31,0.3105426000000001,0.0
2002-12-31,0.10943104999999939,0.0
2003-12-31,0.34135979999999955,0.0
2004-12-31,0.17311265000000017,0.0
2005-12-31,0.1977837499999995,0.0
2006-12-31,0.03529280000000019,0.0
2007-12-31,0.04555764999999996,0.0
2008-12-31,0.18929995000000008,0.0
2009-12-31,0.012625300000000549,0.0
2010-12-31,0.12920280000000003,0.0
2011-12-31,0.02024879999999975,0.0
2012-12-31,0.10855050000000002,0.0
2013-12-31,-0.03441415000000001,-0.03441414999999992
2014-12-31,0.10936799999999973,0.0
2015-12-31,0.031468399999999896,0.0
2016-12-31,-0.10753430000000047,-0.10753430000000042
2017-12-31,0.08943225000000053,-0.01810204999999998
2018-12-31,0.0923037999999998,0.0
2019-12-31,-0.11324529999999969,-0.11324529999999955
2020-12-31,0.20619185000000012,0.0
