Trade Number,Entry Date,Entry Price,Exit Date,Exit Price,Trade Position,Trade Pnl,Trade Duration,Max DD,Max DD Duration,Max Profit,Max Loss,Max Recovery,Profitable,Trade Side
1,2000-06-16,1476.3,2000-06-27,1455.9,1.0,-0.01381832960780316,11,-0.03834340632121258,5,0.025502946555578054,-0.01381832960780327,0.025502946555578276,False,Long
2,2000-06-29,1490.35,2000-07-17,1483.35,1.0,-0.004696883282450437,18,-0.034591604295476586,4,0.030965880497869636,-0.004696883282450326,0.034993769155636345,False,Long
3,2000-07-17,1483.35,2000-08-09,1356.1,-1.0,0.08578555297131496,23,-0.023790041518925942,10,0.11224592982101322,-2.220446049250313e-16,0.11224592982101345,True,Short
4,2000-08-09,1356.1,2000-08-10,1338.0,1.0,-0.013347098296585758,1,-0.013347098296585758,1,0.0,-0.013347098296585758,0.0,False,Long
5,2000-08-16,1357.9,2000-09-15,1424.35,1.0,0.048935856837764025,30,-0.0321736767004146,5,0.08380587672140805,-0.010383680683408447,0.09517785384729893,True,Long
6,2000-09-18,1364.6,2000-10-27,1188.9,-1.0,0.12875567931994714,39,-0.0314710598295973,8,0.16543309394694405,-0.0,0.16543309394694417,True,Short
7,2000-10-27,1188.9,2000-10-30,1175.0,1.0,-0.011691479518883052,3,-0.011691479518883163,1,0.0,-0.011691479518883163,0.0,False,Long
8,2000-11-01,1207.6,2000-11-13,1213.4,1.0,0.0048029148724744175,12,-0.04610667819661185,2,0.053370321298443324,0.0,0.053370321298443324,True,Long
9,2000-11-14,1248.35,2000-11-22,1223.1,1.0,-0.0202266992430008,8,-0.02120678617157501,5,0.001001321744703132,-0.02022669924300069,0.003517709849587769,False,Long
10,2000-11-27,1254.85,2000-12-20,1297.5,1.0,0.033988126070845226,23,-0.03960029607697979,5,0.07662270390883363,0.0,0.07662270390883363,True,Long
11,2000-12-20,1297.5,2001-01-03,1292.55,-1.0,0.00381502890173413,14,-0.05912735678682357,6,0.06689788053949897,-0.0,0.06689788053949908,True,Short
12,2001-01-04,1315.0,2001-01-11,1279.0,1.0,-0.027376425855513253,7,-0.03924882629107973,4,0.012357414448669113,-0.027376425855513364,0.012357414448669113,False,Long
13,2001-01-12,1285.05,2001-01-15,1285.8,1.0,0.0005836348780203782,3,0.0,0,0.0005836348780203782,0.0,0.0005836348780203782,True,Long
14,2001-01-17,1304.0,2001-02-16,1386.6,1.0,0.06334355828220861,30,-0.02331478481369309,3,0.0887269938650308,0.0,0.0887269938650308,True,Long
15,2001-02-16,1386.6,2001-03-01,1366.8,-1.0,0.014279532669839834,13,-0.04222282756742035,2,0.058993220827924464,-0.00025241598153757927,0.05926059513074855,True,Short
16,2001-03-02,1313.5,2001-03-28,1196.1,-1.0,0.08937952036543595,26,-0.05426305353602123,11,0.1518842786448421,-0.0,0.15188427864484222,True,Short
17,2001-03-28,1196.1,2001-03-30,1148.45,1.0,-0.03983780620349453,2,-0.03983780620349464,2,0.0,-0.03983780620349464,0.0,False,Long
18,2001-04-03,1121.3,2001-04-18,1097.3,-1.0,0.02140372781592792,15,-0.052766520552477214,3,0.07830197092660307,-0.0,0.07830197092660307,True,Short
19,2001-04-19,1130.9,2001-04-27,1103.05,1.0,-0.024626403749226422,8,-0.04286520022560625,2,0.01905561941816236,-0.024626403749226422,0.01905561941816236,False,Long
20,2001-04-30,1117.1,2001-05-11,1123.5,1.0,0.00572912004296855,11,-0.01456012630470993,3,0.02058902515441763,-0.0010294512577206927,0.021640754514090865,True,Long
21,2001-05-17,1150.1,2001-06-01,1133.6,1.0,-0.01434657855838628,15,-0.0454296661193212,3,0.032562385879488565,-0.01434657855838628,0.03607572849415441,False,Long
22,2001-06-04,1121.55,2001-06-29,1114.0,-1.0,0.006731755160269248,25,-0.03857288828337868,4,0.04712228612188485,-0.005617226160224753,0.05303743555256668,True,Short
23,2001-06-29,1114.0,2001-07-03,1073.0,1.0,-0.03680430879712748,4,-0.03680430879712748,2,0.0,-0.03680430879712748,0.0,False,Long
24,2001-07-04,1072.1,2001-07-12,1102.0,-1.0,-0.0278891894412836,8,-0.03851653674062461,3,0.011053073407331415,-0.0278891894412836,0.01284806578209663,False,Short
25,2001-07-12,1102.0,2001-07-20,1076.85,1.0,-0.022822141560798648,8,-0.022822141560798648,6,0.0,-0.022822141560798648,0.0005923360823800738,False,Long
26,2001-07-25,1065.3,2001-08-03,1073.05,-1.0,-0.007274946024593998,9,-0.017238174890809255,6,0.010137989298789063,-0.007274946024593998,0.010137989298788952,False,Short
27,2001-08-03,1073.05,2001-08-06,1071.2,1.0,-0.001724057592842776,3,-0.001724057592842776,1,0.0,-0.001724057592842776,0.0,False,Long
28,2001-08-14,1075.35,2001-08-20,1067.1,1.0,-0.00767192076998191,6,-0.009054185819752036,2,0.0013948946854511757,-0.00767192076998191,0.0013948946854511757,False,Long
29,2001-08-23,1069.95,2001-08-29,1069.25,1.0,-0.0006542361792607476,6,-0.0035413074880015216,2,0.002897331651011692,-0.0006542361792607476,0.002897331651011692,False,Long
30,2001-09-03,1052.9,2001-10-01,894.95,-1.0,0.15001424636717642,28,-0.04262635956493921,6,0.18757716782220546,-0.0027068097635101207,0.19080043807437752,True,Short
31,2001-10-04,905.75,2001-10-08,891.2,1.0,-0.016064035329837134,4,-0.016064035329837134,2,0.0,-0.016064035329837134,0.0,False,Long
32,2001-10-09,903.3,2001-10-30,950.0,1.0,0.051699324698328386,21,-0.038850667745851775,4,0.09421011845455562,0.0,0.0942101184545554,True,Long
33,2001-10-31,961.45,2001-12-13,1094.35,1.0,0.13822871704196782,43,-0.023455536060578153,5,0.15674242030266794,0.0,0.15674242030266772,True,Long
34,2001-12-14,1089.55,2002-01-03,1074.5,-1.0,0.013813042081593285,20,-0.047019239064791774,5,0.06383369280895779,-0.0,0.06383369280895779,True,Short
35,2002-01-07,1097.3,2002-01-21,1090.25,1.0,-0.00642486102250972,14,-0.026748047751548265,6,0.015447006288161758,-0.01184726145994719,0.02762150696301746,False,Long
36,2002-01-21,1090.25,2002-01-22,1094.85,-1.0,-0.004219215776197993,1,-0.004219215776197993,1,-0.0,-0.004219215776197993,0.0,False,Short
37,2002-01-23,1087.9,2002-02-06,1118.75,-1.0,-0.028357385789135048,14,-0.0453806556488755,5,0.017832521371449528,-0.028357385789135048,0.017832521371449417,False,Short
38,2002-02-06,1118.75,2002-02-28,1142.05,1.0,0.02082681564245803,22,-0.03408466190214399,5,0.05684916201117307,-0.010145251396648014,0.06768105472277397,True,Long
39,2002-03-01,1158.9,2002-03-05,1167.45,1.0,0.007377685736474238,4,-0.0014113420579933145,1,0.008801449650530646,0.0,0.008801449650530646,True,Long
40,2002-03-11,1160.35,2002-03-15,1174.4,-1.0,-0.01210841556426967,4,-0.0180743532636628,3,0.006075753005558626,-0.012108415564269448,0.006075753005558626,False,Short
41,2002-03-19,1158.5,2002-04-11,1146.2,-1.0,0.010617177384548926,23,-0.015182739622324082,6,0.026197669400086165,-0.0035390591281829753,0.029842342342342176,True,Short
42,2002-04-12,1151.7,2002-04-15,1135.85,1.0,-0.013762264478596964,3,-0.013762264478596964,1,0.0,-0.013762264478597075,0.0,False,Long
43,2002-04-15,1135.85,2002-05-07,1110.4,-1.0,0.022406127569661316,22,-0.019296541823249025,5,0.04252322049566393,-0.0,0.04252322049566404,True,Short
44,2002-05-07,1110.4,2002-05-15,1106.95,1.0,-0.003106988472622474,8,-0.01713651498335167,4,0.014274135446685765,-0.003106988472622474,0.014274135446685765,False,Long
45,2002-05-20,1076.25,2002-06-05,1062.7,-1.0,0.012590011614401764,16,-0.028931154567372164,4,0.040975609756097375,-0.0,0.040975609756097375,True,Short
46,2002-06-05,1062.7,2002-06-07,1047.95,1.0,-0.013879740284181818,2,-0.013879740284181818,2,0.0,-0.013879740284181818,0.0,False,Long
47,2002-06-10,1071.3,2002-06-19,1063.95,1.0,-0.006860823298795782,9,-0.024391362156709895,6,0.017968822925417793,-0.006860823298795782,0.017968822925417793,False,Long
48,2002-06-26,1046.25,2002-07-01,1072.45,-1.0,-0.025041816009558016,5,-0.025041816009558016,3,-0.0,-0.025041816009558016,0.0,False,Short
49,2002-07-01,1072.45,2002-07-11,1060.55,1.0,-0.011096088395729509,10,-0.018781514548734668,3,0.007832532985220686,-0.011096088395729398,0.011747636431713948,False,Long
50,2002-07-15,1049.6,2002-08-12,970.85,-1.0,0.0750285823170731,28,-0.013701628436350699,3,0.08927210365853644,-0.0,0.08927210365853644,True,Short
51,2002-08-13,974.75,2002-08-14,969.75,1.0,-0.0051295203898436,1,-0.005129520389843711,1,2.220446049250313e-16,-0.005129520389843489,0.0,False,Long
52,2002-08-16,979.05,2002-09-06,992.1,1.0,0.013329247740156314,21,-0.015676158349042568,4,0.02946734078954094,0.0,0.02946734078954094,True,Long
53,2002-09-12,994.0,2002-09-13,984.7,1.0,-0.00935613682092551,1,-0.00935613682092551,1,0.0,-0.00935613682092551,0.0,False,Long
54,2002-09-16,979.35,2002-10-11,969.65,-1.0,0.009904528513810185,25,-0.020548623489800022,5,0.03109205085005362,-0.010670342574156333,0.04221281866033655,True,Short
55,2002-10-11,969.65,2002-10-22,962.9,1.0,-0.00696127468674268,11,-0.013270482143772133,3,0.006394059712267364,-0.00696127468674268,0.006445957095709609,False,Long
56,2002-10-24,949.6,2002-11-04,963.45,-1.0,-0.014585088458298312,11,-0.036798764796706296,5,0.023062342038753125,-0.014585088458298312,0.023062342038753236,False,Short
57,2002-11-04,963.45,2002-12-17,1070.55,1.0,0.11116300794021483,43,-0.022317033147358223,6,0.12699154081685582,-0.008199698998391347,0.13630893202867456,True,Long
58,2003-01-06,1084.75,2003-01-08,1092.05,-1.0,-0.006729661212260929,2,-0.009059137312609211,1,0.0023507720672966137,-0.006729661212260929,0.0023507720672966137,False,Short
59,2003-01-10,1085.55,2003-02-06,1064.3,-1.0,0.019575330477638042,27,-0.02613286405631321,5,0.046934733545207497,-0.001704205241582768,0.0487219710251916,True,Short
60,2003-02-10,1049.85,2003-02-17,1063.65,-1.0,-0.013144734962137639,7,-0.021902289355676396,1,0.008953660046673195,-0.013144734962137639,0.00924205611928941,False,Short
61,2003-02-17,1063.65,2003-02-25,1058.95,1.0,-0.004418746768203863,8,-0.013232073801425548,1,0.008931509425092798,-0.004418746768203752,0.010451485334965316,False,Long
62,2003-02-28,1070.5,2003-03-04,1053.9,1.0,-0.015506772536197921,4,-0.015506772536198032,2,0.0,-0.015506772536198032,0.0,False,Long
63,2003-03-05,1045.35,2003-03-21,1029.35,-1.0,0.015305878413928387,16,-0.032188939041626674,3,0.0490744726646577,-0.0,0.0490744726646577,True,Short
64,2003-03-24,1012.2,2003-03-26,1015.75,-1.0,-0.0035072120134360674,2,-0.0036548624487580117,1,0.00014819205690597137,-0.0035072120134360674,0.00014819205690597137,False,Short
