Trade Number,Entry Date,Entry Price,Exit Date,Exit Price,Trade Position,Trade Pnl,Trade Duration,Max DD,Max DD Duration,Max Profit,Max Loss,Max Recovery,Profitable,Trade Side
46,2001-10-29,964.45,2001-11-01,981.4,-1.0,-0.017574783555394102,3,-0.03207682092144237,2,0.01498263258852206,-0.017574783555394102,0.01498263258852206,False,Short
47,2001-11-01,981.4,2001-12-03,1057.5,1.0,0.07754228652944772,32,-0.023455536060578153,4,0.10342368045649097,-0.005502343590788605,0.1095286885245903,True,Long
48,2001-12-03,1057.5,2001-12-04,1080.3,-1.0,-0.02156028368794316,1,-0.02156028368794316,1,-0.0,-0.02156028368794316,0.0,False,Short
49,2001-12-04,1080.3,2001-12-13,1094.35,1.0,0.013005646579653751,9,-0.016005035292002145,3,0.029482551143201086,0.0,0.029482551143201086,True,Long
50,2001-12-13,1094.35,2001-12-31,1063.6,-1.0,0.028098871476218812,18,-0.0373064088303241,2,0.06793987298396298,-0.0,0.06793987298396287,True,Short
51,2001-12-31,1063.6,2002-01-01,1049.9,1.0,-0.012880782248965605,1,-0.012880782248965605,1,0.0,-0.012880782248965605,0.0,False,Long
52,2002-01-01,1049.9,2002-01-02,1059.85,-1.0,-0.009477093056481367,1,-0.009477093056481367,1,-0.0,-0.009477093056481367,0.0,False,Short
53,2002-01-02,1059.85,2002-01-16,1092.5,1.0,0.030806246166910523,14,-0.026748047751548154,6,0.05118648865405473,0.0,0.05118648865405473,True,Long
54,2002-01-16,1092.5,2002-01-17,1114.25,-1.0,-0.01990846681922198,1,-0.01990846681922198,1,-0.0,-0.01990846681922198,0.0,False,Short
55,2002-01-17,1114.25,2002-01-18,1092.35,1.0,-0.019654476105003482,1,-0.019654476105003482,1,0.0,-0.019654476105003482,0.0,False,Long
56,2002-01-18,1092.35,2002-02-01,1084.1,-1.0,0.007552524374055958,14,-0.013975989965955837,2,0.02183366137227072,-0.0022886437497140477,0.024177639124650208,True,Short
57,2002-02-01,1084.1,2002-02-04,1078.25,1.0,-0.005396181164099123,3,-0.005396181164099123,1,0.0,-0.005396181164099123,0.0,False,Long
58,2002-02-04,1078.25,2002-02-06,1118.75,-1.0,-0.037560862508694726,2,-0.040408710527532476,1,0.0029677718525388253,-0.037560862508694726,0.0029677718525387142,False,Short
59,2002-02-06,1118.75,2002-02-28,1142.05,1.0,0.02082681564245803,22,-0.03408466190214399,5,0.05684916201117307,-0.010145251396648014,0.06768105472277397,True,Long
60,2002-02-28,1142.05,2002-03-01,1158.9,-1.0,-0.014754170132656341,1,-0.014754170132656341,1,-0.0,-0.014754170132656341,0.0,False,Short
61,2002-03-01,1158.9,2002-03-06,1161.85,1.0,0.002545517300888589,5,-0.006201351466940563,2,0.008801449650530646,0.0,0.008801449650530646,True,Long
62,2002-03-06,1161.85,2002-03-07,1180.25,-1.0,-0.015836811980892707,1,-0.015836811980892485,1,1.1102230246251565e-16,-0.015836811980892485,0.0,False,Short
63,2002-03-07,1180.25,2002-03-11,1160.35,1.0,-0.01686083456894738,4,-0.01686083456894749,2,2.220446049250313e-16,-0.01686083456894727,0.0,False,Long
64,2002-03-11,1160.35,2002-03-15,1174.4,-1.0,-0.01210841556426967,4,-0.0180743532636628,3,0.006075753005558626,-0.012108415564269448,0.006075753005558626,False,Short
65,2002-03-15,1174.4,2002-03-19,1158.5,1.0,-0.013538828337874786,4,-0.013538828337874675,2,0.0,-0.013538828337874675,0.0,False,Long
66,2002-03-19,1158.5,2002-04-04,1142.0,-1.0,0.014242555028053494,16,-0.011649913782226351,3,0.026197669400086165,-0.0035390591281829753,0.029842342342342176,True,Short
67,2002-04-04,1142.0,2002-04-08,1134.0,1.0,-0.007005253940455369,4,-0.007005253940455258,2,0.0,-0.007005253940455258,0.0,False,Long
68,2002-04-08,1134.0,2002-04-09,1134.6,-1.0,-0.0005291005291003792,1,-0.0005291005291003792,1,-0.0,-0.0005291005291003792,0.0,False,Short
69,2002-04-09,1134.6,2002-04-15,1135.85,1.0,0.001101709853692956,6,-0.013762264478596853,1,0.01507139079851938,0.0,0.01507139079851938,True,Long
70,2002-04-15,1135.85,2002-05-06,1104.7,-1.0,0.027424395826913694,21,-0.014482962462525784,4,0.04252322049566393,-0.0,0.04252322049566404,True,Short
71,2002-05-06,1104.7,2002-05-15,1106.95,1.0,0.002036752059382696,9,-0.01713651498335167,4,0.019507558613198084,0.0,0.019507558613198084,True,Long
72,2002-05-15,1106.95,2002-06-03,1047.05,-1.0,0.05411265188129555,19,-0.02742741047997954,4,0.06757306111387151,0.0,0.06757306111387162,True,Short
73,2002-06-03,1047.05,2002-06-19,1063.95,1.0,0.016140585454371914,16,-0.024391362156709784,6,0.041545293921016135,0.0,0.041545293921016135,True,Long
74,2002-06-19,1063.95,2002-07-01,1072.45,-1.0,-0.007989097232012687,12,-0.024222253039338004,3,0.016636120118426634,-0.007989097232012687,0.022160272160272276,False,Short
75,2002-07-01,1072.45,2002-07-11,1060.55,1.0,-0.011096088395729509,10,-0.018781514548734668,3,0.007832532985220686,-0.011096088395729398,0.011747636431713948,False,Long
76,2002-07-11,1060.55,2002-08-07,972.65,-1.0,0.0828815237376832,27,-0.013443862211150237,3,0.09763801800952332,-0.0017915232662299996,0.099607991309687,True,Short
77,2002-08-07,972.65,2002-08-08,955.9,1.0,-0.017220994191127326,1,-0.017220994191127437,1,2.220446049250313e-16,-0.017220994191127215,0.0,False,Long
78,2002-08-08,955.9,2002-08-09,966.7,-1.0,-0.011298252955330046,1,-0.011298252955330046,1,0.0,-0.011298252955330268,0.0,False,Short
79,2002-08-09,966.7,2002-08-28,984.0,1.0,0.01789593462294392,19,-0.014324351397375423,2,0.03268852798179345,-1.1102230246251565e-16,0.03268852798179367,True,Long
80,2002-08-28,984.0,2002-08-30,1002.15,-1.0,-0.01844512195121939,2,-0.018445121951219612,2,-0.0,-0.018445121951219612,0.0,False,Short
81,2002-08-30,1002.15,2002-09-06,992.1,1.0,-0.010028438856458544,7,-0.015676158349042457,4,0.005737664022351874,-0.010028438856458544,0.005737664022351874,False,Long
82,2002-09-06,992.1,2002-09-27,976.7,-1.0,0.015522628767261293,21,-0.01365705614567525,3,0.0295837113194235,-0.001915129523233583,0.03155928095334293,True,Short
83,2002-09-27,976.7,2002-09-30,957.75,1.0,-0.019402068188799082,3,-0.019402068188799082,1,0.0,-0.019402068188799082,0.0,False,Long
84,2002-09-30,957.75,2002-10-08,963.3,-1.0,-0.00579483163664829,8,-0.014897579143389295,2,0.009240407204385348,-0.00579483163664829,0.009240407204385459,False,Short
85,2002-10-08,963.3,2002-10-09,955.35,1.0,-0.008252880722516287,1,-0.008252880722516287,1,0.0,-0.008252880722516287,0.0,False,Long
86,2002-10-09,955.35,2002-10-11,969.65,-1.0,-0.014968336211859556,2,-0.014968336211859334,2,0.0,-0.014968336211859556,0.0,False,Short
87,2002-10-11,969.65,2002-10-22,962.9,1.0,-0.00696127468674268,11,-0.013270482143772133,3,0.006394059712267364,-0.00696127468674268,0.006445957095709609,False,Long
88,2002-10-22,962.9,2002-10-31,951.4,-1.0,0.011943088586561457,9,-0.023745115719867926,3,0.03655623636930094,-0.0,0.036556236369301054,True,Short
89,2002-10-31,951.4,2003-01-06,1084.75,1.0,0.14016186672272446,67,-0.022317033147358,6,0.15892369140214413,0.0,0.15892369140214413,True,Long
90,2003-01-06,1084.75,2003-01-09,1100.7,-1.0,-0.014703848813090614,3,-0.017014623379012273,2,0.0023507720672966137,-0.014703848813090614,0.0023507720672966137,False,Short
91,2003-01-09,1100.7,2003-01-10,1085.55,1.0,-0.01376396838375582,1,-0.013763968383755931,1,0.0,-0.013763968383755931,0.0,False,Long
92,2003-01-10,1085.55,2003-01-16,1087.4,-1.0,-0.001704205241582768,6,-0.00710064592972659,3,0.005435032932614714,-0.001704205241582768,0.005435032932614714,False,Short
93,2003-01-16,1087.4,2003-01-17,1086.75,1.0,-0.0005977561155049438,1,-0.0005977561155049438,1,0.0,-0.0005977561155049438,0.0,False,Long
94,2003-01-17,1086.75,2003-02-03,1057.35,-1.0,0.02705314009661841,17,-0.01997541487400134,2,0.04798711755233498,-0.0,0.04798711755233498,True,Short
95,2003-02-03,1057.35,2003-02-04,1052.55,1.0,-0.004539651014328183,1,-0.004539651014328183,1,0.0,-0.004539651014328183,0.0,False,Long
96,2003-02-04,1052.55,2003-02-06,1064.3,-1.0,-0.011163365160799854,2,-0.01574542531561751,1,0.004655360790461138,-0.011163365160799854,0.004655360790461138,False,Short
97,2003-02-06,1064.3,2003-02-10,1049.85,1.0,-0.013576998966456921,4,-0.01357699896645681,2,0.0,-0.01357699896645681,0.0,False,Long
98,2003-02-10,1049.85,2003-02-11,1050.15,-1.0,-0.0002857551078727649,1,-0.0002857551078727649,1,-0.0,-0.0002857551078727649,0.0,False,Short
99,2003-02-11,1050.15,2003-02-12,1047.05,1.0,-0.002951959243917668,1,-0.002951959243917557,1,0.0,-0.002951959243917557,0.0,False,Long
100,2003-02-12,1047.05,2003-02-17,1063.65,-1.0,-0.0158540661859512,5,-0.02201869691073899,1,0.006303423905257621,-0.0158540661859512,0.00630342390525751,False,Short
101,2003-02-17,1063.65,2003-02-25,1058.95,1.0,-0.004418746768203863,8,-0.013232073801425548,1,0.008931509425092798,-0.004418746768203752,0.010451485334965316,False,Long
102,2003-02-25,1058.95,2003-02-28,1070.5,-1.0,-0.010907030549128782,3,-0.017540568426976932,2,0.006751971292317971,-0.010907030549128782,0.006751971292318082,False,Short
103,2003-02-28,1070.5,2003-03-04,1053.9,1.0,-0.015506772536197921,4,-0.015506772536198032,2,0.0,-0.015506772536198032,0.0,False,Long
104,2003-03-04,1053.9,2003-03-20,1021.8,-1.0,0.030458297751209895,16,-0.024915824915825113,2,0.05678906917164839,-0.0,0.05678906917164839,True,Short
105,2003-03-20,1021.8,2003-03-27,1002.7,1.0,-0.0186925034253278,7,-0.025890124836061457,4,0.007388921511058966,-0.01869250342532769,0.007388921511058966,False,Long
106,2003-03-27,1002.7,2003-04-03,1006.35,-1.0,-0.0036401715368505894,7,-0.02522197287540273,3,0.022140221402214055,-0.0036401715368505894,0.022140221402214166,False,Short
107,2003-04-03,1006.35,2003-04-10,973.65,1.0,-0.03249366522581609,7,-0.05346813785058102,3,0.02215928851791138,-0.03249366522581609,0.02215928851791138,False,Long
108,2003-04-10,973.65,2003-05-02,938.05,-1.0,0.0365634468238073,22,-0.00874134459558984,4,0.04570430852975904,-2.220446049250313e-16,0.04570430852975926,True,Short
109,2003-05-02,938.05,2003-05-09,934.65,1.0,-0.003624540269708376,7,-0.01574347093513062,3,0.01231277650445084,-0.003624540269708376,0.012312776504450618,False,Long
110,2003-05-09,934.65,2003-05-13,944.2,-1.0,-0.010217728561493722,4,-0.012014738078709786,1,0.0018188626758678383,-0.010217728561493722,0.0018188626758679494,False,Short
111,2003-05-13,944.2,2003-07-18,1144.1,1.0,0.21171361999576344,66,-0.02484551459620732,3,0.24258631645837725,-1.1102230246251565e-16,0.24258631645837747,True,Long
112,2003-07-18,1144.1,2003-07-25,1163.0,-1.0,-0.016519535005681485,7,-0.042627414277205844,3,0.027270343501441974,-0.016519535005681485,0.027270343501442085,False,Short
113,2003-07-25,1163.0,2003-08-06,1165.25,1.0,0.0019346517626828152,12,-0.026280604997075185,2,0.028976784178847748,0.0,0.028976784178847748,True,Long
114,2003-08-06,1165.25,2003-08-07,1191.9,-1.0,-0.022870628620467848,1,-0.022870628620467848,1,-0.0,-0.022870628620467848,0.0,False,Short
115,2003-08-07,1191.9,2003-09-12,1379.9,1.0,0.1577313533014515,36,-0.03008364377591921,4,0.19364040607433508,0.0,0.19364040607433508,True,Long
116,2003-09-12,1379.9,2003-09-24,1371.9,-1.0,0.005797521559533281,12,-0.04948121768311475,2,0.05815638814406843,-0.0,0.058156388144068316,True,Short
117,2003-09-24,1371.9,2003-10-21,1510.7,1.0,0.10117355492382818,27,-0.0382913709138365,2,0.145017858444493,-0.010715066695823339,0.15741968759210145,True,Long
118,2003-10-21,1510.7,2003-10-30,1516.85,-1.0,-0.004070960481895813,9,-0.03175835192910981,6,0.023399748460978476,-0.009101740914807754,0.029326296803500407,False,Short
119,2003-10-30,1516.85,2003-11-13,1587.05,1.0,0.046280119985496304,14,-0.019976534518957756,7,0.06760721231499511,0.0,0.06760721231499511,True,Long
120,2003-11-13,1587.05,2003-11-25,1571.85,-1.0,0.009577518036608779,12,-0.027613412228796985,3,0.03824706215935236,-0.0023943795091521114,0.040738986262434995,True,Short
121,2003-11-25,1571.85,2004-01-15,1951.5,1.0,0.24153068040843606,51,-0.02050342560293117,2,0.2675191653147566,0.0,0.2675191653147564,True,Long
122,2004-01-15,1951.5,2004-01-27,1911.9,-1.0,0.02029208301306684,12,-0.0590264650283554,2,0.08429413271842179,0.0,0.0842941327184219,True,Short
123,2004-01-27,1911.9,2004-01-28,1866.4,1.0,-0.023798315811496384,1,-0.023798315811496606,1,2.220446049250313e-16,-0.023798315811496384,0.0,False,Long
124,2004-01-28,1866.4,2004-02-06,1834.7,-1.0,0.016984569224174906,9,-0.03172983726980583,3,0.050310758679811385,-0.0,0.050310758679811496,True,Short
125,2004-02-06,1834.7,2004-02-19,1858.95,1.0,0.01321741974164703,13,-0.03538904600057091,2,0.05038970948928978,-1.1102230246251565e-16,0.05038970948929,True,Long
126,2004-02-19,1858.95,2004-03-01,1848.0,-1.0,0.0058904220124263995,11,-0.042108498540033956,2,0.050108932461873645,-0.0,0.050108932461873756,True,Short
127,2004-03-01,1848.0,2004-03-11,1803.1,1.0,-0.02429653679653687,10,-0.043752651675858956,3,0.020346320346320113,-0.02429653679653687,0.02712713803246536,False,Long
128,2004-03-11,1803.1,2004-03-26,1747.25,-1.0,0.030974432921080264,15,-0.031166123778501476,4,0.06413953746325762,-0.005185513837280276,0.06968641114982566,True,Short
129,2004-03-26,1747.25,2004-04-19,1835.65,1.0,0.050593790241808545,24,-0.024342926997794168,4,0.07680641007297173,-0.0016311346401486349,0.0785656959412977,True,Long
130,2004-04-19,1835.65,2004-04-21,1871.45,-1.0,-0.01950262849671769,2,-0.01950262849671769,2,1.1102230246251565e-16,-0.01950262849671769,0.0,False,Short
131,2004-04-21,1871.45,2004-04-27,1818.0,1.0,-0.02856074167089695,6,-0.03885804916732738,1,0.010713617783002283,-0.02856074167089695,0.010713617783002505,False,Long
132,2004-04-27,1818.0,2004-05-06,1821.85,-1.0,-0.0021177117711770332,9,-0.03541140502459128,3,0.03451595159515963,-0.0021177117711770332,0.03451595159515963,False,Short
133,2004-05-06,1821.85,2004-05-07,1786.75,1.0,-0.019266130581551688,1,-0.0192661305815518,1,2.220446049250313e-16,-0.019266130581551577,0.0,False,Long
134,2004-05-07,1786.75,2004-05-24,1598.8,-1.0,0.10519098922624881,17,-0.11691970574424793,5,0.25151811949069547,-0.0,0.25151811949069547,True,Short
135,2004-05-24,1598.8,2004-05-28,1482.4,1.0,-0.07280460345258932,4,-0.07430997876857748,3,0.0016262196647485183,-0.07280460345258943,0.0016262196647487404,False,Long
136,2004-05-28,1482.4,2004-06-08,1531.3,-1.0,-0.03298704803022123,11,-0.04474727618032193,6,0.01231111710739341,-0.03298704803022123,0.03366247755834828,False,Short
137,2004-06-08,1531.3,2004-06-11,1490.7,1.0,-0.02651341996996015,3,-0.02651341996996015,3,0.0,-0.02651341996996015,0.0,False,Long
138,2004-06-11,1490.7,2004-06-17,1509.3,-1.0,-0.012477359629704088,6,-0.02796394730760321,3,0.015932112430401824,-0.012477359629704088,0.015932112430401713,False,Short
139,2004-06-17,1509.3,2004-06-18,1484.7,1.0,-0.016298946531504654,1,-0.016298946531504654,1,0.0,-0.016298946531504654,0.0,False,Long
140,2004-06-18,1484.7,2004-06-28,1496.0,-1.0,-0.007610965178150408,10,-0.03186805966226414,3,0.025055566781167937,-0.007610965178150408,0.025055566781167826,False,Short
141,2004-06-28,1496.0,2004-07-08,1499.4,1.0,0.002272727272727426,10,-0.035135135135135,1,0.03877005347593587,-0.007419786096256598,0.04653512021011519,True,Long
142,2004-07-08,1499.4,2004-07-09,1537.65,-1.0,-0.025510204081632626,1,-0.025510204081632404,1,0.0,-0.025510204081632626,0.0,False,Short
143,2004-07-09,1537.65,2004-07-13,1524.75,1.0,-0.008389425421910124,4,-0.011699507389162478,1,0.0033492667382042374,-0.008389425421910124,0.0033492667382044594,False,Long
144,2004-07-13,1524.75,2004-07-15,1528.7,-1.0,-0.002590588621085521,2,-0.012243042249861835,1,0.009772093785866631,-0.002590588621085299,0.00977209378586652,False,Short
145,2004-07-15,1528.7,2004-08-11,1617.0,1.0,0.057761496696539405,27,-0.024022211492032763,4,0.08379668999803735,0.0,0.08379668999803735,True,Long
146,2004-08-11,1617.0,2004-08-25,1599.1,-1.0,0.011069882498453976,14,-0.016233373639661375,2,0.023067408781694554,0.0,0.023067408781694443,True,Short
147,2004-08-25,1599.1,2004-09-28,1702.65,1.0,0.06475517478581705,34,-0.028306463118847214,4,0.09577262209993131,0.0,0.09577262209993131,True,Long
148,2004-09-28,1702.65,2004-09-29,1730.65,-1.0,-0.016444953454908484,1,-0.016444953454908484,1,-0.0,-0.016444953454908484,0.0,False,Short
149,2004-09-29,1730.65,2004-10-12,1785.8,1.0,0.03186663970184611,13,-0.017522625367920375,3,0.05027012972004763,0.0,0.05027012972004741,True,Long
150,2004-10-12,1785.8,2004-10-19,1809.65,-1.0,-0.013355358942770845,7,-0.013714349687928729,2,0.00036398252883840243,-0.013355358942771067,0.007387148617024275,False,Short
151,2004-10-19,1809.65,2004-10-20,1790.0,1.0,-0.010858453292073134,1,-0.010858453292073134,1,0.0,-0.010858453292073134,0.0,False,Long
152,2004-10-20,1790.0,2004-10-28,1800.1,-1.0,-0.005642458100558523,8,-0.02305285690762371,3,0.017821229050279386,-0.005642458100558523,0.017821229050279275,False,Short
153,2004-10-28,1800.1,2004-10-29,1785.25,1.0,-0.008249541692128215,1,-0.008249541692128215,1,0.0,-0.008249541692128215,0.0,False,Long
154,2004-10-29,1785.25,2004-11-01,1794.85,-1.0,-0.005377398123512123,3,-0.005377398123511901,1,0.0,-0.005377398123512123,0.0,False,Short
155,2004-11-01,1794.85,2004-11-19,1871.3,1.0,0.04259408864250491,18,-0.012454483086178914,2,0.05574281973423978,-1.1102230246251565e-16,0.05574281973424,True,Long
156,2004-11-19,1871.3,2004-11-22,1875.65,-1.0,-0.002324587185379201,3,-0.002324587185379201,1,1.1102230246251565e-16,-0.002324587185379201,0.0,False,Short
157,2004-11-22,1875.65,2004-12-10,1967.2,1.0,0.04880974595473564,18,-0.01509500087616078,5,0.06488417348652442,0.0,0.06488417348652442,True,Long
158,2004-12-10,1967.2,2004-12-13,1982.75,-1.0,-0.007904636030906742,3,-0.007904636030906742,1,-0.0,-0.007904636030906742,0.0,False,Short
159,2004-12-13,1982.75,2005-01-05,2033.75,1.0,0.02572185096456936,23,-0.04009534148298466,2,0.06856638507123947,0.0,0.06856638507123947,True,Long
160,2005-01-05,2033.75,2005-01-25,1935.85,-1.0,0.04813767670559321,20,-0.0158962560133864,6,0.0608236017209588,-0.0,0.06082360172095891,True,Short
161,2005-01-25,1935.85,2005-02-16,2072.85,1.0,0.07076994601854492,22,-0.014008466917186158,5,0.08598290156778687,0.0,0.08598290156778687,True,Long
162,2005-02-16,2072.85,2005-02-28,2111.65,-1.0,-0.018718189931736573,12,-0.03211915015107891,5,0.013845671418578176,-0.018718189931736573,0.013845671418578176,False,Short
163,2005-02-28,2111.65,2005-03-15,2120.85,1.0,0.0043567826107544505,15,-0.018102270885900107,5,0.02287310870646153,-0.013757014656785027,0.037141073657927404,True,Long
164,2005-03-15,2120.85,2005-04-01,2060.9,-1.0,0.02826696843246801,17,-0.03296898210762056,3,0.06332366739750572,-0.0,0.06332366739750572,True,Short
165,2005-04-01,2060.9,2005-04-08,2021.3,1.0,-0.019214906108981578,7,-0.019214906108981578,5,0.0,-0.019214906108981578,0.007730820203210476,False,Long
