Dates,UP,Down,UP_DAYS,Down_Days,RS,RSI
2000-06-12,0.0,0.0,0.0,0.0,,0.0
2000-06-13,0.0,14.0,0.0,0.0,,0.0
2000-06-14,10.75,0.0,5.375,0.0,inf,100.0
2000-06-15,0.0,0.7999999999999545,2.6875,0.39999999999997726,6.718750000000382,87.04453441295611
2000-06-16,27.59999999999991,0.0,15.143749999999955,0.19999999999998863,75.71875000000408,98.6965376782078
2000-06-19,21.350000000000136,0.0,18.246875000000045,0.09999999999999432,182.46875000001083,99.45494804973602
2000-06-20,16.299999999999955,0.0,17.2734375,0.04999999999999716,345.4687500000196,99.71137368088755
2000-06-21,0.0,27.799999999999955,8.63671875,13.924999999999976,0.6202311490125684,38.28041137158493
2000-06-22,7.199999999999818,0.0,7.918359374999909,6.962499999999988,1.137286804308786,53.21170757317209
2000-06-23,0.0,15.649999999999864,3.9591796874999545,11.306249999999926,0.350176202321723,25.93559283000029
2000-06-26,0.0,15.700000000000045,1.9795898437499773,13.503124999999986,0.14660234899328706,12.785805743552103
2000-06-27,0.0,6.099999999999909,0.9897949218749886,9.801562499999948,0.10098338115734036,9.172107670797715
2000-06-28,13.849999999999909,0.0,7.419897460937449,4.900781249999974,1.5140233939104073,60.2231227274078
2000-06-29,20.59999999999991,0.0,14.009948730468679,2.450390624999987,5.717434839789576,85.11336508875871
2000-06-30,0.0,5.7999999999999545,7.0049743652343395,4.1251953124999705,1.6980952014582678,62.9368155927367
2000-07-03,16.700000000000045,0.0,11.852487182617192,2.0625976562499853,5.746388369395432,85.17725418037838
2000-07-04,13.150000000000091,0.0,12.501243591308642,1.0312988281249926,12.121844076985125,92.37911993060537
2000-07-05,8.299999999999955,0.0,10.400621795654299,0.5156494140624963,20.16994785994996,95.27632280147542
2000-07-06,0.0,4.7999999999999545,5.2003108978271495,2.6578247070312253,1.956604167336478,66.17741356629176
2000-07-07,0.0,0.20000000000004547,2.6001554489135748,1.4289123535156354,1.8196745535275571,64.53491418898153
2000-07-10,0.0,8.299999999999955,1.3000777244567874,4.864456176757795,0.2672606509785234,21.08963540942871
2000-07-11,9.549999999999955,0.0,5.425038862228371,2.4322280883788974,2.230481132978038,69.04485868090664
2000-07-12,17.549999999999955,0.0,11.487519431114162,1.2161140441894487,9.446087302421295,90.42703769316373
2000-07-13,0.0,13.299999999999955,5.743759715557081,7.258057022094702,0.7913632667905675,44.176593405780025
2000-07-14,0.0,11.299999999999955,2.8718798577785405,9.27902851104733,0.3095022129050867,23.63510422929842
2000-07-17,0.0,28.550000000000182,1.4359399288892702,18.914514255523756,0.0759173568768715,7.056058385119954
2000-07-18,0.0,17.299999999999955,0.7179699644446351,18.107257127761855,0.03965095096285186,3.8138714658155095
2000-07-19,0.0,22.049999999999955,0.35898498222231756,20.078628563880905,0.017878959266575078,1.756491683397968
2000-07-20,0.0,12.349999999999909,0.17949249111115878,16.214314281940407,0.011070001974186384,1.0948798750404336
2000-07-21,0.0,24.050000000000182,0.08974624555557939,20.132157140970293,0.004457855406509804,0.44380711271411144
2000-07-24,0.0,84.59999999999991,0.044873122777789695,52.3660785704851,0.0008569120316578634,0.08561783621182428
2000-07-25,27.90000000000009,0.0,13.97243656138894,26.18303928524255,0.5336445631529176,34.79584357250505
2000-07-26,0.0,34.05000000000018,6.98621828069447,30.116519642621366,0.23197296246699986,18.829387456886963
2000-07-27,19.950000000000045,0.0,13.468109140347257,15.058259821310683,0.8944001033430822,47.21284071747664
2000-07-28,12.75,0.0,13.10905457017363,7.5291299106553415,1.7411114864177721,63.51844844855791
2000-07-31,0.0,1.7999999999999545,6.554527285086815,4.6645649553276485,1.4051744048714638,58.422973486887685
2000-08-01,0.0,3.75,3.2772636425434074,4.207282477663824,0.7789502273598639,43.78707258807922
2000-08-02,0.4500000000000455,0.0,1.8636318212717264,2.103641238831912,0.8859076285776487,46.97513362548939
2000-08-03,0.0,14.350000000000136,0.9318159106358632,8.226820619416024,0.11326561666322167,10.174177210530544
2000-08-04,0.0,2.0499999999999545,0.4659079553179316,5.138410309707989,0.09067161383311344,8.313374317541133
2000-08-07,0.0,5.099999999999909,0.2329539776589658,5.119205154853949,0.04550588824088883,4.352523381523412
2000-08-08,30.549999999999955,0.0,15.39147698882946,2.5596025774269746,6.01322921166209,85.74123317776169
2000-08-09,2.599999999999909,0.0,8.995738494414685,1.2798012887134873,7.0290119050103455,87.54516730289103
2000-08-10,0.0,18.09999999999991,4.497869247207342,9.689900644356698,0.46418115234513335,31.702440070456362
2000-08-11,0.0,20.09999999999991,2.248934623603671,14.894950322178303,0.15098637960913835,13.117998812497817
2000-08-14,7.2999999999999545,0.0,4.774467311801812,7.447475161089152,0.641085362291235,39.06471759617492
2000-08-16,32.700000000000045,0.0,18.73723365590093,3.723737580544576,5.031835152347313,83.42129758617747
2000-08-17,0.0,14.100000000000136,9.368616827950465,8.911868790272356,1.0512516564625218,51.249277637413535
2000-08-18,20.5,0.0,14.934308413975232,4.455934395136178,3.3515548232210506,77.01970811297758
2000-08-21,10.650000000000091,0.0,12.79215420698766,2.227967197568089,5.741625918438469,85.1667830268514
2000-08-22,6.7999999999999545,0.0,9.796077103493808,1.1139835987840445,8.793735486040008,89.78939137752495
2000-08-23,2.25,0.0,6.023038551746904,0.5569917993920223,10.81351387636457,91.53511808200682
2000-08-24,0.0,1.400000000000091,3.011519275873452,0.9784958996960567,3.0777024991202304,75.47638651383343
2000-08-25,0.0,1.6499999999998636,1.505759637936726,1.3142479498479602,1.1457196019296974,53.39558817001644
2000-08-28,0.0,7.9500000000000455,0.752879818968363,4.632123974924003,0.1625344708052023,13.981045283984272
2000-08-29,0.0,6.25,0.3764399094841815,5.441061987462001,0.06918500659459918,6.470817133412339
2000-08-30,7.25,0.0,3.813219954742091,2.7205309937310007,1.4016454741846371,58.36188102078215
2000-08-31,18.34999999999991,0.0,11.081609977371,1.3602654968655004,8.146652254950727,89.0670381673389
