Dates,Open,High,Low,Close,Volume,5_SMA,10_SMA,min_of_2,Signal,Trades
2000-02-21,1719.55,1767.8,1719.55,1753.6,0,1725.6299999999999,1719.224999999999,1719.224999999999,1,0.0
2000-02-22,1754.2,1781.05,1733.55,1739.05,0,1732.9299999999998,1726.8549999999989,1726.8549999999989,1,0.0
2000-02-23,1745.2,1818.2,1689.2,1696.4,0,1729.9899999999998,1727.5299999999988,1727.5299999999988,-1,-2.0
2000-02-24,1696.4,1751.6,1693.1,1732.0,0,1727.9699999999998,1729.6099999999988,1727.9699999999998,1,2.0
2000-02-25,1734.05,1757.05,1699.25,1710.45,0,1726.3,1725.054999999999,1725.054999999999,-1,-2.0
2000-02-28,1711.15,1726.65,1670.75,1722.55,0,1720.0899999999997,1722.8599999999988,1720.0899999999997,1,2.0
2000-02-29,1722.85,1783.3,1626.35,1654.8,0,1703.2399999999998,1718.0849999999987,1703.2399999999998,-1,-2.0
2000-03-01,1661.5,1727.9,1630.0,1712.7,0,1706.5,1718.244999999999,1706.5,1,2.0
2000-03-02,1713.65,1773.85,1690.05,1696.55,0,1699.4099999999999,1713.6899999999991,1699.4099999999999,-1,-2.0
2000-03-03,1696.45,1719.15,1644.4,1656.0,0,1688.5199999999998,1707.4099999999992,1688.5199999999998,-1,0.0
2000-03-06,1656.0,1721.0,1656.0,1688.5,0,1681.7099999999998,1700.8999999999992,1681.7099999999998,1,2.0
2000-03-07,1711.85,1730.85,1684.9,1702.75,0,1691.3,1697.2699999999993,1691.3,1,0.0
2000-03-08,1717.75,1765.25,1654.45,1666.35,0,1682.03,1694.264999999999,1682.03,-1,-2.0
2000-03-09,1667.45,1692.25,1595.45,1646.25,0,1671.97,1685.6899999999991,1671.97,-1,0.0
2000-03-10,1647.85,1680.45,1588.2,1602.75,0,1661.3200000000002,1674.919999999999,1661.3200000000002,-1,0.0
2000-03-13,1601.4,1645.0,1553.45,1560.7,0,1635.7600000000002,1658.7349999999992,1635.7600000000002,-1,0.0
2000-03-14,1561.55,1571.3,1503.2,1567.05,0,1608.6200000000001,1649.9599999999991,1608.6200000000001,-1,0.0
2000-03-15,1546.8,1630.95,1538.7,1620.1,0,1599.3700000000001,1640.699999999999,1599.3700000000001,1,2.0
2000-03-16,1620.4,1621.2,1554.3,1562.2,0,1582.5600000000002,1627.264999999999,1582.5600000000002,-1,-2.0
2000-03-21,1563.3,1585.25,1542.65,1556.6,0,1573.3300000000004,1617.324999999999,1573.3300000000004,-1,0.0
2000-03-22,1563.3,1604.0,1542.65,1589.6,0,1579.1100000000004,1607.4349999999988,1579.1100000000004,1,2.0
2000-03-23,1590.3,1629.2,1544.5,1553.4,0,1576.3800000000006,1592.4999999999989,1576.3800000000006,-1,-2.0
2000-03-24,1554.2,1579.4,1540.45,1569.55,0,1566.2700000000004,1582.8199999999988,1566.2700000000004,1,2.0
2000-03-27,1570.45,1593.3,1555.75,1562.95,0,1566.4200000000005,1574.4899999999986,1566.4200000000005,-1,-2.0
2000-03-28,1563.3,1575.85,1527.55,1568.6,0,1568.8200000000004,1571.0749999999985,1568.8200000000004,-1,0.0
2000-03-29,1569.3,1609.4,1553.4,1558.25,0,1562.5500000000004,1570.8299999999986,1562.5500000000004,-1,0.0
2000-03-30,1556.95,1557.85,1489.1,1549.5,0,1561.7700000000004,1569.0749999999985,1561.7700000000004,-1,0.0
2000-03-31,1545.55,1545.55,1493.9,1528.45,0,1553.5500000000006,1559.9099999999985,1553.5500000000006,-1,0.0
2000-04-03,1528.7,1555.5,1510.75,1534.75,0,1547.9100000000008,1557.1649999999984,1547.9100000000008,-1,0.0
2000-04-04,1534.05,1534.05,1420.85,1428.1,0,1519.8100000000006,1544.3149999999982,1519.8100000000006,-1,0.0
2000-04-05,1428.5,1467.4,1391.65,1434.65,0,1495.0900000000006,1528.8199999999981,1495.0900000000006,-1,0.0
2000-04-06,1436.15,1475.25,1381.05,1452.95,0,1475.7800000000007,1518.774999999998,1475.7800000000007,-1,0.0
2000-04-07,1453.3,1558.05,1453.3,1557.15,0,1481.5200000000007,1517.534999999998,1481.5200000000007,1,2.0
2000-04-10,1557.55,1636.95,1557.55,1613.0,0,1497.1700000000005,1522.539999999998,1497.1700000000005,1,0.0
2000-04-11,1613.0,1631.6,1550.85,1624.65,0,1536.4800000000002,1528.1449999999982,1528.1449999999982,1,0.0
2000-04-12,1624.4,1628.55,1586.0,1592.7,0,1568.0900000000006,1531.5899999999979,1531.5899999999979,1,0.0
2000-04-13,1587.95,1587.95,1502.7,1518.65,0,1581.2300000000005,1528.504999999998,1528.504999999998,-1,-2.0
2000-04-17,1518.55,1518.55,1412.45,1443.55,0,1558.5100000000007,1520.014999999998,1520.014999999998,-1,0.0
2000-04-18,1443.55,1478.85,1410.0,1414.8,0,1518.8700000000003,1508.019999999998,1508.019999999998,-1,0.0
2000-04-19,1417.75,1469.05,1375.05,1404.95,0,1474.9300000000007,1505.7049999999979,1474.9300000000007,-1,0.0
2000-04-20,1405.7,1425.55,1339.75,1415.65,0,1439.5200000000007,1503.804999999998,1439.5200000000007,-1,0.0
2000-04-24,1416.05,1431.8,1371.85,1388.0,0,1413.3900000000006,1497.3099999999981,1413.3900000000006,-1,0.0
2000-04-25,1383.8,1383.8,1311.3,1359.45,0,1396.5700000000006,1477.5399999999981,1396.5700000000006,-1,0.0
2000-04-26,1362.5,1439.05,1362.5,1436.1,0,1400.8300000000004,1459.849999999998,1400.8300000000004,1,2.0
2000-04-27,1436.15,1455.85,1400.65,1416.9,0,1403.2200000000007,1439.0749999999982,1403.2200000000007,1,0.0
2000-04-28,1419.9,1438.0,1396.55,1406.55,0,1401.4000000000008,1420.459999999998,1401.4000000000008,1,0.0
2000-05-02,1410.0,1421.5,1319.65,1333.45,0,1390.490000000001,1401.9399999999982,1390.490000000001,-1,-2.0
2000-05-03,1330.15,1342.15,1258.1,1316.05,0,1381.8100000000009,1389.1899999999982,1381.8100000000009,-1,0.0
2000-05-04,1317.95,1385.15,1317.95,1380.55,0,1370.7000000000007,1385.764999999998,1370.7000000000007,1,2.0
2000-05-05,1381.9,1428.6,1381.9,1422.4,0,1371.8000000000006,1387.509999999998,1371.8000000000006,1,0.0
2000-05-08,1423.25,1436.6,1358.8,1365.05,0,1363.5000000000005,1382.449999999998,1363.5000000000005,1,0.0
2000-05-09,1362.45,1385.7,1328.05,1378.55,0,1372.5200000000007,1381.5049999999978,1372.5200000000007,1,0.0
2000-05-10,1380.4,1391.35,1359.65,1363.15,0,1381.9400000000007,1381.8749999999977,1381.8749999999977,-1,-2.0
2000-05-11,1359.1,1359.1,1295.95,1304.55,0,1366.7400000000007,1368.7199999999978,1366.7400000000007,-1,0.0
2000-05-12,1305.3,1326.3,1276.4,1282.8,0,1338.8200000000008,1355.3099999999977,1338.8200000000008,-1,0.0
2000-05-15,1281.3,1311.7,1220.7,1299.25,0,1325.6600000000008,1344.5799999999977,1325.6600000000008,-1,0.0
2000-05-16,1300.2,1310.45,1287.8,1306.85,0,1311.3200000000006,1341.9199999999978,1311.3200000000006,-1,0.0
2000-05-17,1310.8,1347.7,1303.75,1311.65,0,1301.020000000001,1341.4799999999977,1301.020000000001,1,2.0
2000-05-18,1311.3,1316.2,1289.55,1293.4,0,1298.7900000000006,1332.7649999999978,1298.7900000000006,-1,-2.0
2000-05-19,1293.45,1293.45,1252.7,1268.0,0,1295.8300000000006,1317.3249999999978,1295.8300000000006,-1,0.0
2000-05-22,1267.85,1267.85,1228.4,1233.0,0,1282.5800000000006,1304.1199999999978,1282.5800000000006,-1,0.0
2000-05-23,1229.25,1230.9,1203.2,1224.4,0,1266.0900000000006,1288.7049999999979,1266.0900000000006,-1,0.0
2000-05-24,1224.5,1246.25,1201.5,1235.9,0,1250.9400000000005,1275.979999999998,1250.9400000000005,-1,0.0
2000-05-25,1237.0,1269.8,1235.7,1247.65,0,1241.7900000000004,1270.289999999998,1241.7900000000004,1,2.0
2000-05-26,1247.1,1278.75,1232.85,1275.35,0,1243.2600000000007,1269.544999999998,1243.2600000000007,1,0.0
2000-05-29,1273.7,1317.75,1267.4,1311.05,0,1258.8700000000006,1270.724999999998,1258.8700000000006,1,0.0
2000-05-30,1310.8,1347.3,1304.95,1344.85,0,1282.9600000000005,1274.524999999998,1274.524999999998,1,0.0
2000-05-31,1355.35,1410.75,1355.35,1380.45,0,1311.8700000000003,1281.4049999999982,1281.4049999999982,1,0.0
2000-06-01,1380.4,1380.4,1345.1,1349.0,0,1332.1400000000006,1286.964999999998,1286.964999999998,1,0.0
2000-06-02,1350.15,1395.35,1350.15,1389.25,0,1354.9200000000005,1299.089999999998,1299.089999999998,1,0.0
2000-06-05,1390.95,1461.05,1390.95,1404.6,0,1373.6300000000006,1316.2499999999982,1316.2499999999982,1,0.0
2000-06-06,1405.45,1426.15,1392.7,1421.75,0,1389.0100000000002,1335.9849999999983,1335.9849999999983,1,0.0
2000-06-07,1423.4,1442.7,1413.8,1430.35,0,1398.9900000000002,1355.4299999999982,1355.4299999999982,1,0.0
2000-06-08,1430.5,1468.7,1430.5,1463.65,0,1421.9200000000005,1377.0299999999984,1377.0299999999984,1,0.0
2000-06-09,1464.3,1485.5,1458.9,1467.2,0,1437.5100000000007,1396.2149999999983,1396.2149999999983,1,0.0
2000-06-12,1464.4,1477.55,1437.15,1440.4,0,1444.6700000000005,1409.1499999999983,1409.1499999999983,1,0.0
2000-06-13,1438.8,1438.8,1411.9,1432.9,0,1446.9000000000003,1417.9549999999983,1417.9549999999983,1,0.0
2000-06-14,1434.95,1459.15,1423.95,1435.5,0,1447.9300000000003,1423.4599999999982,1423.4599999999982,1,0.0
2000-06-15,1437.0,1452.8,1422.4,1445.25,0,1444.2500000000005,1433.0849999999982,1433.0849999999982,1,0.0
2000-06-16,1443.15,1480.85,1441.6,1477.3,0,1446.2700000000002,1441.889999999998,1441.889999999998,1,0.0
2000-06-19,1477.55,1510.45,1477.55,1498.75,0,1457.9400000000005,1451.304999999998,1451.304999999998,1,0.0
2000-06-20,1498.0,1518.05,1497.05,1507.1,0,1472.7800000000007,1459.839999999998,1459.839999999998,1,0.0
2000-06-21,1524.05,1539.1,1470.4,1475.15,0,1480.7100000000005,1464.3199999999981,1464.3199999999981,1,0.0
2000-06-22,1475.65,1491.4,1461.3,1488.25,0,1489.3100000000006,1466.7799999999982,1466.7799999999982,1,0.0
2000-06-23,1487.85,1499.85,1462.75,1472.2,0,1488.2900000000006,1467.2799999999982,1467.2799999999982,1,0.0
2000-06-26,1472.15,1472.15,1431.25,1451.65,0,1478.8700000000008,1468.4049999999982,1468.4049999999982,-1,-2.0
2000-06-27,1452.8,1467.15,1448.95,1454.3,0,1468.3100000000006,1470.544999999998,1468.3100000000006,-1,0.0
2000-06-28,1453.7,1474.7,1445.6,1470.0,0,1467.2800000000007,1473.994999999998,1467.2800000000007,1,2.0
2000-06-29,1471.35,1505.75,1471.35,1492.35,0,1468.1000000000008,1478.704999999998,1468.1000000000008,1,0.0
2000-06-30,1490.2,1490.65,1462.45,1471.45,0,1467.950000000001,1478.1199999999983,1467.950000000001,1,0.0
2000-07-03,1473.45,1498.7,1473.45,1495.25,0,1476.6700000000008,1477.7699999999982,1476.6700000000008,1,0.0
2000-07-04,1496.15,1516.8,1494.8,1511.3,0,1488.0700000000006,1478.1899999999982,1478.1899999999982,1,0.0
2000-07-05,1511.5,1530.9,1511.5,1526.05,0,1499.2800000000007,1483.2799999999982,1483.2799999999982,1,0.0
2000-07-06,1525.15,1525.15,1504.05,1516.8,0,1504.1700000000005,1486.134999999998,1486.134999999998,1,0.0
2000-07-07,1517.0,1528.15,1513.4,1517.6,0,1513.4000000000005,1490.674999999998,1490.674999999998,1,0.0
2000-07-10,1518.15,1523.2,1502.7,1509.65,0,1516.2800000000007,1496.474999999998,1496.474999999998,1,0.0
2000-07-11,1510.55,1523.1,1506.15,1518.55,0,1517.7300000000005,1502.8999999999983,1502.8999999999983,1,0.0
2000-07-12,1518.7,1537.1,1507.95,1533.35,0,1519.1900000000003,1509.234999999998,1509.234999999998,1,0.0
2000-07-13,1535.55,1564.75,1513.65,1522.6,0,1520.3500000000001,1512.259999999998,1512.259999999998,1,0.0
2000-07-14,1522.2,1534.35,1505.9,1509.75,0,1518.78,1516.0899999999976,1516.0899999999976,-1,-2.0
2000-07-17,1509.25,1512.25,1475.15,1479.65,0,1512.78,1514.5299999999977,1512.78,-1,0.0
2000-07-18,1479.3,1482.9,1458.6,1463.1,0,1501.69,1509.7099999999978,1501.69,-1,0.0
2000-07-19,1464.55,1468.55,1432.85,1435.8,0,1482.1799999999998,1500.6849999999977,1482.1799999999998,-1,0.0
2000-07-20,1434.95,1443.25,1416.0,1424.2,0,1462.5,1491.424999999998,1462.5,-1,0.0
2000-07-21,1424.9,1435.2,1394.3,1397.25,0,1440.0,1479.3899999999978,1440.0,-1,0.0
2000-07-24,1397.05,1397.05,1310.85,1317.75,0,1407.6200000000001,1460.1999999999978,1407.6200000000001,-1,0.0
2000-07-25,1317.35,1363.45,1269.25,1348.9,0,1384.78,1443.2349999999979,1384.78,-1,0.0
2000-07-26,1350.8,1371.8,1315.15,1318.25,0,1361.27,1421.7249999999979,1361.27,-1,0.0
2000-07-27,1317.0,1342.75,1291.3,1338.05,0,1344.04,1403.2699999999977,1344.04,-1,0.0
2000-07-28,1337.7,1359.4,1327.95,1333.8,0,1331.35,1385.6749999999977,1331.35,1,2.0
2000-07-31,1333.3,1343.65,1317.3,1332.85,0,1334.3700000000001,1370.9949999999976,1334.3700000000001,-1,-2.0
2000-08-01,1332.85,1344.5,1322.6,1326.85,0,1329.9600000000003,1357.3699999999976,1329.9600000000003,-1,0.0
2000-08-02,1323.7,1333.85,1312.25,1331.9,0,1332.69,1346.9799999999977,1332.69,-1,0.0
2000-08-03,1330.7,1339.4,1319.0,1321.25,0,1329.3300000000002,1336.6849999999977,1329.3300000000002,-1,0.0
2000-08-04,1320.25,1333.15,1302.65,1318.55,0,1326.2800000000002,1328.8149999999976,1326.2800000000002,-1,0.0
2000-08-07,1319.7,1321.7,1299.9,1310.8,0,1321.8700000000001,1328.1199999999976,1321.8700000000001,-1,0.0
2000-08-08,1312.1,1348.25,1311.15,1345.6,0,1325.6200000000001,1327.7899999999977,1325.6200000000001,1,2.0
2000-08-09,1345.95,1363.95,1341.05,1344.95,0,1328.23,1330.4599999999978,1328.23,1,0.0
2000-08-10,1345.25,1360.4,1325.15,1328.0,0,1329.58,1329.4549999999977,1329.4549999999977,-1,-2.0
2000-08-11,1328.15,1328.15,1306.6,1310.75,0,1328.02,1327.1499999999978,1327.1499999999978,-1,0.0
2000-08-14,1312.25,1321.55,1295.45,1317.9,0,1329.44,1325.6549999999977,1325.6549999999977,-1,0.0
2000-08-16,1319.35,1354.95,1319.35,1351.45,0,1330.61,1328.1149999999977,1328.1149999999977,1,2.0
2000-08-17,1351.5,1363.05,1334.95,1341.4,0,1329.8999999999999,1329.0649999999978,1329.0649999999978,1,0.0
2000-08-18,1342.0,1360.65,1339.05,1358.05,0,1335.9099999999999,1332.7449999999976,1332.7449999999976,1,0.0
2000-08-21,1358.75,1374.5,1358.75,1370.25,0,1347.81,1337.9149999999977,1337.9149999999977,1,0.0
2000-08-22,1370.75,1394.9,1370.75,1381.2,0,1360.4699999999998,1344.9549999999979,1344.9549999999979,1,0.0
2000-08-23,1381.6,1398.9,1376.9,1386.05,0,1367.3899999999999,1348.9999999999977,1348.9999999999977,1,0.0
2000-08-24,1386.3,1390.45,1374.9,1386.95,0,1376.5,1353.1999999999978,1353.1999999999978,1,0.0
2000-08-25,1387.35,1396.1,1377.75,1381.25,0,1381.1399999999999,1358.5249999999978,1358.5249999999978,1,0.0
2000-08-28,1379.6,1383.45,1368.25,1369.85,0,1381.06,1364.434999999998,1364.434999999998,1,0.0
2000-08-29,1368.65,1373.55,1360.65,1367.7,0,1378.3600000000001,1369.414999999998,1369.414999999998,-1,-2.0
2000-08-30,1369.9,1384.85,1369.8,1375.95,0,1376.34,1371.864999999998,1371.864999999998,1,2.0
2000-08-31,1376.5,1397.3,1375.9,1394.1,0,1377.77,1377.134999999998,1377.134999999998,1,0.0
2000-09-04,1395.95,1433.15,1395.95,1427.75,0,1387.0699999999997,1384.1049999999982,1384.1049999999982,1,0.0
2000-09-05,1428.05,1434.65,1420.9,1428.25,0,1398.7499999999995,1389.9049999999982,1389.9049999999982,1,0.0
2000-09-06,1430.9,1444.45,1421.0,1435.35,0,1412.2799999999997,1395.3199999999981,1395.3199999999981,1,0.0
2000-09-07,1434.7,1450.2,1424.35,1439.75,0,1425.0399999999995,1400.6899999999982,1400.6899999999982,1,0.0
2000-09-08,1440.6,1453.15,1440.6,1450.05,0,1436.2299999999996,1406.999999999998,1406.999999999998,1,0.0
2000-09-11,1449.35,1469.0,1448.95,1456.35,0,1441.9499999999996,1414.509999999998,1414.509999999998,1,0.0
2000-09-12,1457.1,1470.55,1447.8,1467.65,0,1449.8299999999995,1424.289999999998,1424.289999999998,1,0.0
2000-09-13,1467.65,1482.0,1452.6,1456.15,0,1453.9899999999993,1433.134999999998,1433.134999999998,1,0.0
2000-09-14,1456.75,1466.65,1437.85,1445.3,0,1455.0999999999992,1440.0699999999977,1440.0699999999977,1,0.0
2000-09-15,1443.25,1451.05,1411.55,1417.2,0,1448.5299999999993,1442.3799999999978,1442.3799999999978,-1,-2.0
2000-09-18,1416.05,1416.05,1352.1,1354.35,0,1428.1299999999992,1435.0399999999977,1428.1299999999992,-1,0.0
2000-09-19,1351.8,1361.7,1295.3,1317.0,0,1397.9999999999993,1423.9149999999977,1397.9999999999993,-1,0.0
2000-09-20,1317.8,1351.1,1311.1,1342.9,0,1375.3499999999992,1414.6699999999978,1375.3499999999992,-1,0.0
2000-09-21,1341.65,1347.4,1325.75,1329.85,0,1352.2599999999993,1403.6799999999978,1352.2599999999993,-1,0.0
2000-09-22,1329.1,1329.1,1261.2,1266.45,0,1322.1099999999992,1385.319999999998,1322.1099999999992,-1,0.0
2000-09-25,1268.4,1305.1,1268.4,1292.55,0,1309.7499999999993,1368.9399999999978,1309.7499999999993,-1,0.0
2000-09-26,1292.9,1298.25,1261.0,1267.9,0,1299.9299999999992,1348.9649999999979,1299.9299999999992,-1,0.0
2000-09-27,1267.45,1299.0,1249.35,1292.55,0,1289.8599999999992,1332.6049999999977,1289.8599999999992,1,2.0
2000-09-28,1292.4,1302.75,1260.8,1266.4,0,1277.169999999999,1314.7149999999979,1277.169999999999,-1,-2.0
2000-09-29,1267.3,1284.15,1264.4,1271.65,0,1278.209999999999,1300.1599999999976,1278.209999999999,-1,0.0
2000-10-03,1270.75,1288.15,1254.35,1282.0,0,1276.099999999999,1292.9249999999977,1276.099999999999,1,2.0
2000-10-04,1281.45,1300.05,1275.8,1297.8,0,1282.0799999999988,1291.0049999999976,1282.0799999999988,1,0.0
2000-10-05,1296.1,1306.45,1282.5,1284.75,0,1280.5199999999988,1285.1899999999976,1280.5199999999988,1,0.0
2000-10-06,1284.35,1287.85,1262.65,1285.0,0,1284.2399999999986,1280.7049999999977,1280.7049999999977,1,0.0
2000-10-09,1285.05,1286.35,1264.2,1267.3,0,1283.3699999999985,1280.7899999999975,1280.7899999999975,-1,-2.0
2000-10-10,1268.7,1272.75,1230.05,1238.95,0,1274.7599999999986,1275.4299999999976,1274.7599999999986,-1,0.0
2000-10-11,1232.85,1234.1,1193.8,1201.9,0,1255.5799999999986,1268.8299999999977,1255.5799999999986,-1,0.0
2000-10-12,1201.3,1214.35,1185.1,1206.25,0,1239.8799999999987,1260.1999999999975,1239.8799999999987,-1,0.0
2000-10-13,1205.7,1205.7,1167.5,1176.75,0,1218.2299999999987,1251.2349999999976,1218.2299999999987,-1,0.0
2000-10-16,1177.85,1228.8,1173.35,1175.45,0,1199.8599999999985,1241.6149999999977,1199.8599999999985,-1,0.0
2000-10-17,1174.3,1174.3,1140.6,1158.05,0,1183.6799999999987,1229.2199999999978,1183.6799999999987,-1,0.0
2000-10-18,1157.05,1157.05,1122.8,1136.0,0,1170.4999999999986,1213.0399999999977,1170.4999999999986,-1,0.0
2000-10-19,1135.65,1171.5,1108.2,1166.15,0,1162.4799999999984,1201.1799999999978,1162.4799999999984,1,2.0
2000-10-20,1166.2,1202.7,1166.2,1172.0,0,1161.5299999999984,1189.8799999999978,1161.5299999999984,1,0.0
2000-10-23,1171.75,1172.15,1141.45,1143.95,0,1155.2299999999984,1177.5449999999978,1155.2299999999984,-1,-2.0
2000-10-24,1143.0,1155.35,1132.9,1152.45,0,1154.1099999999983,1168.894999999998,1154.1099999999983,-1,0.0
2000-10-25,1158.2,1190.4,1157.25,1183.9,0,1163.6899999999982,1167.094999999998,1163.6899999999982,1,2.0
2000-10-26,1182.8,1188.2,1176.6,1186.3,0,1167.7199999999982,1165.0999999999979,1165.0999999999979,1,0.0
2000-10-27,1186.95,1192.9,1171.85,1178.7,0,1169.0599999999981,1165.2949999999978,1165.2949999999978,1,0.0
2000-10-30,1178.75,1185.8,1164.25,1167.15,0,1173.6999999999985,1164.4649999999979,1164.4649999999979,1,0.0
2000-10-31,1167.2,1175.6,1155.15,1172.75,0,1177.7599999999984,1165.934999999998,1165.934999999998,1,0.0
2000-11-01,1178.25,1203.85,1177.1,1200.8,0,1181.1399999999983,1172.4149999999977,1172.4149999999977,1,0.0
2000-11-02,1201.25,1226.35,1199.75,1224.85,0,1188.8499999999983,1178.2849999999978,1178.2849999999978,1,0.0
2000-11-03,1225.0,1249.2,1225.0,1242.05,0,1201.5199999999984,1185.2899999999977,1185.2899999999977,1,0.0
2000-11-06,1242.15,1261.4,1236.65,1240.25,0,1216.1399999999983,1194.9199999999978,1194.9199999999978,1,0.0
2000-11-07,1239.0,1249.1,1232.35,1246.75,0,1230.9399999999982,1204.3499999999976,1204.3499999999976,1,0.0
2000-11-08,1246.65,1277.25,1246.65,1266.8,0,1244.1399999999983,1212.6399999999976,1212.6399999999976,1,0.0
2000-11-09,1266.75,1275.55,1255.95,1269.95,0,1253.1599999999985,1221.0049999999978,1221.0049999999978,1,0.0
2000-11-10,1271.35,1271.4,1237.5,1239.55,0,1252.6599999999985,1227.0899999999976,1227.0899999999976,1,0.0
2000-11-13,1239.35,1239.35,1199.95,1208.05,0,1246.2199999999984,1231.1799999999976,1231.1799999999976,-1,-2.0
2000-11-14,1207.2,1246.9,1207.05,1242.85,0,1245.4399999999982,1238.1899999999976,1238.1899999999976,1,2.0
2000-11-15,1245.0,1270.1,1243.2,1247.05,0,1241.4899999999984,1242.8149999999976,1241.4899999999984,1,0.0
2000-11-16,1246.6,1254.55,1228.6,1233.25,0,1234.1499999999983,1243.6549999999975,1234.1499999999983,-1,-2.0
2000-11-17,1232.35,1238.0,1216.9,1236.0,0,1233.4399999999982,1243.0499999999977,1233.4399999999982,1,2.0
2000-11-20,1236.0,1241.75,1231.05,1237.6,0,1239.3499999999983,1242.7849999999976,1239.3499999999983,-1,-2.0
2000-11-21,1236.95,1237.85,1224.3,1235.0,0,1237.7799999999984,1241.6099999999976,1237.7799999999984,-1,0.0
2000-11-22,1235.85,1247.5,1220.05,1222.35,0,1232.8399999999986,1237.1649999999977,1232.8399999999986,-1,0.0
2000-11-23,1221.2,1223.05,1209.85,1216.0,0,1229.3899999999985,1231.7699999999977,1229.3899999999985,-1,0.0
2000-11-24,1216.05,1230.0,1216.05,1225.2,0,1227.2299999999984,1230.3349999999978,1227.2299999999984,-1,0.0
2000-11-27,1225.4,1254.45,1225.35,1252.9,0,1230.2899999999984,1234.819999999998,1230.2899999999984,1,2.0
2000-11-28,1252.9,1275.45,1248.9,1272.75,0,1237.8399999999983,1237.809999999998,1237.809999999998,1,0.0
