Dates,Open,High,Low,Close,Volume,5_SMA,10_SMA,min_of_2,Signal,Trades
2004-01-16,1944.15,1953.05,1887.1,1900.65,0,1947.2899999999995,1947.534999999998,1947.2899999999995,-1,0.0
2004-01-19,1901.9,1943.1,1874.95,1935.35,0,1945.2399999999993,1945.569999999998,1945.2399999999993,-1,0.0
2004-01-20,1928.8,1957.65,1876.85,1893.25,0,1931.1699999999994,1942.2249999999979,1931.1699999999994,-1,0.0
2004-01-21,1895.45,1899.55,1811.35,1824.6,0,1899.6599999999994,1933.0099999999977,1899.6599999999994,-1,0.0
2004-01-22,1824.7,1854.55,1756.25,1770.5,0,1864.8699999999994,1913.2049999999977,1864.8699999999994,-1,0.0
2004-01-23,1771.1,1858.5,1771.1,1847.55,0,1854.2499999999993,1900.7699999999975,1854.2499999999993,-1,0.0
2004-01-27,1847.9,1911.3,1844.65,1904.7,0,1848.1199999999994,1896.6799999999978,1848.1199999999994,1,2.0
2004-01-28,1903.9,1918.45,1846.35,1863.1,0,1842.0899999999995,1886.6299999999978,1842.0899999999995,1,0.0
2004-01-29,1863.0,1883.1,1827.25,1843.6,0,1845.8899999999994,1872.7749999999974,1845.8899999999994,-1,-2.0
2004-01-30,1843.7,1860.4,1804.3,1809.75,0,1853.7399999999993,1859.3049999999973,1853.7399999999993,-1,0.0
2004-02-03,1809.3,1815.95,1755.65,1769.0,0,1838.0299999999995,1846.1399999999971,1838.0299999999995,-1,0.0
2004-02-04,1769.1,1829.65,1761.75,1822.2,0,1821.5299999999995,1834.8249999999975,1821.5299999999995,1,2.0
2004-02-05,1823.5,1846.75,1787.15,1804.5,0,1809.8099999999995,1825.9499999999975,1809.8099999999995,-1,-2.0
2004-02-06,1804.35,1837.95,1797.95,1833.65,0,1807.8199999999993,1826.8549999999977,1807.8199999999993,1,2.0
2004-02-09,1834.9,1885.2,1833.05,1880.7,0,1822.0099999999995,1837.8749999999977,1822.0099999999995,1,0.0
2004-02-10,1880.85,1897.0,1861.65,1880.75,0,1844.3599999999994,1841.194999999998,1841.194999999998,1,0.0
2004-02-11,1891.8,1894.8,1874.5,1891.5,0,1858.2199999999993,1839.8749999999977,1839.8749999999977,1,0.0
2004-02-12,1892.2,1906.1,1869.25,1885.3,0,1874.3799999999992,1842.094999999998,1842.094999999998,1,0.0
2004-02-13,1875.6,1916.2,1873.25,1913.6,0,1890.3699999999994,1849.094999999998,1849.094999999998,1,0.0
2004-02-16,1914.45,1929.5,1909.45,1913.55,0,1896.9399999999991,1859.4749999999979,1859.4749999999979,1,0.0
2004-02-17,1913.55,1926.15,1905.5,1920.1,0,1904.809999999999,1874.5849999999978,1874.5849999999978,1,0.0
2004-02-18,1920.0,1935.8,1912.6,1916.45,0,1909.7999999999993,1884.0099999999977,1884.0099999999977,1,0.0
2004-02-19,1916.65,1919.7,1851.8,1858.3,0,1904.3999999999992,1889.3899999999976,1889.3899999999976,-1,-2.0
2004-02-20,1858.25,1872.85,1831.15,1852.65,0,1892.2099999999991,1891.2899999999977,1891.2899999999977,-1,0.0
2004-02-23,1853.0,1867.25,1800.2,1808.2,0,1871.1399999999994,1884.0399999999977,1871.1399999999994,-1,0.0
2004-02-24,1808.4,1826.85,1780.35,1821.35,0,1851.3899999999994,1878.0999999999974,1851.3899999999994,-1,0.0
2004-02-25,1833.65,1834.1,1779.0,1786.8,0,1825.4599999999991,1867.6299999999974,1825.4599999999991,-1,0.0
2004-02-26,1787.45,1818.6,1760.55,1765.8,0,1806.9599999999991,1855.6799999999973,1806.9599999999991,-1,0.0
2004-02-27,1765.9,1807.45,1763.95,1800.3,0,1796.489999999999,1844.3499999999974,1796.489999999999,1,2.0
2004-03-01,1798.35,1856.45,1795.35,1852.7,0,1805.389999999999,1838.2649999999976,1805.389999999999,1,0.0
2004-03-03,1852.45,1868.25,1842.45,1860.4,0,1813.199999999999,1832.2949999999978,1813.199999999999,1,0.0
2004-03-04,1859.3,1867.95,1831.2,1843.85,0,1824.6099999999992,1825.0349999999976,1824.6099999999992,1,0.0
2004-03-05,1843.9,1871.1,1843.9,1867.7,0,1844.9899999999993,1825.9749999999979,1825.9749999999979,1,0.0
2004-03-08,1868.15,1891.95,1867.95,1885.25,0,1861.9799999999996,1829.2349999999976,1829.2349999999976,1,0.0
2004-03-09,1884.5,1898.7,1843.0,1866.05,0,1864.6499999999992,1835.0199999999975,1835.0199999999975,1,0.0
2004-03-10,1866.3,1866.4,1835.8,1844.35,0,1861.4399999999994,1837.3199999999974,1837.3199999999974,1,0.0
2004-03-11,1843.95,1843.95,1798.45,1805.4,0,1853.7499999999993,1839.1799999999978,1839.1799999999978,-1,-2.0
2004-03-12,1805.2,1820.95,1775.9,1812.2,0,1842.6499999999992,1843.819999999998,1842.6499999999992,-1,0.0
2004-03-15,1812.45,1836.0,1751.8,1763.4,0,1818.2799999999993,1840.129999999998,1818.2799999999993,-1,0.0
2004-03-16,1763.35,1769.5,1730.1,1749.35,0,1794.9399999999994,1829.7949999999978,1794.9399999999994,-1,0.0
2004-03-17,1749.6,1765.05,1738.85,1749.85,0,1776.0399999999995,1818.7399999999975,1776.0399999999995,-1,0.0
2004-03-18,1750.0,1754.95,1708.3,1716.65,0,1758.2899999999995,1806.019999999998,1758.2899999999995,-1,0.0
2004-03-19,1716.3,1738.6,1703.55,1725.1,0,1740.8699999999994,1791.7599999999977,1740.8699999999994,-1,0.0
2004-03-22,1726.3,1726.35,1678.4,1685.0,0,1725.1899999999994,1771.7349999999976,1725.1899999999994,-1,0.0
2004-03-23,1685.15,1710.45,1669.7,1696.4,0,1714.5999999999992,1754.769999999998,1714.5999999999992,-1,0.0
2004-03-24,1697.4,1700.65,1676.4,1692.1,0,1703.0499999999993,1739.5449999999978,1703.0499999999993,-1,0.0
2004-03-25,1691.95,1720.65,1691.95,1704.45,0,1700.6099999999994,1729.4499999999978,1700.6099999999994,1,2.0
2004-03-26,1704.45,1755.45,1703.8,1747.5,0,1705.0899999999995,1722.9799999999977,1705.0899999999995,1,0.0
2004-03-29,1747.35,1766.15,1739.5,1762.05,0,1720.4999999999993,1722.8449999999975,1720.4999999999993,1,0.0
2004-03-30,1762.15,1775.4,1746.25,1750.15,0,1731.2499999999993,1722.924999999998,1722.924999999998,1,0.0
2004-03-31,1744.6,1775.3,1740.2,1771.9,0,1747.2099999999991,1725.129999999998,1725.129999999998,1,0.0
2004-04-01,1771.45,1823.05,1771.45,1819.65,0,1770.2499999999989,1735.429999999998,1735.429999999998,1,0.0
2004-04-02,1856.1,1856.3,1809.0,1841.1,0,1788.969999999999,1747.0299999999982,1747.0299999999982,1,0.0
2004-04-05,1841.1,1878.8,1840.0,1856.6,0,1807.8799999999992,1764.189999999998,1764.189999999998,1,0.0
2004-04-06,1870.8,1876.15,1836.9,1851.15,0,1828.0799999999992,1779.664999999998,1779.664999999998,1,0.0
2004-04-07,1856.4,1865.2,1833.95,1848.7,0,1843.4399999999994,1795.3249999999982,1795.3249999999982,1,0.0
2004-04-08,1854.0,1864.95,1839.7,1853.55,0,1850.2199999999993,1810.234999999998,1810.234999999998,1,0.0
2004-04-12,1860.3,1873.75,1828.95,1838.2,0,1849.6399999999994,1819.304999999998,1819.304999999998,1,0.0
2004-04-13,1838.5,1885.15,1819.8,1878.45,0,1854.0099999999995,1830.9449999999983,1830.9449999999983,1,0.0
2004-04-15,1878.5,1884.5,1855.0,1861.95,0,1856.1699999999996,1842.1249999999982,1842.1249999999982,1,0.0
2004-04-16,1863.85,1882.55,1861.8,1868.95,0,1860.2199999999998,1851.829999999998,1851.829999999998,1,0.0
2004-04-17,1869.2,1875.95,1864.95,1868.1,0,1863.1299999999999,1856.674999999998,1856.674999999998,1,0.0
2004-04-19,1868.2,1876.2,1837.4,1844.05,0,1864.2999999999997,1856.969999999998,1856.969999999998,-1,-2.0
2004-04-20,1844.4,1851.0,1832.0,1844.25,0,1857.4599999999996,1855.734999999998,1855.734999999998,-1,0.0
2004-04-21,1844.35,1876.0,1838.6,1873.35,0,1859.7399999999993,1857.9549999999977,1857.9549999999977,1,2.0
2004-04-22,1873.55,1894.6,1871.0,1889.55,0,1863.8599999999992,1862.0399999999977,1862.0399999999977,1,0.0
2004-04-23,1890.85,1912.35,1885.75,1892.45,0,1868.729999999999,1865.9299999999978,1865.9299999999978,1,0.0
2004-04-27,1890.05,1893.1,1814.0,1817.25,0,1863.3699999999994,1863.8349999999978,1863.3699999999994,-1,-2.0
2004-04-28,1819.0,1833.95,1801.8,1816.55,0,1857.8299999999992,1857.6449999999975,1857.6449999999975,-1,0.0
2004-04-29,1816.7,1818.9,1793.1,1808.95,0,1844.9499999999994,1852.3449999999975,1844.9499999999994,-1,0.0
2004-04-30,1820.55,1841.45,1788.3,1796.1,0,1826.2599999999995,1845.0599999999972,1826.2599999999995,-1,0.0
2004-05-03,1796.1,1801.45,1742.8,1766.7,0,1801.1099999999994,1834.9199999999976,1801.1099999999994,-1,0.0
2004-05-04,1769.1,1803.15,1768.8,1793.1,0,1796.2799999999995,1829.8249999999975,1796.2799999999995,-1,0.0
2004-05-05,1789.45,1814.35,1788.1,1809.9,0,1794.9499999999996,1826.3899999999976,1794.9499999999996,1,2.0
2004-05-06,1810.3,1837.95,1810.3,1832.8,0,1799.7199999999993,1822.3349999999978,1799.7199999999993,1,0.0
2004-05-07,1832.85,1833.15,1796.95,1804.45,0,1801.3899999999994,1813.8249999999978,1801.3899999999994,1,0.0
2004-05-10,1804.4,1804.4,1753.8,1769.1,0,1801.8699999999994,1801.4899999999975,1801.4899999999975,-1,-2.0
2004-05-11,1768.7,1768.7,1692.9,1699.45,0,1783.1399999999994,1789.7099999999978,1783.1399999999994,-1,0.0
2004-05-12,1699.25,1721.35,1689.85,1711.1,0,1763.3799999999997,1779.1649999999977,1763.3799999999997,-1,0.0
2004-05-13,1707.95,1750.3,1625.1,1717.5,0,1740.3199999999997,1770.0199999999975,1740.3199999999997,-1,0.0
2004-05-14,1717.05,1722.8,1566.95,1582.4,0,1695.9099999999994,1748.6499999999978,1695.9099999999994,-1,0.0
2004-05-17,1582.5,1583.8,1292.2,1388.75,0,1619.8399999999995,1710.8549999999977,1619.8399999999995,-1,0.0
2004-05-18,1392.95,1517.6,1389.65,1503.95,0,1580.7399999999996,1681.939999999998,1580.7399999999996,-1,0.0
2004-05-19,1508.05,1576.05,1508.05,1567.85,0,1552.0899999999995,1657.7349999999976,1552.0899999999995,1,2.0
2004-05-20,1566.5,1591.05,1531.3,1543.85,0,1517.3599999999994,1628.8399999999976,1517.3599999999994,1,0.0
2004-05-21,1545.05,1566.15,1498.1,1560.2,0,1512.9199999999996,1604.4149999999977,1512.9199999999996,1,0.0
2004-05-24,1563.65,1613.6,1563.05,1608.85,0,1556.9399999999998,1588.3899999999974,1556.9399999999998,1,0.0
2004-05-25,1608.9,1621.45,1566.4,1606.7,0,1577.49,1579.1149999999973,1577.49,1,0.0
2004-05-26,1608.15,1625.7,1587.0,1598.8,0,1583.6799999999998,1567.884999999997,1567.884999999997,1,0.0
2004-05-27,1590.15,1606.0,1576.05,1586.4,0,1592.1899999999998,1554.7749999999971,1554.7749999999971,1,0.0
2004-05-28,1586.35,1587.1,1504.0,1508.75,0,1581.8999999999999,1547.4099999999971,1547.4099999999971,-1,-2.0
2004-05-31,1507.05,1509.05,1456.2,1483.6,0,1556.8499999999997,1556.8949999999973,1556.8499999999997,-1,0.0
2004-06-01,1483.9,1529.6,1483.9,1507.9,0,1537.0899999999997,1557.2899999999972,1537.0899999999997,-1,0.0
2004-06-02,1508.0,1543.3,1508.0,1535.2,0,1524.3699999999994,1554.0249999999974,1524.3699999999994,1,2.0
2004-06-03,1535.8,1566.5,1484.5,1495.1,0,1506.1099999999994,1549.1499999999974,1506.1099999999994,-1,-2.0
2004-06-04,1494.85,1527.0,1480.8,1521.1,0,1508.5799999999995,1545.2399999999973,1508.5799999999995,1,2.0
2004-06-07,1521.6,1557.5,1521.6,1542.55,0,1520.3699999999994,1538.6099999999972,1520.3699999999994,1,0.0
2004-06-08,1542.6,1557.0,1526.45,1550.55,0,1528.8999999999992,1532.9949999999972,1528.8999999999992,1,0.0
2004-06-09,1550.45,1561.6,1541.6,1548.3,0,1531.519999999999,1527.9449999999972,1527.9449999999972,1,0.0
2004-06-10,1547.7,1552.75,1535.0,1544.75,0,1541.449999999999,1523.7799999999972,1523.7799999999972,1,0.0
2004-06-11,1544.95,1547.4,1504.8,1508.45,0,1538.919999999999,1523.749999999997,1523.749999999997,-1,-2.0
2004-06-14,1508.15,1509.6,1474.65,1481.35,0,1526.679999999999,1523.524999999997,1523.524999999997,-1,0.0
2004-06-15,1481.45,1507.85,1481.0,1501.0,0,1516.7699999999988,1522.834999999997,1516.7699999999988,-1,0.0
2004-06-16,1500.95,1525.2,1490.45,1494.75,0,1506.059999999999,1518.7899999999968,1506.059999999999,-1,0.0
2004-06-17,1494.7,1519.2,1482.2,1512.05,0,1499.519999999999,1520.4849999999967,1499.519999999999,1,2.0
2004-06-18,1511.95,1515.05,1485.05,1491.2,0,1496.0699999999993,1517.4949999999967,1496.0699999999993,-1,-2.0
2004-06-21,1490.75,1499.8,1478.85,1482.0,0,1496.199999999999,1511.4399999999969,1496.199999999999,-1,0.0
2004-06-22,1482.85,1489.6,1467.65,1474.7,0,1490.9399999999991,1503.854999999997,1490.9399999999991,-1,0.0
2004-06-23,1474.8,1481.45,1442.55,1446.1,0,1481.2099999999991,1493.634999999997,1481.2099999999991,-1,0.0
2004-06-24,1445.35,1474.3,1437.9,1470.75,0,1472.9499999999991,1486.234999999997,1472.9499999999991,-1,0.0
2004-06-25,1471.5,1494.0,1459.55,1488.5,0,1472.4099999999994,1484.2399999999968,1472.4099999999994,1,2.0
2004-06-28,1488.6,1516.95,1488.6,1514.35,0,1478.8799999999992,1487.5399999999968,1478.8799999999992,1,0.0
2004-06-29,1514.35,1528.5,1503.3,1518.3,0,1487.599999999999,1489.2699999999968,1487.599999999999,1,0.0
2004-06-30,1518.7,1532.15,1501.7,1505.6,0,1499.4999999999989,1490.3549999999966,1490.3549999999966,1,0.0
2004-07-01,1506.65,1539.15,1504.55,1537.2,0,1512.789999999999,1492.8699999999967,1492.8699999999967,1,0.0
2004-07-02,1537.05,1547.65,1516.15,1537.5,0,1522.589999999999,1497.4999999999968,1497.4999999999968,1,0.0
2004-07-05,1537.55,1546.0,1522.9,1526.85,0,1525.089999999999,1501.9849999999965,1501.9849999999965,1,0.0
2004-07-06,1526.65,1561.0,1524.15,1558.25,0,1533.079999999999,1510.3399999999965,1510.3399999999965,1,0.0
2004-07-07,1558.05,1578.5,1551.35,1566.8,0,1545.319999999999,1522.4099999999964,1522.4099999999964,1,0.0
2004-07-08,1567.25,1586.55,1504.5,1518.15,0,1541.5099999999989,1527.1499999999965,1527.1499999999965,-1,-2.0
2004-07-09,1517.45,1557.75,1472.55,1553.2,0,1544.649999999999,1533.6199999999965,1533.6199999999965,1,2.0
2004-07-12,1548.6,1562.8,1537.7,1556.95,0,1550.669999999999,1537.8799999999965,1537.8799999999965,1,0.0
2004-07-13,1560.0,1569.75,1530.6,1539.3,0,1546.8799999999987,1539.9799999999966,1539.9799999999966,-1,-2.0
2004-07-14,1535.1,1552.25,1519.35,1522.75,0,1538.0699999999988,1541.6949999999965,1538.0699999999988,-1,0.0
2004-07-15,1523.1,1543.25,1517.8,1539.4,0,1542.319999999999,1541.9149999999966,1541.9149999999966,-1,0.0
2004-07-16,1538.15,1562.0,1533.65,1558.8,0,1543.439999999999,1544.0449999999964,1543.439999999999,1,2.0
2004-07-19,1559.2,1582.35,1556.55,1571.6,0,1546.3699999999988,1548.5199999999963,1546.3699999999988,1,0.0
2004-07-20,1571.7,1581.05,1555.55,1566.1,0,1551.7299999999987,1549.3049999999962,1549.3049999999962,1,0.0
2004-07-21,1566.15,1600.7,1562.9,1581.4,0,1563.4599999999987,1550.7649999999965,1550.7649999999965,1,0.0
2004-07-22,1581.6,1609.55,1580.95,1598.1,0,1575.199999999999,1558.7599999999964,1558.7599999999964,1,0.0
2004-07-23,1587.6,1610.85,1587.6,1601.6,0,1583.7599999999989,1563.5999999999963,1563.5999999999963,1,0.0
2004-07-26,1602.15,1620.35,1584.65,1618.0,0,1593.039999999999,1569.7049999999963,1569.7049999999963,1,0.0
2004-07-27,1617.95,1629.35,1597.2,1600.75,0,1599.969999999999,1575.8499999999963,1575.8499999999963,1,0.0
2004-07-28,1600.85,1609.45,1586.15,1594.15,0,1602.519999999999,1582.9899999999966,1582.9899999999966,1,0.0
2004-07-29,1594.7,1624.3,1590.15,1618.7,0,1606.639999999999,1590.9199999999967,1590.9199999999967,1,0.0
2004-07-30,1618.9,1638.7,1609.9,1632.3,0,1612.7799999999988,1598.2699999999968,1598.2699999999968,1,0.0
2004-08-02,1631.55,1643.8,1627.25,1639.05,0,1616.9899999999986,1605.0149999999967,1605.0149999999967,1,0.0
2004-08-03,1639.95,1648.35,1626.3,1630.6,0,1622.9599999999987,1611.4649999999967,1611.4649999999967,1,0.0
2004-08-04,1631.3,1635.95,1618.2,1626.55,0,1629.4399999999987,1615.9799999999968,1615.9799999999968,1,0.0
2004-08-05,1626.4,1656.25,1626.4,1654.95,0,1636.689999999999,1621.6649999999968,1621.6649999999968,1,0.0
2004-08-06,1654.85,1658.7,1626.7,1633.4,0,1636.909999999999,1624.8449999999966,1624.8449999999966,1,0.0
2004-08-09,1633.25,1644.4,1617.05,1642.6,0,1637.6199999999988,1627.3049999999967,1627.3049999999967,1,0.0
2004-08-10,1642.75,1656.6,1637.7,1652.15,0,1641.929999999999,1632.4449999999968,1632.4449999999968,1,0.0
2004-08-11,1652.1,1658.9,1616.85,1621.6,0,1640.9399999999991,1635.1899999999966,1635.1899999999966,-1,-2.0
2004-08-12,1624.3,1629.15,1599.5,1607.2,0,1631.3899999999992,1634.0399999999966,1631.3899999999992,-1,0.0
2004-08-13,1598.2,1612.7,1591.6,1598.2,0,1624.3499999999992,1630.6299999999967,1624.3499999999992,-1,0.0
2004-08-16,1597.5,1603.2,1582.35,1599.15,0,1615.6599999999992,1626.639999999997,1615.6599999999992,-1,0.0
2004-08-17,1624.0,1628.45,1597.45,1604.35,0,1606.0999999999992,1624.0149999999967,1606.0999999999992,-1,0.0
2004-08-18,1604.15,1604.15,1577.25,1581.8,0,1598.139999999999,1619.5399999999968,1598.139999999999,-1,0.0
2004-08-19,1581.9,1612.5,1581.9,1609.2,0,1598.5399999999993,1614.964999999997,1598.5399999999993,1,2.0
2004-08-20,1609.2,1610.6,1584.05,1590.35,0,1596.9699999999991,1610.6599999999967,1596.9699999999991,-1,-2.0
2004-08-23,1590.9,1595.55,1573.7,1578.2,0,1592.7799999999993,1604.2199999999966,1592.7799999999993,-1,0.0
2004-08-24,1578.2,1597.9,1578.05,1591.6,0,1590.229999999999,1598.1649999999968,1590.229999999999,1,2.0
2004-08-25,1592.2,1598.55,1586.35,1595.7,0,1593.0099999999993,1595.5749999999966,1593.0099999999993,1,0.0
2004-08-26,1595.75,1613.25,1593.45,1610.75,0,1593.3199999999993,1595.9299999999962,1593.3199999999993,1,0.0
2004-08-27,1610.85,1617.25,1600.15,1609.0,0,1597.0499999999988,1597.0099999999961,1597.0099999999961,1,0.0
2004-08-30,1609.45,1629.9,1609.2,1628.45,0,1607.099999999999,1599.9399999999964,1599.9399999999964,1,0.0
2004-08-31,1628.5,1634.8,1618.3,1631.75,0,1615.1299999999992,1602.6799999999964,1602.6799999999964,1,0.0
2004-09-01,1631.7,1640.55,1631.1,1635.45,0,1623.0799999999995,1608.0449999999964,1608.0449999999964,1,0.0
2004-09-02,1635.5,1641.25,1619.9,1629.3,0,1626.7899999999995,1610.0549999999962,1610.0549999999962,1,0.0
2004-09-03,1629.65,1636.1,1622.1,1634.1,0,1631.8099999999995,1614.4299999999962,1614.4299999999962,1,0.0
2004-09-06,1634.6,1649.15,1634.45,1644.0,0,1634.9199999999996,1621.009999999996,1621.009999999996,1,0.0
2004-09-07,1643.95,1653.15,1641.8,1650.15,0,1638.5999999999997,1626.864999999996,1626.864999999996,1,0.0
2004-09-08,1650.6,1658.85,1648.25,1656.25,0,1642.7599999999995,1632.9199999999958,1632.9199999999958,1,0.0
2004-09-09,1656.25,1662.4,1640.25,1649.0,0,1646.6999999999996,1636.7449999999958,1636.7449999999958,1,0.0
2004-09-10,1649.45,1670.95,1642.35,1668.75,0,1653.6299999999997,1642.7199999999957,1642.7199999999957,1,0.0
2004-09-13,1668.25,1681.75,1668.05,1675.2,0,1659.8699999999997,1647.3949999999957,1647.3949999999957,1,0.0
2004-09-14,1675.2,1686.8,1668.45,1685.55,0,1666.9499999999996,1652.7749999999955,1652.7749999999955,1,0.0
2004-09-15,1685.7,1694.45,1675.85,1683.2,0,1672.3399999999997,1657.5499999999956,1657.5499999999956,1,0.0
2004-09-16,1683.6,1708.0,1677.35,1705.7,0,1683.6799999999998,1665.1899999999957,1665.1899999999957,1,0.0
2004-09-17,1702.7,1736.4,1702.7,1733.65,0,1696.6599999999999,1675.1449999999961,1675.1449999999961,1,0.0
2004-09-20,1734.05,1741.55,1725.3,1728.8,0,1707.3799999999997,1683.624999999996,1683.624999999996,1,0.0
2004-09-21,1728.75,1753.0,1724.7,1750.2,0,1720.31,1693.629999999996,1693.629999999996,1,0.0
2004-09-22,1749.75,1760.8,1736.3,1753.9,0,1734.4499999999996,1703.3949999999961,1703.3949999999961,1,0.0
2004-09-23,1753.1,1753.15,1723.4,1726.15,0,1738.5399999999995,1711.1099999999963,1711.1099999999963,1,0.0
2004-09-24,1726.15,1736.9,1717.2,1722.5,0,1736.3099999999995,1716.4849999999963,1716.4849999999963,1,0.0
2004-09-27,1722.4,1726.15,1707.95,1717.5,0,1734.0499999999997,1720.714999999996,1720.714999999996,-1,-2.0
2004-09-28,1717.45,1717.9,1697.4,1700.25,0,1724.0599999999995,1722.1849999999963,1722.1849999999963,-1,0.0
2004-09-29,1700.55,1730.3,1695.7,1727.95,0,1718.8699999999997,1726.6599999999962,1718.8699999999997,1,2.0
2004-09-30,1728.3,1748.2,1728.2,1745.5,0,1722.7399999999998,1730.6399999999962,1722.7399999999998,1,0.0
2004-10-01,1744.4,1778.65,1737.85,1775.15,0,1733.2699999999998,1734.789999999996,1733.2699999999998,1,0.0
2004-10-04,1776.75,1813.9,1775.45,1805.65,0,1750.8999999999996,1742.4749999999963,1742.4749999999963,1,0.0
2004-10-05,1805.85,1816.55,1798.6,1812.45,0,1773.3399999999997,1748.6999999999964,1748.6999999999964,1,0.0
2004-10-06,1811.7,1824.8,1790.6,1794.9,0,1786.7299999999996,1752.7999999999963,1752.7999999999963,1,0.0
2004-10-07,1793.0,1821.85,1793.0,1815.7,0,1800.7699999999998,1761.7549999999962,1761.7549999999962,1,0.0
2004-10-08,1815.65,1825.15,1808.75,1820.2,0,1809.78,1771.5249999999965,1771.5249999999965,1,0.0
2004-10-09,1812.85,1824.9,1812.8,1817.8,0,1812.2099999999998,1781.5549999999962,1781.5549999999962,1,0.0
2004-10-11,1817.85,1829.45,1803.5,1807.75,0,1811.2699999999998,1792.3049999999962,1792.3049999999962,1,0.0
2004-10-12,1808.45,1820.9,1783.05,1786.9,0,1809.6699999999996,1798.1999999999964,1798.1999999999964,-1,-2.0
2004-10-14,1784.8,1805.7,1773.0,1794.75,0,1805.4799999999996,1803.1249999999964,1803.1249999999964,-1,0.0
2004-10-15,1794.8,1814.05,1789.55,1795.0,0,1800.4399999999994,1805.1099999999963,1800.4399999999994,-1,0.0
2004-10-18,1796.05,1806.15,1782.95,1786.0,0,1794.0799999999995,1803.1449999999961,1794.0799999999995,-1,0.0
2004-10-19,1787.2,1813.9,1787.2,1808.4,0,1794.2099999999996,1802.7399999999961,1794.2099999999996,1,2.0
2004-10-20,1808.6,1815.2,1785.45,1790.05,0,1794.8399999999995,1802.254999999996,1794.8399999999995,-1,-2.0
2004-10-21,1790.35,1795.4,1772.4,1779.75,0,1791.8399999999995,1798.6599999999958,1791.8399999999995,-1,0.0
2004-10-25,1780.0,1783.55,1753.5,1757.25,0,1784.2899999999995,1792.3649999999957,1784.2899999999995,-1,0.0
2004-10-26,1777.85,1782.1,1750.3,1781.05,0,1783.2999999999993,1788.6899999999957,1783.2999999999993,-1,0.0
2004-10-27,1781.15,1797.55,1774.2,1783.85,0,1778.3899999999994,1786.2999999999956,1778.3899999999994,1,2.0
2004-10-28,1783.9,1808.15,1783.9,1800.1,0,1780.3999999999996,1787.6199999999953,1780.3999999999996,1,0.0
2004-10-29,1800.85,1808.85,1783.1,1786.9,0,1781.8299999999995,1786.8349999999955,1781.8299999999995,1,0.0
2004-11-01,1787.3,1800.25,1776.7,1797.75,0,1789.9299999999996,1787.1099999999956,1787.1099999999956,1,0.0
2004-11-02,1798.3,1817.1,1798.3,1813.7,0,1796.4599999999998,1789.8799999999956,1789.8799999999956,1,0.0
2004-11-03,1814.15,1838.4,1814.15,1837.4,0,1807.1699999999996,1792.7799999999957,1792.7799999999957,1,0.0
2004-11-04,1837.8,1853.05,1830.5,1834.85,0,1814.1199999999997,1797.2599999999954,1797.2599999999954,1,0.0
2004-11-05,1836.05,1854.4,1836.0,1852.3,0,1827.1999999999996,1804.5149999999953,1804.5149999999953,1,0.0
2004-11-08,1852.45,1871.05,1852.45,1862.8,0,1840.2099999999996,1815.0699999999954,1815.0699999999954,1,0.0
2004-11-09,1863.55,1869.45,1853.45,1858.75,0,1849.2199999999993,1822.8399999999954,1822.8399999999954,1,0.0
2004-11-10,1859.65,1878.2,1857.7,1876.1,0,1856.9599999999996,1832.0649999999955,1832.0649999999955,1,0.0
2004-11-11,1876.45,1884.65,1866.95,1870.55,0,1864.0999999999992,1839.1099999999956,1839.1099999999956,1,0.0
2004-11-12,1871.9,1885.05,1866.75,1872.95,0,1868.2299999999996,1847.7149999999954,1847.7149999999954,1,0.0
2004-11-16,1872.8,1881.4,1862.8,1879.0,0,1871.4699999999998,1855.8399999999954,1855.8399999999954,1,0.0
2004-11-17,1879.05,1892.15,1874.35,1888.65,0,1877.4499999999996,1863.3349999999955,1863.3349999999955,1,0.0
2004-11-18,1890.45,1895.3,1880.8,1892.05,0,1880.6399999999994,1868.7999999999952,1868.7999999999952,1,0.0
2004-11-19,1891.95,1898.15,1869.35,1872.35,0,1880.9999999999995,1872.5499999999952,1872.5499999999952,-1,-2.0
2004-11-22,1872.55,1878.05,1845.1,1873.35,0,1881.0799999999995,1874.6549999999952,1874.6549999999952,-1,0.0
2004-11-23,1873.35,1900.05,1873.35,1892.6,0,1883.7999999999997,1877.6349999999952,1877.6349999999952,1,2.0
2004-11-24,1893.15,1907.35,1889.85,1904.05,0,1886.8799999999997,1882.164999999995,1882.164999999995,1,0.0
2004-11-25,1904.25,1915.8,1892.6,1901.05,0,1888.6799999999996,1884.659999999995,1884.659999999995,1,0.0
2004-11-29,1899.3,1942.95,1894.6,1939.65,0,1902.1399999999994,1891.5699999999954,1891.5699999999954,1,0.0
2004-11-30,1940.25,1963.8,1940.25,1958.8,0,1919.229999999999,1900.1549999999952,1900.1549999999952,1,0.0
2004-12-01,1960.75,1971.6,1944.5,1962.05,0,1933.119999999999,1908.459999999995,1908.459999999995,1,0.0
2004-12-02,1962.75,2001.55,1962.75,1999.0,0,1952.1099999999992,1919.494999999995,1919.494999999995,1,0.0
2004-12-03,1991.9,2011.9,1990.3,1996.2,0,1971.1399999999994,1929.909999999995,1929.909999999995,1,0.0
2004-12-06,1996.3,2012.25,1989.95,1993.15,0,1981.8399999999995,1941.9899999999955,1941.9899999999955,1,0.0
2004-12-07,1990.6,2002.6,1981.15,1992.7,0,1988.6199999999997,1953.9249999999956,1953.9249999999956,1,0.0
