Dates,Open,High,Low,Close,Volume
2000-01-31,1482.15,1671.15,1482.15,1546.2,0
2000-02-29,1546.2,1818.2,1521.4,1654.8,0
2000-03-31,1661.5,1773.85,1489.1,1528.45,0
2000-04-28,1528.7,1636.95,1311.3,1406.55,0
2000-05-31,1410.0,1436.6,1201.5,1380.45,0
2000-06-30,1380.4,1539.1,1345.1,1471.45,0
2000-07-31,1473.45,1564.75,1269.25,1332.85,0
2000-08-31,1332.85,1398.9,1295.45,1394.1,0
2000-09-29,1395.95,1482.0,1249.35,1271.65,0
2000-10-31,1270.75,1306.45,1108.2,1172.75,0
2000-11-30,1178.25,1281.0,1177.1,1268.15,0
2000-12-29,1268.1,1369.5,1207.95,1263.55,0
2001-01-31,1263.5,1396.05,1248.55,1371.7,0
2001-02-28,1371.5,1422.95,1281.9,1351.4,0
2001-03-30,1351.75,1399.55,1098.75,1148.2,0
2001-04-30,1148.1,1171.85,1000.1,1125.25,0
2001-05-31,1125.45,1207.0,1096.25,1167.9,0
2001-06-29,1168.1,1175.8,1060.05,1107.9,0
2001-07-31,1108.35,1127.15,1046.9,1072.85,0
2001-08-31,1073.0,1084.0,1051.75,1053.75,0
2001-09-28,1054.65,1059.9,849.95,913.85,0
2001-10-31,914.65,1000.95,884.65,971.9,0
2001-11-29,973.55,1097.6,973.55,1067.15,0
2001-12-31,1067.2,1132.65,1010.45,1059.05,0
2002-01-31,1058.85,1121.75,1052.05,1080.45,0
2002-02-28,1076.95,1205.95,1069.4,1142.05,0
2002-03-28,1142.05,1201.1,1117.85,1129.55,0
2002-04-30,1129.85,1153.3,1073.3,1084.5,0
2002-05-31,1084.8,1136.55,1020.1,1028.8,0
2002-06-28,1029.25,1102.05,1029.25,1057.8,0
2002-07-31,1058.0,1087.4,943.6,958.9,0
2002-08-30,959.2,1012.75,935.55,1010.6,0
2002-09-30,1010.9,1024.65,960.2,963.15,0
2002-10-31,961.15,983.6,920.1,951.4,0
2002-11-29,951.45,1057.45,946.4,1050.15,0
2002-12-31,1050.15,1103.95,1034.1,1093.5,0
2003-01-31,1093.6,1105.6,1026.2,1041.85,0
2003-02-28,1040.25,1075.5,1034.1,1063.4,0
2003-03-31,1063.55,1070.85,974.1,978.2,0
2003-04-30,977.4,1033.45,920.0,934.05,0
2003-05-30,930.9,1013.85,930.8,1006.8,0
2003-06-30,1006.85,1141.3,1004.7,1134.15,0
2003-07-31,1133.95,1198.5,1089.3,1185.85,0
2003-08-29,1185.8,1365.8,1164.75,1356.55,0
2003-09-30,1356.7,1430.7,1285.25,1417.1,0
2003-10-31,1416.6,1574.1,1407.95,1555.9,0
2003-11-28,1556.5,1630.25,1509.15,1615.25,0
2003-12-31,1615.85,1914.4,1615.7,1879.75,0
2004-01-30,1880.35,2014.65,1756.25,1809.75,0
2004-02-27,1809.3,1935.8,1755.65,1800.3,0
2004-03-31,1798.35,1898.7,1669.7,1771.9,0
2004-04-30,1771.45,1912.35,1771.45,1796.1,0
2004-05-31,1796.1,1837.95,1292.2,1483.6,0
2004-06-30,1483.9,1566.5,1437.9,1505.6,0
2004-07-30,1506.65,1638.7,1472.55,1632.3,0
2004-08-31,1631.55,1658.9,1573.7,1631.75,0
2004-09-30,1631.7,1760.8,1619.9,1745.5,0
2004-10-29,1744.4,1829.45,1737.85,1786.9,0
2004-11-30,1787.3,1963.8,1776.7,1958.8,0
2004-12-31,1960.75,2088.45,1944.5,2080.5,0
2005-01-31,2080.0,2120.15,1894.4,2057.6,0
2005-02-28,2057.75,2110.15,2036.6,2103.25,0
2005-03-31,2103.1,2183.45,1971.15,2035.65,0
2005-04-29,2035.9,2084.9,1896.3,1902.5,0
2005-05-31,1903.1,2099.35,1898.15,2087.55,0
2005-06-30,2087.8,2226.15,2061.35,2220.6,0
2005-07-29,2220.45,2332.55,2171.25,2312.3,0
2005-08-31,2312.05,2426.65,2294.25,2384.65,0
2005-09-30,2384.7,2633.9,2382.9,2601.4,0
2005-10-31,2601.0,2669.2,2307.45,2370.95,0
2005-11-30,2366.8,2727.05,2366.8,2652.25,0
2005-12-30,2651.6,2857.0,2641.95,2836.55,0
2006-01-31,2836.8,3005.1,2783.85,3001.1,0
2006-02-28,3001.3,3090.3,2928.1,3074.7,0
2006-03-31,3074.6,3433.85,3064.0,3402.55,0
2006-04-29,3403.15,3598.95,3290.35,3557.6,0
2006-05-31,3557.55,3774.15,2896.4,3071.05,0
2006-06-30,3072.55,3134.15,2595.65,3128.2,0
2006-07-31,3128.75,3208.85,2878.25,3143.2,0
2006-08-31,3128.2,3452.3,3113.6,3413.9,0
2006-09-29,3414.0,3603.7,3328.45,3588.4,0
2006-10-31,3588.95,3782.85,3508.65,3744.1,0
2006-11-30,3744.1,3976.8,3737.0,3954.5,0
2006-12-29,3955.7,4046.85,3657.65,3966.4,0
2007-01-31,3966.25,4167.15,3833.6,4082.7,0
2007-02-28,4083.4,4245.3,3674.85,3745.3,0
2007-03-30,3745.4,3901.75,3554.5,3821.55,0
2007-04-30,3820.0,4217.9,3617.0,4087.9,0
2007-05-31,4089.45,4306.75,3981.15,4295.8,0
2007-06-29,4296.05,4362.95,4100.8,4318.3,0
2007-07-31,4318.4,4647.95,4304.0,4528.85,0
2007-08-31,4528.85,4532.9,4002.2,4464.0,0
2007-09-28,4466.65,5055.8,4445.55,5021.35,0
2007-10-31,5021.5,5976.0,5000.95,5900.65,0
2007-11-30,5903.8,6011.95,5394.35,5762.75,0
2007-12-31,5765.45,6185.4,5676.7,6138.6,0
2008-01-31,6136.75,6357.1,4448.5,5137.45,0
2008-02-29,5140.6,5545.2,4803.6,5223.5,0
2008-03-31,5222.8,5222.8,4468.55,4734.5,0
2008-04-30,4735.65,5230.75,4628.75,5165.9,0
2008-05-30,5265.3,5298.85,4801.9,4870.1,0
2008-06-30,4869.25,4908.8,4021.7,4040.55,0
2008-07-31,4039.75,4539.45,3790.2,4332.95,0
2008-08-29,4331.6,4649.85,4201.85,4360.0,0
