Dates,Open,High,Low,Close,Volume,roc_1,roc_2,roc_3,roc_average,roc_indicator,Signal,Trades
23-03-2004,1685,1713.85,1675.25,1696.55,0,-0.008885607,-0.004610972,-0.001265389,-0.004920656,-1,-1,0
24-03-2004,1697,1702.4,1678.1,1694.05,0,-0.007876992,-0.004838233,-0.002286683,-0.005000636,-1,-1,0
25-03-2004,1699,1712.45,1692.55,1704.45,0,-0.005471133,-0.004494324,-0.002712616,-0.004226024,-1,-1,0
26-03-2004,1721.9,1751.9,1718,1747.25,0,-0.003597341,-0.002403507,-0.001595987,-0.002532278,-1,-1,0
29-03-2004,1750.25,1767.55,1738.1,1764.65,0,0.000321205,-0.001911289,-0.001070596,-0.000886893,0,0,1
30-03-2004,1764,1770.5,1740.4,1744.4,0,-7.16E-05,-0.001456112,-0.000970466,-0.000832728,0,0,0
31-03-2004,1745,1768.8,1733.55,1765.55,0,0.00078203,-0.001259497,-9.80E-05,-0.000191831,0,0,0
01-04-2004,1768,1814.25,1765,1811.1,0,0.005462063,0.000500922,-0.000203319,0.001919889,1,1,1
02-04-2004,1815,1835.9,1797.65,1831.55,0,0.006038501,0.00148941,0.000495559,0.00267449,1,1,0
05-04-2004,1835,1875.75,1835,1855.9,0,0.009982518,0.001132535,0.000288876,0.00380131,1,1,0
06-04-2004,1858.4,1874,1838,1855.8,0,0.009386697,0.000168831,-0.000365705,0.003063274,1,1,0
07-04-2004,1860.25,1865,1831.15,1848.9,0,0.009140816,-0.000170185,-0.000363767,0.002868955,1,1,0
08-04-2004,1846.5,1866.7,1838,1859.45,0,0.009093843,0.000515307,-0.000497444,0.003037235,1,1,0
12-04-2004,1864.4,1867,1828.9,1839.75,0,0.005294033,-0.000746766,-0.000664039,0.00129441,0,0,-1
13-04-2004,1839.95,1891,1822,1881.45,0,0.006618876,-8.80E-05,-0.000462975,0.002022622,1,1,1
15-04-2004,1882,1888,1852.5,1860.55,0,0.00665845,-3.11E-05,-0.000743768,0.001961177,1,1,0
16-04-2004,1869.7,1878.85,1855.8,1865.8,0,0.005678117,0.000585132,-0.000795864,0.001822462,1,1,0
17-04-2004,1866,1867.25,1858.15,1864.05,0,0.002923638,0.001352116,-0.000731044,0.00118157,1,1,0
19-04-2004,1864,1869.9,1831.2,1835.65,0,0.000223854,0.000512014,-0.000313349,0.00014084,0,0,-1
20-04-2004,1839,1846.85,1825.6,1841.05,0,-0.000800151,0.001865833,-0.000163906,0.000300592,0,0,0
21-04-2004,1833.3,1874.9,1828.7,1871.45,0,0.000843302,0.002882594,0.000844473,0.001523456,0,0,0
22-04-2004,1873.2,1894.7,1867.1,1889.85,0,0.00221483,0.003150955,0.000917469,0.002094418,0,0,0
23-04-2004,1892,1904.85,1885.1,1891.5,0,0.001723628,0.004057532,0.001436798,0.002405986,0,0,0
27-04-2004,1876,1876,1813.6,1818,0,-0.001182226,0.002101607,0.000739042,0.000552808,0,0,0
28-04-2004,1813.9,1831.7,1798,1816.1,0,-0.003473385,0.003049572,0.000156527,-8.91E-05,0,0,0
29-04-2004,1811.1,1816.2,1791.3,1808.95,0,-0.002773373,0.002650084,-0.000528274,-0.000217188,0,0,0
30-04-2004,1800,1812,1775.05,1783.35,0,-0.004419016,0.002108556,-0.000988933,-0.001099797,0,0,0
03-05-2004,1773.15,1775,1731.55,1755.25,0,-0.005836753,0.001192173,-0.001096933,-0.001913838,0,0,0
04-05-2004,1759,1791.8,1759,1782.8,0,-0.002879089,0.00081385,-0.001226163,-0.001097134,0,0,0
05-05-2004,1788,1805.4,1784.15,1800.25,0,-0.002216127,0.000806959,-0.001131603,-0.000846923,0,0,0
06-05-2004,1806.5,1828.4,1806.5,1821.85,0,-0.002650351,0.001775969,-0.000539071,-0.000471151,0,0,0
07-05-2004,1817.5,1818.9,1781.1,1786.75,0,-0.005455459,0.000480304,-0.000708984,-0.001894713,0,0,0
10-05-2004,1780.6,1780.6,1736,1747.15,0,-0.007631509,-0.001412401,-0.000775747,-0.003273219,-1,-1,-1
11-05-2004,1741.1,1741.1,1666.4,1677.9,0,-0.007706271,-0.003355628,-0.001855913,-0.004305937,-1,-1,0
12-05-2004,1665.65,1701.65,1661.25,1694.9,0,-0.006673641,-0.003470015,-0.000911029,-0.003684895,-1,-1,0
13-05-2004,1694.6,1733.8,1628,1697.75,0,-0.006147212,-0.003406617,-0.000685991,-0.003413273,-1,-1,0
14-05-2004,1705,1712,1552.3,1573.45,0,-0.011769983,-0.005959219,-0.00254588,-0.006758361,-1,-1,0
17-05-2004,1555.5,1555.5,1258.8,1337.35,0,-0.023808574,-0.011231278,-0.005531212,-0.013523688,-1,-1,0
18-05-2004,1379,1498.1,1360,1472,0,-0.017433251,-0.007995652,-0.003694457,-0.009707786,-1,-1,0
19-05-2004,1478.8,1553.7,1478.8,1547.4,0,-0.014045271,-0.007101969,-0.002074876,-0.007740706,-1,-1,0
20-05-2004,1542,1568,1495.1,1510.75,0,-0.017076049,-0.007520357,-0.002737909,-0.009111438,-1,-1,0
21-05-2004,1503,1556.7,1463.35,1549.55,0,-0.0132755,-0.006779934,-0.002132464,-0.007395966,-1,-1,0
24-05-2004,1557,1604.5,1557,1598.8,0,-0.008490971,-0.005691907,-0.00154962,-0.005244166,-1,-1,0
25-05-2004,1589,1621.4,1544,1601.4,0,-0.004559271,-0.005104459,-0.002086851,-0.00391686,0,0,1
26-05-2004,1607.9,1628,1584.95,1594.45,0,-0.005926603,-0.005357812,-0.002411243,-0.004565219,-1,-1,-1
27-05-2004,1585,1608.45,1573.3,1586.4,0,-0.006558681,-0.006092602,-0.002264389,-0.004971891,-1,-1,0
28-05-2004,1551.1,1551.1,1475,1482.4,0,-0.005786647,-0.008623965,-0.004009374,-0.006139995,0,0,1
31-05-2004,1473,1492,1436.3,1464.15,0,0.009481437,-0.009037272,-0.004789216,-0.00144835,0,0,0
01-06-2004,1480,1514,1477,1483.35,0,0.00077106,-0.007363036,-0.004752805,-0.003781594,0,0,0
02-06-2004,1484,1527.8,1479,1516.6,0,-0.001990436,-0.006596553,-0.004570559,-0.004385849,0,0,0
03-06-2004,1527.8,1544.7,1458.1,1467.85,0,-0.002839649,-0.007542497,-0.005226183,-0.005202776,0,0,0
04-06-2004,1456.5,1510,1452,1503.5,0,-0.002971831,-0.006276951,-0.004670345,-0.004639709,0,0,0
07-06-2004,1510,1540,1508.25,1519.45,0,-0.004963097,-0.005373594,-0.004571244,-0.004969312,0,0,0
08-06-2004,1529.4,1537,1501.35,1531.3,0,-0.00437742,-0.005642809,-0.004191466,-0.004737232,0,0,0
09-06-2004,1536.55,1544,1520.1,1529,0,-0.004104864,-0.006026941,-0.004683223,-0.004938342,0,0,0
10-06-2004,1527,1534.75,1514.4,1528.25,0,-0.003665532,-0.006446195,-0.004465078,-0.004858935,0,0,0
11-06-2004,1522.25,1526.9,1486.5,1490.7,0,0.000559903,-0.006627676,-0.005025994,-0.003697922,0,0,0
14-06-2004,1486.25,1497,1461.5,1466.95,0,0.000191237,-0.006415019,-0.005325769,-0.00384985,0,0,0
15-06-2004,1464,1501,1464,1491.05,0,0.000519095,-0.004454377,-0.00469316,-0.002876148,1,1,1
16-06-2004,1496,1510,1479.55,1485.15,0,-0.002073718,-0.004950145,-0.00483284,-0.003952234,0,0,-1
17-06-2004,1488.9,1516.6,1472.35,1509.3,0,0.002823858,-0.004439994,-0.004837826,-0.002151321,1,1,1
18-06-2004,1510,1510,1477.2,1484.7,0,-0.001250416,-0.002256189,-0.005359552,-0.002955386,1,1,0
21-06-2004,1490,1496,1473.15,1475.85,0,-0.002869459,0.004142521,-0.005493656,-0.001406865,0,0,-1
22-06-2004,1473,1489,1467.5,1475.95,0,-0.003614576,0.000107337,-0.004703658,-0.002736966,0,0,0
23-06-2004,1480.3,1484.9,1443.25,1447.5,0,-0.005330281,-0.002582396,-0.00507406,-0.004328912,0,0,0
24-06-2004,1451.3,1472,1440,1470.75,0,-0.003762473,-0.001059077,-0.004673982,-0.003165177,0,0,0
25-06-2004,1453,1473.95,1444,1467,0,-0.001589857,-0.002130941,-0.004434772,-0.002718523,1,1,1
28-06-2004,1470,1498.8,1466.35,1496,0,0.001980299,-0.002571929,-0.003692494,-0.001428041,1,1,0
29-06-2004,1492,1509.4,1482.45,1500.5,0,0.000633782,-0.002520295,-0.003958661,-0.001948391,1,1,0
30-06-2004,1504,1512.85,1480.3,1484.9,0,-1.68E-05,-0.002748283,-0.004379253,-0.002381456,1,1,0
01-07-2004,1488,1524.9,1484.3,1523.1,0,0.000914331,-0.001596067,-0.004099542,-0.001593759,1,1,0
02-07-2004,1516.7,1536.4,1508.1,1524.7,0,0.002694147,0.001141392,-0.003666573,5.63E-05,1,1,0
05-07-2004,1531,1532.5,1510,1513.55,0,0.00255446,0.001349588,-0.003342586,0.000187154,1,1,0
06-07-2004,1514.7,1551.65,1510.2,1548.7,0,0.004929029,0.001762227,-0.001925025,0.001588744,1,1,0
07-07-2004,1542.25,1565.7,1541,1554,0,0.007357513,0.000986417,-0.002078294,0.002088545,1,1,0
08-07-2004,1560,1572,1487.75,1499.4,0,0.001947986,0.000859761,-0.002920777,-3.77E-05,1,1,0
09-07-2004,1487,1543,1453,1537.65,0,0.004815951,0.000908547,-0.000568814,0.001718561,1,1,0
12-07-2004,1532.25,1549.95,1523.1,1542.8,0,0.003128342,0.000614696,0.003840618,0.002527885,0,0,-1
13-07-2004,1548,1552,1513.1,1524.75,0,0.001616128,-0.000171096,0.00089589,0.000780307,0,0,0
14-07-2004,1528.95,1530,1505,1509.85,0,0.001680248,-0.000500981,-0.000606663,0.000190868,1,1,1
15-07-2004,1506.15,1532.95,1503,1528.7,0,0.000367671,1.18E-05,0.000297038,0.000225496,0,0,-1
16-07-2004,1532,1551.7,1521.4,1548.45,0,0.001557683,0.001549608,-1.77E-05,0.001029848,1,1,1
19-07-2004,1550,1570.7,1543,1559.4,0,0.003029302,0.002520877,-0.000616087,0.001644697,1,1,0
20-07-2004,1556.5,1560.8,1541.4,1551.65,0,0.000190482,0.0016257,-0.000776664,0.000346506,0,0,-1
21-07-2004,1554.85,1597,1546,1576.65,0,0.001457529,0.002464398,-0.000279093,0.001214278,0,0,0
22-07-2004,1598,1604,1578.5,1587.45,0,0.005872349,0.002071159,1.65E-05,0.002653352,1,1,1
23-07-2004,1593,1598.85,1582.5,1595.2,0,0.003742724,0.002977032,0.001902321,0.002874026,1,1,0
26-07-2004,1592,1614.45,1578.65,1612.2,0,0.004498315,0.003695498,0.002527917,0.00357391,1,1,0
27-07-2004,1612.2,1620.45,1594.3,1597.45,0,0.004767995,0.003292794,0.001923012,0.003327934,1,1,0
28-07-2004,1599,1605,1585,1593.45,0,0.005536974,0.004033161,0.001266814,0.003612316,1,1,0
29-07-2004,1595.25,1619.3,1589.6,1618.7,0,0.005887355,0.004023797,0.002569234,0.004160129,1,1,0
30-07-2004,1606.2,1629,1606.05,1622.95,0,0.004811263,0.004252215,0.001986199,0.003683226,1,1,0
02-08-2004,1625.7,1635.8,1612.75,1633.6,0,0.00475824,0.003679144,0.001878147,0.00343851,1,1,0
03-08-2004,1636,1642.5,1620,1625.35,0,0.004749782,0.003328224,0.00153546,0.003204489,1,1,0
04-08-2004,1622.65,1628.4,1610.25,1621.55,0,0.00284781,0.003681056,0.001513244,0.002680703,0,0,-1
05-08-2004,1624.15,1659.5,1624.15,1656.8,0,0.004368642,0.00351126,0.002102895,0.003327599,1,1,1
06-08-2004,1654.8,1659.4,1625.1,1633.35,0,0.00239155,0.002850397,0.002392332,0.00254476,0,0,-1
09-08-2004,1628.65,1647.7,1616.1,1644.3,0,0.001991068,0.003455452,0.003022427,0.002822983,0,0,0
10-08-2004,1645,1653.65,1636,1649.15,0,0.003236408,0.002594434,0.002650817,0.00282722,0,0,0
11-08-2004,1648.95,1650.35,1613.1,1617,0,0.001477925,0.001621622,0.002219473,0.001773007,-1,-1,-1
12-08-2004,1616,1624,1596.75,1606.35,0,-0.000762958,0.002853141,0.001607533,0.001232572,0,0,1
13-08-2004,1603.9,1611.05,1588.1,1598,0,-0.001537324,0.001569928,0.001907793,0.000646799,-1,-1,-1
16-08-2004,1591,1603.3,1578.55,1598.85,0,-0.002127204,0.001453202,0.002083545,0.000469848,-1,-1,0
17-08-2004,1608,1615.9,1595.2,1601.5,0,-0.001467376,0.002013445,0.002126596,0.000890888,-1,-1,0
18-08-2004,1590,1596.6,1573.55,1580,0,-0.002562363,0.001858463,0.002288428,0.000528176,-1,-1,0
19-08-2004,1587.4,1609.8,1584.1,1606.85,0,-0.003014848,0.002044875,0.002313446,0.000447824,-1,-1,0
20-08-2004,1602,1603,1579,1586.15,0,-0.002889766,0.000973877,0.002030504,3.82E-05,-1,-1,0
23-08-2004,1591,1595,1573.45,1579.7,0,-0.003928723,0.000520713,0.00139873,-0.00066976,-1,-1,0
24-08-2004,1582.15,1603.5,1581.1,1593.9,0,-0.003350211,0.001089163,0.001556148,-0.000234967,-1,-1,0
25-08-2004,1600,1602.9,1588.2,1599.1,0,-0.001106988,0.000569562,0.001922688,0.000461754,-1,-1,0
26-08-2004,1604,1614.5,1603,1610.75,0,0.000273913,0.000587105,0.001438678,0.000766565,-1,-1,0
27-08-2004,1604,1612.55,1590,1600.4,0,0.000150188,0.000130391,0.001241228,0.000507269,0,0,1
30-08-2004,1608,1623.6,1607,1621.65,0,0.001426025,0.000234462,0.001785537,0.001148675,0,0,0
31-08-2004,1619.8,1629.75,1610,1627,0,0.001592257,0.000739929,0.001263963,0.001198717,0,0,0
01-09-2004,1629,1633.95,1625.05,1627.9,0,0.003031646,0.00086479,0.001188867,0.001695101,0,0,0
02-09-2004,1626,1638.7,1619.75,1625.3,0,0.001148209,0.000163094,0.002099173,0.001136825,0,0,0
03-09-2004,1627,1632,1615.2,1629.85,0,0.002755099,0.000170061,0.001499041,0.001474733,0,0,0
06-09-2004,1635,1643.95,1632,1638.5,0,0.003722226,0.00011998,0.001550752,0.001797653,0,0,0
07-09-2004,1639,1646.5,1635.35,1644.3,0,0.003162055,0.000466361,0.001960157,0.001862858,0,0,0
08-09-2004,1645.85,1652,1642.8,1650.15,0,0.003192421,0.000705498,0.002323078,0.002073666,0,0,0
09-09-2004,1649,1652.4,1635.25,1643.7,0,0.002045631,-0.000316272,0.001880683,0.001203347,0,0,0
10-09-2004,1642,1666.8,1637.7,1664.1,0,0.003980255,0.000753054,0.00186719,0.002200166,0,0,0
13-09-2004,1666.5,1674.8,1662.35,1666.05,0,0.002737952,0.000529101,0.001709792,0.001658948,0,0,0
14-09-2004,1668,1678.9,1662,1677,0,0.003073141,0.000675499,0.002019624,0.001922755,0,0,0
15-09-2004,1675,1684.4,1665.35,1673.4,0,0.002795012,0.001395176,0.001534107,0.001908098,0,0,0
16-09-2004,1669,1699.4,1668,1697.1,0,0.004417646,0.002259781,0.001726826,0.002801418,1,1,1
17-09-2004,1699,1732,1699,1729.75,0,0.006129398,0.003297872,0.00210867,0.003845314,1,1,0
20-09-2004,1634,1738,1634,1726.3,0,0.00535856,0.003188542,0.001769321,0.003438808,1,1,0
21-09-2004,1724.85,1750.4,1723.6,1748.65,0,0.006346166,0.003675304,0.002366271,0.004129247,1,1,0
22-09-2004,1750,1759.4,1732.15,1752.25,0,0.006187316,0.004360759,0.002491449,0.004346508,1,1,0
23-09-2004,1743,1746.7,1723,1726.4,0,0.005031332,0.002976009,0.001663372,0.003223571,1,1,0
24-09-2004,1715.1,1737.5,1715.1,1721.25,0,0.003434289,0.003406992,0.001514218,0.002785166,1,1,0
27-09-2004,1718.15,1722.3,1705.55,1718,0,0.003118154,0.003501931,0.001291626,0.002637237,0,0,-1
28-09-2004,1715.2,1717.85,1700.05,1702.65,0,0.001529517,0.002729155,0.001188975,0.001815882,0,0,0
29-09-2004,1705.2,1733.9,1696,1730.65,0,0.003421178,0.003290601,0.001682033,0.002797937,1,1,1
30-09-2004,1738.8,1747,1734.2,1745.5,0,0.002851924,0.003346267,0.001338423,0.002512205,0,0,-1
01-10-2004,1742,1782.4,1728.3,1778.8,0,0.00283567,0.004458885,0.002226253,0.003173603,0,0,0
04-10-2004,1784.9,1813.6,1784.9,1804.25,0,0.004515438,0.004504055,0.002431886,0.003817126,1,1,1
05-10-2004,1807.1,1817.9,1797,1812.35,0,0.00364281,0.004556853,0.002474002,0.003557888,0,0,-1
06-10-2004,1814.05,1823.7,1788.25,1793.1,0,0.002331288,0.004059217,0.002722635,0.003037713,0,0,0
07-10-2004,1795,1819.75,1794.1,1815.5,0,0.005161029,0.004680982,0.00325505,0.004365687,1,1,1
08-10-2004,1814,1820.95,1804.15,1817.65,0,0.005600581,0.004609013,0.003436327,0.00454864,1,1,0
09-10-2004,1811,1818,1810,1815.45,0,0.005672293,0.004319805,0.003386809,0.004459636,1,1,0
11-10-2004,1816,1827,1801.55,1805.55,0,0.00604352,0.003922642,0.003185295,0.004383819,1,1,0
12-10-2004,1815,1818,1782.2,1785.8,0,0.003186664,0.003288186,0.003256329,0.003243726,0,0,-1
14-10-2004,1780,1808.95,1770.65,1798.25,0,0.003022057,0.003761027,0.002977876,0.003253653,0,0,0
15-10-2004,1795.05,1813.4,1785.6,1791.35,0,0.000705532,0.00305871,0.003234246,0.00233283,-1,-1,-1
18-10-2004,1797.6,1801.7,1782.35,1785.15,0,-0.001058612,0.002859458,0.003251408,0.001684085,-1,-1,0
19-10-2004,1793.75,1818,1788.55,1809.65,0,-0.000148978,0.003163983,0.003383995,0.002133,-1,-1,0
20-10-2004,1812,1814.75,1786.6,1790,0,-0.000172885,0.00278714,0.002984491,0.001866249,-1,-1,0
21-10-2004,1790.05,1797.9,1776,1783.15,0,-0.001781878,0.002028166,0.002675772,0.00097402,-1,-1,0
25-10-2004,1775,1778.35,1754.6,1758.1,0,-0.003276208,0.000655586,0.002463447,-5.24E-05,-1,-1,0
26-10-2004,1758.15,1785,1751.35,1782.9,0,-0.001792944,0.001311475,0.002485894,0.000668142,-1,-1,0
27-10-2004,1785.05,1796.05,1775.5,1784.5,0,-0.00116585,0.000820061,0.002420098,0.000691437,-1,-1,0
28-10-2004,1795,1809.8,1795,1800.1,0,0.000800762,0.00109231,0.002644511,0.001512528,-1,-1,0
29-10-2004,1805,1805,1782.3,1785.25,0,-0.000722925,0.001363531,0.002460315,0.00103364,-1,-1,0
01-11-2004,1780,1798.9,1776.1,1794.85,0,0.000195383,0.001710385,0.002530908,0.001478892,-1,-1,0
02-11-2004,1800,1815.8,1799.9,1812.65,0,0.001540487,0.002203725,0.002657156,0.002133789,-1,-1,0
03-11-2004,1816,1841.85,1815,1839.5,0,0.00164949,0.003214988,0.002967828,0.002610769,0,0,1
04-11-2004,1845.5,1849,1834.3,1836.7,0,0.002608939,0.002451102,0.002826258,0.002628766,0,0,0
05-11-2004,1843.6,1858.9,1841,1856.8,0,0.004130331,0.002550559,0.003241163,0.003307351,0,0,0
08-11-2004,1861,1876,1857,1862.05,0,0.005912633,0.001872049,0.00297383,0.00358617,0,0,0
09-11-2004,1860.05,1867.5,1852,1858.1,0,0.004217847,0.001193848,0.002881816,0.002764504,0,0,0
10-11-2004,1862,1879.9,1862,1878.2,0,0.005250771,0.001453362,0.002999404,0.003234512,0,0,0
11-11-2004,1878.7,1882.9,1872.5,1875.4,0,0.004183101,0.001835927,0.003017808,0.003012279,0,0,0
12-11-2004,1882.9,1886,1867,1874.05,0,0.004974093,0.001290003,0.002606653,0.002956916,0,0,0
16-11-2004,1874.8,1882,1864.5,1879.85,0,0.004735772,0.0013688,0.002169389,0.002757987,0,0,0
17-11-2004,1882.1,1891,1881,1886.2,0,0.004057595,0.001558842,0.002315646,0.002644028,0,0,0
18-11-2004,1890,1898,1876.15,1894.9,0,0.003011688,0.001979452,0.002090899,0.00236068,0,0,0
19-11-2004,1891.1,1896.5,1868,1871.3,0,0.001883813,0.001915108,0.00169853,0.001832484,0,0,0
22-11-2004,1864,1881,1853,1875.65,0,0.001015187,0.001721674,0.002161289,0.001632717,-1,-1,-1
23-11-2004,1881.7,1901.7,1881.1,1892.15,0,0.001616498,0.002250816,0.002482208,0.002116507,-1,-1,0
24-11-2004,1893.05,1908.95,1892.3,1906.15,0,0.002585975,0.002711257,0.002737922,0.002678385,-1,-1,0
25-11-2004,1907.1,1915.75,1896.2,1901.05,0,0.00121659,0.00202028,0.002913106,0.002049992,-1,-1,0
29-11-2004,1900,1944.9,1899,1941.4,0,0.003519249,0.00338324,0.003044376,0.003315622,1,1,2
30-11-2004,1947.1,1961,1946.1,1955,0,0.004319522,0.003854976,0.003000573,0.003725024,1,1,0
01-12-2004,1959.7,1969.2,1941.25,1962.5,0,0.004396627,0.004650475,0.002581797,0.0038763,0,0,-1
02-12-2004,1971.05,1998,1969,1994.85,0,0.005760259,0.004755174,0.002640987,0.004385473,1,1,1
03-12-2004,1999,2008.5,1989.05,1997.35,0,0.005406618,0.004771084,0.002551935,0.004243212,1,1,0
06-12-2004,2001.05,2008.5,1989.1,1993.2,0,0.006514188,0.004290873,0.002789861,0.004531641,1,1,0
07-12-2004,1990,2005.5,1983,1993.05,0,0.006259163,0.004655931,0.002444919,0.004453338,1,1,0
08-12-2004,1985,2004.6,1976.25,1979.75,0,0.004629654,0.004120679,0.002229527,0.003659953,1,1,0
09-12-2004,1981.15,1998.9,1974,1994.95,0,0.004658605,0.004022839,0.002471839,0.003717761,1,1,0
10-12-2004,1996.5,1999.7,1964.1,1967.2,0,0.003479656,0.002776842,0.002238238,0.002831578,1,1,0
13-12-2004,1963.5,1985,1961.15,1982.75,0,0.002129906,0.003180705,0.002757168,0.002689259,0,0,-1
14-12-2004,1985,2007.65,1985,2004.05,0,0.002508951,0.003172124,0.002861115,0.002847397,0,0,0
15-12-2004,2009.85,2030.4,2009.15,2025.25,0,0.003197452,0.003505813,0.003264298,0.003322521,0,0,0
16-12-2004,2027,2034.5,2010.1,2029.75,0,0.001749505,0.003695172,0.003425482,0.00295672,0,0,0
17-12-2004,2028,2033,2005,2009.3,0,0.000598293,0.002792035,0.00275813,0.002049486,0,0,0
20-12-2004,2008,2027.85,2002.05,2025.5,0,0.00162051,0.00320145,0.003289106,0.002703689,-1,-1,-1
21-12-2004,2028.05,2043.9,2020.55,2042.2,0,0.00246607,0.003589018,0.003631915,0.003229001,-1,-1,0
22-12-2004,2047,2049,2022,2028.35,0,0.002454855,0.003159827,0.003842927,0.003152536,-1,-1,0
23-12-2004,2029,2043.7,2029,2039.05,0,0.002210582,0.003241438,0.003591761,0.003014593,-1,-1,0
24-12-2004,2044.7,2062,2040.6,2058.75,0,0.004653823,0.003458758,0.003842113,0.003984898,0,0,1
27-12-2004,2051,2076.5,2041,2061.3,0,0.003961669,0.004061348,0.003627576,0.003883531,0,0,0
28-12-2004,2062.35,2079.7,2059,2077.55,0,0.003667573,0.004305707,0.004093264,0.004022182,0,0,0
29-12-2004,2080.1,2084.4,2064.5,2073.3,0,0.002372547,0.003829506,0.003878458,0.00336017,-1,-1,-1
30-12-2004,2072.95,2081.9,2055.85,2059.8,0,0.001480478,0.0032243,0.003408683,0.002704487,-1,-1,0
31-12-2004,2068,2089.5,2062.05,2087.2,0,0.003876972,0.003916783,0.003366404,0.003720053,0,0,1
03-01-2005,2092,2122,2091.7,2118.7,0,0.004601333,0.003653034,0.003838406,0.004030924,0,0,0
04-01-2005,2114.7,2120,2105.5,2108.85,0,0.003263637,0.003147826,0.003393607,0.003268357,0,0,0
05-01-2005,2104,2104,1997,2033.75,0,0.000266226,0.001452229,0.002305255,0.001341237,-1,-1,-1
06-01-2005,2025,2038.5,1987,1998.5,0,-0.001988671,7.32E-05,0.001889026,-8.82E-06,-1,-1,0
07-01-2005,1996.15,2026.75,1990.15,2019.8,0,-0.001891925,0.000449596,0.001884783,0.000147485,-1,-1,0
10-01-2005,2019,2024.8,1971.4,1976.95,0,-0.004092078,-0.000326109,0.001353711,-0.001021492,-1,-1,0
11-01-2005,1977,1988.7,1948.1,1953.7,0,-0.005961349,-0.000789744,0.001062538,-0.001896185,-1,-1,0
12-01-2005,1960.35,1968.8,1903,1916.05,0,-0.007584527,-0.001287031,0.000481421,-0.002796712,-1,-1,0
13-01-2005,1907.4,1960,1907.4,1950.25,0,-0.005318478,-0.000896263,0.000848929,-0.001788604,-1,-1,0
14-01-2005,1947,1954.9,1918,1926.35,0,-0.007706497,-0.000830622,0.00041493,-0.002707396,-1,-1,0
17-01-2005,1933,1944.9,1898.65,1934.8,0,-0.008679851,-0.000967343,0.000848341,-0.002932951,-1,-1,0
18-01-2005,1939,1952.7,1920,1928,0,-0.008575764,-0.001517926,0.000697758,-0.003131977,-1,-1,0
19-01-2005,1933,1947,1918.65,1923.95,0,-0.005398894,-0.002000741,0.000420157,-0.002326492,-1,-1,0
20-01-2005,1918.9,1929,1895.25,1925.5,0,-0.00365274,-0.00205444,0.000253784,-0.001817799,-1,-1,0
24-01-2005,1930.25,1932.4,1905,1910.05,0,-0.005433706,-0.001975812,0.000118356,-0.002430388,-1,-1,0
25-01-2005,1898.1,1939,1892.35,1935.85,0,-0.00207896,-0.001770427,-7.15E-05,-0.001306952,-1,-1,0
27-01-2005,1944,1961.95,1939.2,1955,0,6.65E-05,-0.001707962,0,-0.000547141,0,0,1
28-01-2005,1962,2009,1961,2005.6,0,0.004673678,-0.000448641,0.000549045,0.001591361,0,0,0
31-01-2005,2020,2059.9,2016.05,2057.3,0,0.00548904,0.00035801,0.00078264,0.002209897,0,0,0
01-02-2005,2060.1,2068,2042.5,2054.8,0,0.006668051,-7.67E-05,0.000719078,0.002436794,0,0,0
02-02-2005,2055.05,2069,1964.9,2052.25,0,0.006070395,-0.000175617,0.000740643,0.002211807,0,0,0
03-02-2005,2059.95,2091.85,2053.5,2086.3,0,0.008210581,0.000168468,0.00116969,0.003182913,0,0,0
04-02-2005,2095.75,2100.1,2064.25,2083.9,0,0.008313626,0.000204505,0.001315191,0.003277774,0,0,0
07-02-2005,2096,2097,2056,2060.3,0,0.007000779,9.71E-06,0.000818943,0.002609811,0,0,0
08-02-2005,2057.6,2068.9,2045.3,2059.4,0,0.007819167,-0.000532771,0.001171716,0.002819371,0,0,0
09-02-2005,2067,2085,2062,2079.65,0,0.007428261,-0.000737245,0.001221788,0.002637602,0,0,0
10-02-2005,2071.25,2079,2055.5,2071,0,0.005933504,-0.000717927,0.000835184,0.00201692,0,0,0
11-02-2005,2074.95,2096.7,2073.5,2093.7,0,0.0043927,0.001179103,0.000844957,0.00213892,1,1,1
14-02-2005,2110,2119.8,2093.1,2102.3,0,0.002187333,0.002077558,0.000893583,0.001719491,1,1,0
15-02-2005,2099.4,2103.5,2085.1,2098.05,0,0.002104828,0.001549658,0.00110424,0.001586242,1,1,0
16-02-2005,2099.9,2106.9,2063,2072.85,0,0.001003776,0.001940363,0.000584424,0.001176188,0,0,-1
17-02-2005,2067,2069.9,2050.1,2066.85,0,-0.000932272,0.00231663,0.000301758,0.000562038,0,0,0
18-02-2005,2067,2081,2051.05,2057.15,0,-0.001283651,0.002945643,0.000354968,0.00067232,0,0,0
21-02-2005,2062,2064.2,2040,2044.15,0,-0.000783866,0.001925907,6.25E-05,0.000401523,0,0,0
22-02-2005,2038.3,2067.8,2037.3,2064.1,0,0.000228222,0.002860332,6.50E-05,0.001051173,0,0,0
23-02-2005,2055,2066,2051,2054.85,0,-0.001192508,0.00248191,-7.82E-05,0.000403725,0,0,0
24-02-2005,2061.1,2068.9,2053.5,2055.3,0,-0.000758088,0.002641079,-0.000267743,0.000538416,0,0,0
25-02-2005,2071.8,2080,2050.1,2056.2,0,-0.001791088,0.002749552,-0.000206193,0.000250757,0,0,0
28-02-2005,2061.4,2115,2034.5,2111.65,0,0.000444751,0.003867048,0.000629309,0.001647036,0,0,0
