Dates,Open,High,Low,Close,Volume,roc_1,roc_2,roc_3,roc_average,roc_indicator,Signal,Trades
11-02-2009,2876.55,2939,2871.15,2924.05,0,0.00272079,-0.002539194,2.01E-05,6.72E-05,0,0,0
12-02-2009,2899,2918.9,2873.05,2888.05,0,0.00226987,-0.002892843,-0.00078277,-0.000468581,0,0,0
13-02-2009,2928,2974,2925.15,2946.15,0,0.002719523,0.00043993,-0.000838555,0.000773633,1,1,1
16-02-2009,2917,2923.7,2821.1,2831.5,0,0.003515089,-0.000440098,-0.000993658,0.000693778,1,1,0
17-02-2009,2800.25,2808,2742,2753.6,0,-0.000399689,4.80E-05,-0.002622832,-0.000991509,0,0,-1
18-02-2009,2729.9,2915.15,2729.9,2763.25,0,-0.000650763,0.000605426,-0.002588486,-0.000877941,0,0,0
19-02-2009,2758.05,2792.9,2755,2786.15,0,0.00073031,-0.000364891,-0.002082682,-0.000572421,1,1,1
20-02-2009,2745.4,2748.7,2691.5,2723.15,0,-0.003799414,0.000168157,-0.002099837,-0.001910364,0,0,-1
24-02-2009,2691.25,2739.9,2675.15,2725.6,0,-0.006385025,-0.00127584,-0.001639183,-0.003100016,0,0,0
25-02-2009,2747.7,2782.7,2741,2756.9,0,-0.005833931,-0.001079288,-0.000964674,-0.002625964,-1,-1,-1
26-02-2009,2750,2786.8,2730.05,2785.65,0,-0.004733161,0.000145557,-0.001282248,-0.001956617,0,0,1
27-02-2009,2758.7,2758.7,2672,2735.5,0,-0.005282111,0.00073109,-0.002104188,-0.002218403,0,0,0
02-03-2009,2665.15,2679.9,2624.35,2639.4,0,-0.010411893,-0.000775747,-0.002748364,-0.004645335,0,0,0
03-03-2009,2638.1,2669.85,2577.6,2590.85,0,-0.008499029,-0.000970888,-0.003719568,-0.004396495,0,0,0
04-03-2009,2601,2641,2586.1,2630.05,0,-0.004486854,-0.001982509,-0.003467628,-0.00331233,0,0,0
05-03-2009,2634.8,2639.45,2538.4,2556.8,0,-0.007471275,-0.004072227,-0.004527584,-0.005357029,0,0,0
06-03-2009,2526.1,2618.75,2525.25,2608.65,0,-0.006370798,-0.003049629,-0.004051699,-0.004490709,0,0,0
09-03-2009,2573.5,2585.5,2531.2,2548.4,0,-0.006417201,-0.00445932,-0.003137332,-0.004671284,-1,-1,-1
12-03-2009,2622.65,2636.9,2582.85,2600.7,0,-0.004582477,-0.001969035,-0.00229043,-0.002947314,0,0,1
13-03-2009,2650.1,2722,2650.1,2716.2,0,-0.001476296,-0.000700993,-0.000309966,-0.000829085,-1,-1,-1
16-03-2009,2712.5,2780,2697.3,2774.2,0,-0.000411035,-0.000102828,0.000478959,-1.16E-05,-1,-1,0
17-03-2009,2774,2803.7,2728.3,2751.75,0,0.000594041,-0.000205354,-0.000533911,-4.84E-05,1,1,2
18-03-2009,2780,2830,2771,2779.85,0,0.005321285,-0.00071855,0.000627823,0.001743519,0,0,-1
19-03-2009,2797.4,2816,2757.1,2800.75,0,0.008101588,-0.001521552,-0.000130088,0.002149983,0,0,0
20-03-2009,2791.3,2812.8,2765.2,2801.65,0,0.006524591,-0.001722171,-0.000279704,0.001507572,0,0,0
23-03-2009,2846.15,2950,2845,2938.35,0,0.014922951,0.000195619,0.001466376,0.005528315,0,0,0
24-03-2009,2959,3015.8,2915,2937.65,0,0.012611887,0.000686969,0.002338166,0.005212341,0,0,0
25-03-2009,2945,2995,2922.3,2983.1,0,0.017057762,0.000501672,0.002707497,0.006755644,0,0,0
26-03-2009,3016,3098,3008.4,3082.25,0,0.018516169,0.003542292,0.004019791,0.00869275,0,0,0
27-03-2009,3071,3140,3060.1,3124.55,0,0.015033871,0.005388582,0.003228444,0.007883632,1,1,1
30-03-2009,3061,3066.8,2971.3,2988.1,0,0.007710331,0.003254863,0.001242711,0.004069301,1,1,0
31-03-2009,3010,3056.6,2992.5,3015.25,0,0.009575725,0.003289127,0.00169355,0.0048528,1,1,0
01-04-2009,3014.9,3071.85,2951,3061.5,0,0.010131842,0.00496998,0.00168532,0.005595714,1,1,0
02-04-2009,3155,3242.8,3146.15,3222.6,0,0.015062037,0.007293807,0.004453269,0.008936371,1,1,0
06-04-2009,3281.15,3305.8,3227,3260.25,0,0.016368925,0.00730313,0.00448158,0.009384545,1,1,0
08-04-2009,3180,3368.8,3157.5,3355.5,0,0.014196743,0.00818265,0.005160713,0.009180036,1,1,0
09-04-2009,3409.25,3409.25,3308.6,3355.4,0,0.01422055,0.009064522,0.005327735,0.009537603,1,1,0
13-04-2009,3385,3432.9,3337.3,3390.9,0,0.013670343,0.011388952,0.004947539,0.010002278,1,1,0
15-04-2009,3345,3507.8,3325,3492.9,0,0.013323059,0.013926704,0.004992272,0.010747345,0,0,-1
16-04-2009,3500.6,3514,3362.1,3375.6,0,0.008034757,0.011338948,0.003824675,0.007732793,0,0,0
17-04-2009,3397,3500,3354.5,3381.3,0,0.013158863,0.012898936,0.003909389,0.009989063,1,1,1
20-04-2009,3399.7,3442.9,3330,3370.7,0,0.011788409,0.011684971,0.004177992,0.009217124,1,1,0
21-04-2009,3318.9,3424.45,3318.9,3365.85,0,0.009941205,0.012830796,0.003561428,0.00877781,0,0,-1
22-04-2009,3369.25,3397,3288,3323.4,0,0.003127909,0.011115469,0.004343104,0.006195494,0,0,0
23-04-2009,3350,3447,3313.5,3426.05,0,0.0050855,0.010453575,0.00610519,0.007214755,0,0,0
24-04-2009,3429,3494.4,3395.1,3482.05,0,0.00377142,0.010206186,0.006503212,0.006826939,0,0,0
27-04-2009,3427.8,3519.7,3420,3466.15,0,0.00330065,0.010384664,0.00610161,0.006595641,0,0,0
28-04-2009,3456,3456,3342.3,3354.95,0,-0.001060191,0.008275267,0.005800268,0.004338448,0,0,0
29-04-2009,3390.15,3475,3386.1,3473.95,0,-0.000542529,0.009614568,0.006864085,0.005312041,0,0,0
04-05-2009,3621,3669.9,3604.9,3658.35,0,0.008376289,0.012231364,0.008174489,0.009594047,0,0,0
05-05-2009,3650,3693.6,3623.2,3665.2,0,0.008396179,0.009894669,0.00789358,0.008728142,0,0,0
06-05-2009,3655,3728.9,3615,3640.5,0,0.008004272,0.009570235,0.008270883,0.00861513,0,0,0
07-05-2009,3651.4,3692.9,3635,3682.7,0,0.00941367,0.009380845,0.009881981,0.009558832,0,0,0
08-05-2009,3690,3717.4,3585.4,3623,0,0.009014864,0.007017601,0.009959569,0.008664011,0,0,0
11-05-2009,3650,3657.85,3532,3552.05,0,0.003677705,0.005472788,0.008764092,0.005971528,-1,-1,-1
12-05-2009,3541.1,3702.5,3537.2,3689.95,0,0.005970621,0.009395268,0.011079768,0.008815219,-1,-1,0
13-05-2009,3697.4,3723,3613.35,3638.4,0,0.004969491,0.008266645,0.00986861,0.007701582,-1,-1,0
14-05-2009,3570.15,3634.4,3550,3603.65,0,0.007412927,0.007083456,0.010352084,0.008282822,0,0,1
15-05-2009,3635.5,3699,3625.1,3684.35,0,0.006056506,0.005731397,0.010416907,0.007401603,0,0,0
18-05-2009,4052.8,4418,4052.8,4332.05,0,0.018415406,0.013149912,0.01487234,0.015479219,0,0,0
19-05-2009,4614,4620,4186.6,4342.9,0,0.018490123,0.011770526,0.014136508,0.014799052,0,0,0
20-05-2009,4290,4374,4260.05,4290.05,0,0.017842329,0.01114204,0.013975652,0.014320007,0,0,0
21-05-2009,4247.7,4328,4205,4219.95,0,0.014588481,0.009779705,0.012951238,0.012439808,0,0,0
22-05-2009,4195.8,4262.65,4163,4251.75,0,0.017354402,0.0086902,0.012951888,0.01299883,0,0,0
25-05-2009,4239.8,4275,4205,4241.8,0,0.019418364,0.010264249,0.012850909,0.014177841,0,0,0
26-05-2009,4236.8,4251.95,4090,4114.25,0,0.011498801,0.00867063,0.010004765,0.010058065,0,0,0
27-05-2009,4205.1,4294,4181.25,4284.25,0,0.017750934,0.010841072,0.01145984,0.013350615,0,0,0
28-05-2009,4270,4358.8,4270,4337.1,0,0.020352975,0.011542404,0.011347256,0.014414212,1,1,1
29-05-2009,4365,4495,4352.25,4453.5,0,0.020876138,0.013601733,0.011122151,0.015200007,1,1,0
01-06-2009,4511.4,4550,4465,4538,0,0.0047541,0.012982297,0.011309229,0.009681875,0,0,-1
02-06-2009,4578,4578,4447.9,4530.35,0,0.00431624,0.012042331,0.012903266,0.009753946,-1,-1,-1
03-06-2009,4565,4577.7,4480.5,4536.25,0,0.005738861,0.012349148,0.012610895,0.010232968,-1,-1,0
04-06-2009,4498.1,4591.8,4456,4582.3,0,0.008586595,0.014633303,0.012418749,0.011879549,0,0,1
05-06-2009,4600,4643.75,4560.3,4592.35,0,0.008010819,0.01287756,0.010626125,0.010504835,0,0,0
08-06-2009,4590.1,4604,4412,4433.95,0,0.004529917,0.008480326,0.009000077,0.007336773,-1,-1,-1
09-06-2009,4399.9,4569.2,4385.1,4551.15,0,0.010619189,0.009668777,0.008908136,0.009732034,1,1,2
10-06-2009,4586.3,4696.75,4580.3,4660.55,0,0.008783334,0.011207801,0.00972425,0.009905129,0,0,-1
11-06-2009,4650,4680,4591.05,4642.5,0,0.007041572,0.01042496,0.009227639,0.008898057,0,0,0
12-06-2009,4669.9,4703.5,4571,4588.85,0,0.003039183,0.010663539,0.007844127,0.007182283,0,0,0
15-06-2009,4541.5,4611,4481,4499.8,0,-0.000841781,0.01067271,0.008325927,0.006052286,0,0,0
16-06-2009,4440,4548.85,4431,4528.6,0,-3.86E-05,0.00909118,0.008482684,0.005845079,0,0,0
17-06-2009,4499,4523,4325.05,4353.05,0,-0.004038578,0.00785675,0.00728595,0.003701374,0,0,0
18-06-2009,4344,4382,4231.15,4264.05,0,-0.006945202,0.007330346,0.00667142,0.002352188,0,0,0
19-06-2009,4296.05,4338.9,4202.2,4323.8,0,-0.005847769,0.006942337,0.007525426,0.002873331,-1,-1,-1
22-06-2009,4345,4355.5,4225,4236.05,0,-0.004463289,-0.000886416,0.005910597,0.000186964,-1,-1,0
23-06-2009,4158.4,4275,4155,4247.9,0,-0.006663151,-0.000874991,0.005498557,-0.000679862,-1,-1,0
24-06-2009,4280,4318,4218,4305.2,0,-0.007624637,0.000141257,0.006051743,-0.000477212,-1,-1,0
25-06-2009,4349,4360.25,4226.25,4241.85,0,-0.008630048,0.000207585,0.006608891,-0.000604524,-1,-1,0
26-06-2009,4299,4392.1,4252.15,4384.5,0,-0.004453185,0.001248898,0.006552699,0.001116137,-1,-1,0
29-06-2009,4391.25,4447,4346,4390,0,-0.002440108,0.00139752,0.004999863,0.001319092,-1,-1,0
30-06-2009,4440,4440,4260.6,4289.75,0,-0.005274257,0.001706265,0.004259999,0.000230669,-1,-1,0
01-07-2009,4310,4365.7,4240.6,4338.35,0,-0.000337694,0.000505106,0.004792268,0.001653226,-1,-1,0
02-07-2009,4358.4,4376.75,4276.4,4345.8,0,0.001917191,8.02E-05,0.004501453,0.002166294,0,0,1
03-07-2009,4315,4436.4,4305.1,4424.65,0,0.002332439,-0.000259122,0.005531673,0.002534997,0,0,0
06-07-2009,4427,4482.8,4121.1,4154,0,-0.001936946,-0.003384751,0.004236638,-0.000361686,0,0,0
07-07-2009,4180,4224.3,4148,4191.15,0,-0.001335954,-0.002994912,0.00339571,-0.000311719,0,0,0
08-07-2009,4135.4,4148,4053.5,4067.45,0,-0.005522392,-0.004133811,0.002948068,-0.002236045,-1,-1,-1
09-07-2009,4074,4109.9,4033.35,4074.05,0,-0.003955821,-0.004436637,0.003263358,-0.0017097,0,0,1
10-07-2009,4095.05,4129,3962.5,3993.7,0,-0.008913217,-0.005214324,0.002099081,-0.004009487,-1,-1,-1
13-07-2009,3963,3990,3905.7,3965.45,0,-0.009670843,-0.00422648,-0.002115627,-0.00533765,-1,-1,0
14-07-2009,4025,4135,4018.25,4112.85,0,-0.004123783,-0.003852213,-0.001324288,-0.003100095,-1,-1,0
15-07-2009,4151,4252.9,4117,4236.9,0,-0.002338447,-0.003636052,-0.000309728,-0.002094742,0,0,1
16-07-2009,4285,4291,4194,4224.85,0,-0.002783147,-0.003598492,2.90E-05,-0.002117537,0,0,0
17-07-2009,4265.6,4399.5,4256.2,4381.5,0,-0.000975218,-0.001807425,0.000762921,-0.000673241,0,0,0
20-07-2009,4442.35,4517.95,4406.5,4510.15,0,0.008573664,9.20E-05,0.001581581,0.00341575,0,0,0
21-07-2009,4486.15,4508,4438.1,4473.35,0,0.006733236,-0.00048801,0.00218205,0.002809092,0,0,0
22-07-2009,4490,4569,4387.8,4405.15,0,0.008302499,0.000478745,0.000705491,0.003162245,0,0,0
23-07-2009,4455.1,4547,4455.1,4535.05,0,0.011315521,0.002542184,0.001141027,0.004999578,1,1,1
24-07-2009,4570.3,4589,4505.5,4575.45,0,0.014566693,0.002328045,0.000684574,0.00585977,1,1,0
27-07-2009,4601.3,4610,4525,4576.8,0,0.015416914,0.00321762,0.000213751,0.006282761,1,1,0
28-07-2009,4591.3,4608.9,4535.3,4565.85,0,0.01101426,0.00299395,0.000195901,0.004734704,1,1,0
29-07-2009,4550,4572.9,4415,4512.05,0,0.006494135,0.001921862,-0.00013337,0.002760876,1,1,0
30-07-2009,4479,4572.6,4473,4571.45,0,0.008203842,0.003108078,-5.92E-05,0.003750908,1,1,0
31-07-2009,4631.1,4679,4585.1,4636.05,0,0.005809654,0.002294902,0.000237896,0.002780817,1,1,0
03-08-2009,4658.1,4730.5,4612.6,4714.1,0,0.004522023,0.002953075,0.001579574,0.003018224,1,1,0
04-08-2009,4707,4715,4635.2,4679.25,0,0.004602814,0.003631913,0.000703668,0.002979465,1,1,0
05-08-2009,4677.8,4721.8,4622.2,4705.25,0,0.006812481,0.003382853,0.000239779,0.003478371,1,1,0
06-08-2009,4682,4730,4552,4578.25,0,0.00095258,0.002139537,-0.000345988,0.000915376,0,0,-1
07-08-2009,4554,4581,4465.1,4480.85,0,-0.002067556,0.000508063,-0.000588383,-0.000715959,0,0,0
10-08-2009,4541.3,4548,4388,4425.75,0,-0.003300341,0.002616755,-0.000411407,-0.000364998,0,0,0
11-08-2009,4408,4515,4398.1,4464.45,0,-0.002220835,0.002608353,-0.000354138,1.11E-05,0,0,0
12-08-2009,4412.55,4474,4351.2,4460,0,-0.001153578,0.003860404,0.000614225,0.001107017,0,0,0
13-08-2009,4538,4623.8,4516.65,4611.1,0,0.00086734,0.005272886,0.002034744,0.00272499,0,0,0
14-08-2009,4600,4611.1,4552.2,4575.1,0,-0.001314697,0.005823171,0.001453004,0.00198716,0,0,0
17-08-2009,4499.9,4503,4358,4372.6,0,-0.007244225,0.004106974,0.00080588,-0.000777123,0,0,0
18-08-2009,4400,4495,4360.15,4454.55,0,-0.004802052,0.003323243,0.001216189,-8.75E-05,0,0,0
19-08-2009,4452.1,4471.4,4340.9,4386.05,0,-0.006783912,0.001408105,0.00046949,-0.001635439,0,0,0
20-08-2009,4444.95,4504,4440,4456.05,0,-0.002669142,0.002188953,0.001262421,0.000260744,0,0,0
21-08-2009,4424,4546.95,4396.65,4536.2,0,0.001235257,0.001412302,0.000864979,0.001170846,0,0,0
24-08-2009,4599.7,4667.9,4590.15,4651.8,0,0.005107609,0.001256278,0.001490888,0.002618258,0,0,0
25-08-2009,4616.25,4681.8,4581.6,4660.95,0,0.004401438,0.00167749,0.002163296,0.002747408,0,0,0
26-08-2009,4682.5,4703,4653,4680.85,0,0.004951794,0.002503433,0.001973677,0.003142968,1,1,1
27-08-2009,4663,4712,4655,4688.2,0,0.001672052,0.001350812,0.001969718,0.001664194,0,0,-1
28-08-2009,4705,4753.8,4643.2,4737.8,0,0.003556206,0.001419314,0.001769349,0.00224829,0,0,0
31-08-2009,4674,4709,4632.1,4673.4,0,0.006879202,0.000844258,0.003125903,0.003616454,0,0,0
01-09-2009,4691,4746.9,4596.1,4623.35,0,0.003789384,0.00050374,0.002578051,0.002290392,0,0,0
02-09-2009,4585.1,4660,4571.15,4614.45,0,0.005207419,0.000907791,0.003362057,0.003159089,0,0,0
03-09-2009,4639,4649.9,4575.1,4587.45,0,0.0029488,0.000139999,0.003150428,0.002079742,0,0,0
04-09-2009,4601,4712,4583,4695.65,0,0.003515057,0.000514231,0.004394108,0.002807799,0,0,0
07-09-2009,4720,4805,4694,4795.8,0,0.003095576,0.000693239,0.005234904,0.003007906,0,0,0
08-09-2009,4820.6,4845,4785.2,4808.45,0,0.003164591,0.00110445,0.004228212,0.002832418,0,0,0
09-09-2009,4787.8,4831.9,4780.25,4817.6,0,0.002921478,0.000955103,0.003426444,0.002434342,0,0,0
10-09-2009,4865,4889.9,4804.05,4818.45,0,0.002778252,0.002098618,0.003512551,0.002796474,0,0,0
11-09-2009,4851,4862,4795.05,4841.8,0,0.002195112,0.003222157,0.002626384,0.002681217,0,0,0
14-09-2009,4811.15,4838,4790,4822,0,0.003179698,0.003581314,0.001728601,0.002829871,0,0,0
15-09-2009,4846.1,4908.9,4838.85,4899.95,0,0.005982675,0.003901936,0.002384119,0.004089577,1,1,1
16-09-2009,4929.5,4972.5,4917.3,4961.85,0,0.007528525,0.004500897,0.00315937,0.005062931,1,1,0
17-09-2009,4992.5,5011,4955,4978.05,0,0.008514534,0.003183188,0.00244209,0.004713271,1,1,0
18-09-2009,4957.95,4988.8,4942,4978.2,0,0.006017271,0.003524295,0.002200603,0.003914056,1,1,0
22-09-2009,4975.1,5047.9,4972.1,5030.75,0,0.004899078,0.006020674,0.002479626,0.004466459,0,0,-1
23-09-2009,5019.7,5026.9,4951,4963,0,0.003214133,0.004565669,0.002174568,0.003318123,0,0,0
24-09-2009,4930.1,4995.9,4908.25,4986.55,0,0.003506933,0.005476454,0.002629071,0.003870819,0,0,0
25-09-2009,4958,5007.55,4932,4967.25,0,0.00308813,0.004588817,0.002164521,0.00328049,0,0,0
29-09-2009,4997,5019.7,4983.55,5000.8,0,0.003283903,0.004096821,0.001966922,0.003115882,0,0,0
30-09-2009,4992,5080,4992,5073.55,0,0.005216715,0.003626553,0.001906249,0.003583173,1,1,1
01-10-2009,5064.7,5089.55,5040.1,5069.85,0,0.003467382,0.003509156,0.002086873,0.003021137,0,0,-1
05-10-2009,5000,5054,4995.05,5008.5,0,0.000940174,0.002799919,0.001611232,0.001783775,0,0,0
06-10-2009,5030.4,5046.8,4918.1,5039.05,0,0.001225379,0.002993473,0.002516245,0.002245033,0,0,0
07-10-2009,5070,5080,4964.3,4975.9,0,-4.62E-05,0.002010216,0.002762032,0.001575349,-1,-1,-1
08-10-2009,4999,5052,4972,5001.7,0,-0.000577449,0.002809946,0.003253403,0.001828633,-1,-1,0
09-10-2009,5020,5027.5,4923.05,4934.5,0,-0.000574249,0.002691987,0.002632183,0.001583307,0,0,1
12-10-2009,4942,5075,4937.3,5059.5,0,0.001462935,0.003857881,0.003360426,0.002893748,0,0,0
14-10-2009,5087,5129.9,5087,5114.85,0,0.002971463,0.004598633,0.002731181,0.003433759,0,0,0
15-10-2009,5144.65,5144.65,5067.55,5109.95,0,0.002182651,0.003529224,0.002922614,0.002878163,0,0,0
16-10-2009,5103,5149.75,5100.15,5143.25,0,0.001373792,0.002897952,0.004406131,0.002892625,-1,-1,-1
17-10-2009,5165,5165,5116.3,5125.65,0,0.001100624,0.002638688,0.003766374,0.002501895,-1,-1,0
20-10-2009,5162.7,5168.5,5091.1,5104.45,0,0.001915743,0.002381684,0.004094801,0.002797409,-1,-1,0
21-10-2009,5107.6,5122,5058.1,5070.8,0,0.000630079,0.002094865,0.003448963,0.002057969,-1,-1,0
22-10-2009,5053,5067.95,4972.6,4997.4,0,0.000432083,0.001285472,0.002541775,0.001419777,-1,-1,0
23-10-2009,5046.2,5053.8,4987.3,5007.9,0,0.000123958,0.001542099,0.001913775,0.001193277,-1,-1,0
26-10-2009,4999,5042.9,4965,4978.25,0,0.000886615,0.00063919,0.001701906,0.001075904,0,0,1
27-10-2009,4960,4964,4838,4848.55,0,-0.004169384,-0.000913369,0.000895671,-0.001395694,-1,-1,-1
28-10-2009,4823.25,4867.3,4792.05,4826.55,0,-0.005636529,-0.001217344,0.000737756,-0.002038706,-1,-1,0
29-10-2009,4769,4826.55,4747.8,4750.55,0,-0.007033337,-0.001829175,6.73E-05,-0.002931745,-1,-1,0
30-10-2009,4845,4862.5,4692,4707.75,0,-0.008467409,-0.002568206,0.000183753,-0.003617287,-1,-1,0
03-11-2009,4654.3,4734.9,4531.55,4559.35,0,-0.011048355,-0.003253274,-0.000346069,-0.004882566,-1,-1,0
04-11-2009,4585.3,4711.85,4581.2,4705.2,0,-0.007821607,-0.002256871,0.000491662,-0.003195605,-1,-1,0
05-11-2009,4690,4785,4600,4770.95,0,-0.005913268,-0.001580754,0.001000011,-0.00216467,-1,-1,0
06-11-2009,4814.95,4834.9,4755,4790.15,0,-0.004147157,-0.00168493,0.000503125,-0.001776321,-1,-1,0
09-11-2009,4819.85,4909.7,4780.15,4903.15,0,-0.002091695,-0.001343438,0.000559604,-0.00095851,-1,-1,0
10-11-2009,4942.9,4947.55,4850.05,4874.7,0,-0.002080048,-0.001539691,0.000344446,-0.001091764,-1,-1,0
11-11-2009,4887.15,5024,4867.35,5009.75,0,0.003324705,9.98E-06,0.000997125,0.001443938,0,0,1
12-11-2009,4998,5017,4917.55,4953.1,0,0.002621956,-0.000682271,0.000698617,0.000879434,0,0,0
13-11-2009,4947.9,5023.7,4946.65,5002.65,0,0.005306754,0.000215036,0.000830528,0.002117439,0,0,0
16-11-2009,5041,5082.5,5038,5062.45,0,0.007534385,0.000485835,0.00124663,0.00308895,0,0,0
17-11-2009,5063.4,5073.9,5006,5063.4,0,0.011055304,0.001044888,0.000833937,0.004311376,1,1,1
18-11-2009,5042.7,5082,5035.25,5055.05,0,0.007435391,-3.52E-05,0.000469583,0.002623264,0,0,-1
19-11-2009,5049,5049,4962.1,4986.6,0,0.004520064,-0.001002962,4.29E-05,0.00118668,0,0,0
20-11-2009,4961.2,5077.8,4937,5066.25,0,0.005763911,-0.000342078,0.000442178,0.001954671,0,0,0
23-11-2009,5072.1,5119.45,5068.35,5108.3,0,0.004184045,-0.000271813,0.00038538,0.001432537,0,0,0
24-11-2009,5099,5109,5050,5087.25,0,0.004360268,-0.000299669,0.000625882,0.00156216,0,0,0
25-11-2009,5083.7,5139.8,5081.1,5108.25,0,0.001966166,2.98E-05,0.000610141,0.000868695,0,0,0
26-11-2009,5094.4,5108,4978.15,5005.55,0,0.001058933,-0.000514712,0.000192763,0.000245661,0,0,0
27-11-2009,4918,4960,4801,4946.3,0,-0.001126403,-0.000409013,-0.000272456,-0.000602624,-1,-1,-1
30-11-2009,5003.05,5072.5,4990.1,5029.9,0,-0.000642969,0.000175722,-0.000215086,-0.000227444,0,0,1
01-12-2009,5046.1,5139,5046.1,5132.05,0,0.001355808,0.001235776,0.000306715,0.0009661,1,1,1
02-12-2009,5147.7,5154,5103.7,5119,0,0.001265072,0.002231183,0.000551562,0.001349272,0,0,-1
03-12-2009,5140.1,5191.55,5115.05,5132.45,0,0.002924839,0.002535144,0.000463381,0.001974455,1,1,1
04-12-2009,5090,5169.9,5078.3,5115.85,0,0.000979028,0.003075854,0.000703139,0.001586007,0,0,-1
07-12-2009,5135,5135,5051.05,5069.65,0,-0.000756612,0.00307493,0.000339635,0.000885984,0,0,0
08-12-2009,5057.1,5162.8,5057.1,5157.95,0,0.001389749,0.005251626,0.00113208,0.002591152,0,0,0
09-12-2009,5117.7,5151,5090.1,5122.5,0,0.000278961,0.003547564,0.000311296,0.001379273,0,0,0
10-12-2009,5107,5153.7,5084,5131.2,0,0.002510214,0.003020363,7.99E-05,0.001870164,0,0,0
11-12-2009,5166,5188,5081.25,5111.6,0,0.003341892,0.002684258,8.07E-06,0.002011408,1,1,1
14-12-2009,5105,5167.5,5090.5,5107.4,0,0.001540786,0.001666276,-0.000174258,0.001010935,0,0,-1
15-12-2009,5111.25,5125,5017.1,5031.25,0,-0.001964127,0.001284592,-0.000460429,-0.000379988,0,0,0
16-12-2009,5019.4,5072,5004,5040.7,0,-0.001529596,0.000247118,-0.000312228,-0.000531568,0,0,0
17-12-2009,5035,5068,5008.3,5036.45,0,-0.001870452,0.000673114,-0.000169352,-0.000455563,0,0,0
18-12-2009,5018,5049,4972.1,4986.8,0,-0.002522552,-0.000126733,-5.30E-05,-0.000900771,-1,-1,-1
21-12-2009,4990,4995.6,4937.15,4948.55,0,-0.002388725,-0.00089996,-0.000296282,-0.001194989,-1,-1,0
22-12-2009,4967.1,4999.9,4967.1,4989.5,0,-0.003265832,-0.000583797,5.65E-05,-0.001264378,-1,-1,0
23-12-2009,4993,5161.9,4993,5156.85,0,0.000670571,0.000805531,0.001589651,0.001021918,-1,-1,0
24-12-2009,5159.95,5209.95,5136.4,5185.4,0,0.001056283,0.001594674,0.001858729,0.001503229,-1,-1,0
29-12-2009,5191.05,5224.8,5175,5194.15,0,0.001614954,0.00100982,0.002334467,0.00165308,0,0,1
30-12-2009,5185,5198.7,5155,5168.55,0,0.001197282,0.000471781,0.002447029,0.001372031,0,0,0
31-12-2009,5193.1,5229,5191.2,5201.05,0,0.003374907,0.000894786,0.003518594,0.002596095,0,0,0
04-01-2010,5225,5247,5210,5239.8,0,0.003949848,0.001030098,0.002840474,0.002606807,0,0,0
05-01-2010,5280,5295,5263.05,5281.2,0,0.004859574,0.002202755,0.002673734,0.003245354,0,0,0
06-01-2010,5303.25,5303.25,5266.25,5288.7,0,0.006053983,0.002768938,0.002601954,0.003808292,1,1,1
07-01-2010,5293,5293,5245.15,5266.35,0,0.006422083,0.001880355,0.001851871,0.00338477,1,1,0
08-01-2010,5270.5,5286,5236.4,5249.45,0,0.005209941,0.000915034,0.001921913,0.002682296,0,0,-1
11-01-2010,5275,5295,5248.15,5256.1,0,0.001924625,0.001071303,0.001229353,0.001408427,0,0,0
12-01-2010,5260,5285,5200,5208.9,0,0.000453196,0.000595817,0.001291111,0.000780041,-1,-1,-1
13-01-2010,5183.35,5248.4,5176.1,5243,0,0.000940481,0.000994165,0.001201113,0.001045253,-1,-1,0
14-01-2010,5260,5275,5244,5261.3,0,0.001794507,0.001512136,0.000981985,0.001429543,1,1,2
15-01-2010,5268,5271.9,5245.05,5254.4,0,0.001025754,0.000747972,0.000943042,0.000905589,0,0,-1
18-01-2010,5239,5290,5232,5271.15,0,0.000598305,0.001160761,0.001068733,0.0009426,0,0,0
19-01-2010,5260.5,5274.95,5212.35,5220.7,0,-0.001145573,0.000697693,0.001173645,0.000241922,-1,-1,-1
20-01-2010,5233.9,5247,5195.05,5214.75,0,-0.001398264,0.000807184,0.000732791,4.72E-05,0,0,1
21-01-2010,5192.65,5207,5072.65,5084.55,0,-0.003452106,-0.000178956,-0.000116232,-0.001249098,-1,-1,-1
22-01-2010,4990,5074,4946.2,5019.65,0,-0.004377601,-9.22E-05,-0.000332203,-0.001600676,0,0,1
25-01-2010,4996,5039,4976,5002.05,0,-0.004833432,-0.000306703,-0.000519747,-0.001886628,0,0,0
27-01-2010,4933.7,4963.8,4832.6,4848.15,0,-0.006925646,-0.001495498,-0.000786127,-0.003069091,-1,-1,-1
28-01-2010,4902.1,4935,4823.1,4867.25,0,-0.007166698,-0.000958932,-0.000399541,-0.002841724,-1,-1,0
29-01-2010,4826.15,4889.9,4757.85,4875.65,0,-0.007329937,-0.000589264,-0.000766665,-0.002895289,0,0,1
01-02-2010,4847.3,4924,4822.25,4899.45,0,-0.006755291,-0.000721916,-0.001133075,-0.002870094,0,0,0
02-02-2010,4937.25,4939.6,4807.05,4821.75,0,-0.008525654,-0.002599261,-0.0014517,-0.004192205,-1,-1,-1
03-02-2010,4844.5,4949.9,4844.5,4925.8,0,-0.005648668,-0.002002546,-0.001006586,-0.002885933,-1,-1,0
04-02-2010,4904.7,4908.65,4824,4833.6,0,-0.007309075,-0.002776585,-0.001379292,-0.003821651,-1,-1,0
