Dates,PNL,DD
2000-12-31,0.1743511999999999,0.0
2001-12-31,0.1274216,0.0
2002-12-31,0.06771579999999988,0.0
2003-12-31,0.19042694999999973,0.0
2004-12-31,0.13269205000000006,0.0
2005-12-31,0.11823984999999962,0.0
2006-12-31,0.13676535000000034,0.0
2007-12-31,0.07672459999999987,0.0
2008-12-31,0.25543720000000025,0.0
2009-12-31,-0.02950869999999965,-0.02950869999999961
2010-12-31,0.22760580000000002,0.0
2011-12-31,-0.001385250000000171,-0.0013852500000002266
2012-12-31,0.1621727000000002,0.0
2013-12-31,-0.003065899999999681,-0.0030658999999997327
2014-12-31,-0.13614904999999985,-0.1392149499999995
2015-12-31,0.07971945000000039,-0.059495499999999035
2016-12-31,-0.09750954999999938,-0.15700504999999843
2017-12-31,-0.0182171500000001,-0.17522219999999855
2018-12-31,0.16583574999999992,-0.009386449999998714
2019-12-31,-0.1273982500000001,-0.13678469999999887
2020-12-31,0.31598079999999984,0.0
